hospital_group,fl_round,batch_size,alpha,cos_sim,rmse,mae,label_recovery,outcome_class
4,12,16,0.2,0.07072,8.49923,6.5917,0,0
4,12,32,0.0,0.09076,9.60287,5.76728,0,0
4,12,32,0.01,-0.07229,4.48259,3.49005,0,0
4,12,32,0.05,0.39381,10.29243,7.40016,0,0
4,12,32,0.1,-0.08746,9.29009,7.49087,0,0
4,12,32,0.2,0.11195,18.82518,14.66803,0,0
4,15,1,0.0,1.0,1.45213,0.67995,0,0
4,15,1,0.01,0.99228,0.21968,0.15305,0,0
4,15,1,0.05,0.94323,1.61723,0.69154,0,0
4,15,1,0.1,0.80643,0.97129,0.68541,0,0
4,15,1,0.2,0.3753,0.56748,0.4397,0,0
4,15,4,0.0,-0.06086,1.34475,0.88614,0,0
4,15,4,0.01,0.16506,1.51314,0.67488,0,0
4,15,4,0.05,0.62621,0.84097,0.65325,0,0
4,15,4,0.1,0.63893,1.11499,0.87657,0,0
4,15,4,0.2,0.29661,2.17852,1.69264,0,0
4,15,16,0.0,-0.06365,2.8992,2.11316,0,0
4,15,16,0.01,0.33058,2.37744,1.64385,0,0
4,15,16,0.05,-0.08738,5.02946,3.02502,0,0
4,15,16,0.1,-0.08709,5.77871,3.95337,0,0
4,15,16,0.2,0.12774,7.30503,5.66556,0,0
4,15,32,0.0,0.26847,7.93611,5.68552,0,0
4,15,32,0.01,0.00272,8.06232,4.87385,0,0
4,15,32,0.05,0.17058,5.14487,3.98,0,0
4,15,32,0.1,-0.13142,10.59003,8.44707,0,0
4,15,32,0.2,0.34607,16.29094,12.76733,0,0
