dataset,attack,f,f_pct,defense,krum_applicable,seed,auroc,pr_auc,bal_acc,mcc,auc_lc,bsr,convergence_fail,runtime_s,comm_params_per_round,auroc_clean,auroc_degradation,aggregator_effective,run_status
eicu,model_replace,3,37.5,krum,False,7,0.87365,0.39531,0.79177,0.27043,0.8736746428571427,,0,0.333,976,0.89704,-0.0233899999999999,fedavg,not_applicable_diagnostic_fallback
eicu,model_replace,3,37.5,krum,False,11,0.8658,0.39143,0.78029,0.25566,0.8657532142857144,,0,0.33,976,0.87357,-0.0077699999999999,fedavg,not_applicable_diagnostic_fallback
eicu,model_replace,3,37.5,krum,False,19,0.8719,0.40616,0.78447,0.2609,0.8719060714285715,,0,0.334,976,0.88676,-0.0148599999999999,fedavg,not_applicable_diagnostic_fallback
eicu,model_replace,3,37.5,krum,False,23,0.86965,0.40731,0.78342,0.25958,0.869625,,0,0.333,976,0.87232,-0.0026699999999999,fedavg,not_applicable_diagnostic_fallback
eicu,model_replace,3,37.5,krum,False,37,0.8704,0.4012,0.78238,0.25826,0.8701992857142857,,0,0.333,976,0.88935,-0.01895,fedavg,not_applicable_diagnostic_fallback
eicu,model_replace,3,37.5,clipping,True,7,0.87365,0.39531,0.79177,0.27043,0.8736746428571427,,0,0.333,976,0.89052,-0.0168699999999999,clipping,valid_primary
eicu,model_replace,3,37.5,clipping,True,11,0.8658,0.39143,0.78029,0.25566,0.8657532142857144,,0,0.329,976,0.88994,-0.0241399999999999,clipping,valid_primary
eicu,model_replace,3,37.5,clipping,True,19,0.8719,0.40616,0.78447,0.2609,0.8719060714285715,,0,0.344,976,0.89102,-0.01912,clipping,valid_primary
eicu,model_replace,3,37.5,clipping,True,23,0.86965,0.40731,0.78342,0.25958,0.869625,,0,0.331,976,0.88835,-0.0186999999999999,clipping,valid_primary
eicu,model_replace,3,37.5,clipping,True,37,0.8704,0.4012,0.78238,0.25826,0.8701992857142857,,0,0.328,976,0.89203,-0.02163,clipping,valid_primary
eicu,label_flip,1,12.5,fedavg,True,7,0.89495,0.46943,0.81161,0.29891,0.883527142857143,,0,0.345,976,0.89052,0.00443,fedavg,valid_primary
eicu,label_flip,1,12.5,fedavg,True,11,0.87157,0.39915,0.81265,0.30054,0.8654225000000001,,0,0.343,976,0.88994,-0.0183699999999999,fedavg,valid_primary
eicu,label_flip,1,12.5,fedavg,True,19,0.8937,0.58621,0.78639,0.27253,0.8842714285714288,,0,0.34,976,0.89102,0.00268,fedavg,valid_primary
eicu,label_flip,1,12.5,fedavg,True,23,0.88994,0.5825,0.79056,0.27873,0.87691,,0,0.343,976,0.88835,0.0015899999999999,fedavg,valid_primary
eicu,label_flip,1,12.5,fedavg,True,37,0.88635,0.46202,0.821,0.31404,0.8806292857142858,,0,0.347,976,0.89203,-0.00568,fedavg,valid_primary
eicu,label_flip,1,12.5,coord_median,True,7,0.89511,0.49886,0.81161,0.29891,0.8840285714285715,,0,0.358,976,0.89253,0.0025799999999999,coord_median,valid_primary
eicu,label_flip,1,12.5,coord_median,True,11,0.89804,0.52213,0.80639,0.291,0.8840632142857142,,0,0.345,976,0.89177,0.0062699999999999,coord_median,valid_primary
eicu,label_flip,1,12.5,coord_median,True,19,0.89445,0.5389,0.80952,0.29571,0.8832889285714286,,0,0.338,976,0.89244,0.0020099999999999,coord_median,valid_primary
eicu,label_flip,1,12.5,coord_median,True,23,0.89152,0.52435,0.81891,0.31057,0.8783442857142857,,0,0.341,976,0.88902,0.0024999999999999,coord_median,valid_primary
eicu,label_flip,1,12.5,coord_median,True,37,0.89478,0.51611,0.81161,0.29891,0.8862032142857142,,0,0.343,976,0.89328,0.0015,coord_median,valid_primary
eicu,label_flip,1,12.5,trimmed_mean,True,7,0.89353,0.4921,0.81474,0.30382,0.8831846428571428,,0,0.349,976,0.8937,-0.00017,trimmed_mean,valid_primary
eicu,label_flip,1,12.5,trimmed_mean,True,11,0.89361,0.49128,0.80743,0.29256,0.8819767857142856,,0,0.359,976,0.89395,-0.00034,trimmed_mean,valid_primary
eicu,label_flip,1,12.5,trimmed_mean,True,19,0.88969,0.49695,0.81265,0.30054,0.8812382142857142,,0,0.365,976,0.8947,-0.00501,trimmed_mean,valid_primary
eicu,label_flip,1,12.5,trimmed_mean,True,23,0.88793,0.50222,0.81474,0.30382,0.876582142857143,,0,0.343,976,0.89194,-0.0040099999999999,trimmed_mean,valid_primary
eicu,label_flip,1,12.5,trimmed_mean,True,37,0.89244,0.50675,0.80952,0.29571,0.8843924999999999,,0,0.361,976,0.89578,-0.00334,trimmed_mean,valid_primary
eicu,label_flip,1,12.5,krum,True,7,0.88985,0.44898,0.80221,0.2849,0.8818696428571428,,0,0.349,976,0.89704,-0.0071899999999999,krum,valid_primary
eicu,label_flip,1,12.5,krum,True,11,0.89887,0.5241,0.80952,0.29571,0.8810321428571426,,0,0.355,976,0.87357,0.0252999999999999,krum,valid_primary
eicu,label_flip,1,12.5,krum,True,19,0.88676,0.52375,0.79595,0.27609,0.8812978571428571,,0,0.355,976,0.88676,0.0,krum,valid_primary
eicu,label_flip,1,12.5,krum,True,23,0.87232,0.44917,0.81161,0.29891,0.8616282142857142,,0,0.341,976,0.87232,0.0,krum,valid_primary
eicu,label_flip,1,12.5,krum,True,37,0.88668,0.52044,0.80743,0.29256,0.8818171428571427,,0,0.348,976,0.88935,-0.0026699999999999,krum,valid_primary
eicu,label_flip,1,12.5,clipping,True,7,0.89495,0.46943,0.81161,0.29891,0.883527142857143,,0,0.344,976,0.89052,0.00443,clipping,valid_primary
eicu,label_flip,1,12.5,clipping,True,11,0.87157,0.39915,0.81265,0.30054,0.8654225000000001,,0,0.343,976,0.88994,-0.0183699999999999,clipping,valid_primary
eicu,label_flip,1,12.5,clipping,True,19,0.8937,0.58621,0.78639,0.27253,0.8842714285714288,,0,0.354,976,0.89102,0.00268,clipping,valid_primary
eicu,label_flip,1,12.5,clipping,True,23,0.88994,0.5825,0.79056,0.27873,0.87691,,0,0.353,976,0.88835,0.0015899999999999,clipping,valid_primary
eicu,label_flip,1,12.5,clipping,True,37,0.88635,0.46202,0.821,0.31404,0.8806292857142858,,0,0.343,976,0.89203,-0.00568,clipping,valid_primary
eicu,label_flip,2,25.0,fedavg,True,7,0.8704,0.43748,0.77699,0.25928,0.8680767857142857,,0,0.365,976,0.89052,-0.02012,fedavg,valid_primary
eicu,label_flip,2,25.0,fedavg,True,11,0.84276,0.30508,0.77491,0.25646,0.8426692857142857,,0,0.354,976,0.88994,-0.04718,fedavg,valid_primary
eicu,label_flip,2,25.0,fedavg,True,19,0.88033,0.43925,0.80534,0.28946,0.8712985714285714,,0,0.358,976,0.89102,-0.01069,fedavg,valid_primary
eicu,label_flip,2,25.0,fedavg,True,23,0.84084,0.40414,0.77056,0.26008,0.8397935714285714,,0,0.37,976,0.88835,-0.0475099999999999,fedavg,valid_primary
eicu,label_flip,2,25.0,fedavg,True,37,0.86772,0.39965,0.82534,0.30784,0.8717378571428572,,0,0.364,976,0.89203,-0.0243099999999999,fedavg,valid_primary
eicu,label_flip,2,25.0,coord_median,True,7,0.89094,0.51099,0.80221,0.2849,0.8795464285714286,,0,0.366,976,0.89253,-0.00159,coord_median,valid_primary
eicu,label_flip,2,25.0,coord_median,True,11,0.89704,0.48442,0.80639,0.291,0.8836578571428573,,0,0.362,976,0.89177,0.0052699999999999,coord_median,valid_primary
eicu,label_flip,2,25.0,coord_median,True,19,0.89453,0.5368,0.81161,0.29891,0.8812203571428572,,0,0.356,976,0.89244,0.00209,coord_median,valid_primary
eicu,label_flip,2,25.0,coord_median,True,23,0.8947,0.53654,0.81265,0.30054,0.8790153571428572,,0,0.353,976,0.88902,0.00568,coord_median,valid_primary
eicu,label_flip,2,25.0,coord_median,True,37,0.89328,0.47802,0.80848,0.29413,0.8857525,,0,0.36,976,0.89328,0.0,coord_median,valid_primary
eicu,label_flip,2,25.0,trimmed_mean,True,7,0.88827,0.47008,0.80848,0.29413,0.8790246428571429,,0,0.362,976,0.8937,-0.00543,trimmed_mean,valid_primary
eicu,label_flip,2,25.0,trimmed_mean,True,11,0.89169,0.46231,0.80639,0.291,0.8800499999999999,,0,0.355,976,0.89395,-0.00226,trimmed_mean,valid_primary
eicu,label_flip,2,25.0,trimmed_mean,True,19,0.89528,0.53408,0.81161,0.29891,0.8823542857142856,,0,0.353,976,0.8947,0.0005799999999999,trimmed_mean,valid_primary
eicu,label_flip,2,25.0,trimmed_mean,True,23,0.88843,0.4887,0.81578,0.30549,0.8749678571428572,,0,0.352,976,0.89194,-0.0035099999999999,trimmed_mean,valid_primary
eicu,label_flip,2,25.0,trimmed_mean,True,37,0.89052,0.46292,0.80848,0.29413,0.8848460714285714,,0,0.353,976,0.89578,-0.00526,trimmed_mean,valid_primary
eicu,label_flip,2,25.0,krum,True,7,0.89704,0.5156,0.80743,0.29256,0.8804771428571428,,0,0.363,976,0.89704,0.0,krum,valid_primary
eicu,label_flip,2,25.0,krum,True,11,0.89887,0.5241,0.80952,0.29571,0.8810321428571426,,0,0.363,976,0.87357,0.0252999999999999,krum,valid_primary
eicu,label_flip,2,25.0,krum,True,19,0.89086,0.45597,0.8043,0.28792,0.8821714285714285,,0,0.362,976,0.88676,0.0040999999999999,krum,valid_primary
eicu,label_flip,2,25.0,krum,True,23,0.88209,0.49607,0.80848,0.29413,0.8711450000000001,,0,0.351,976,0.87232,0.00977,krum,valid_primary
eicu,label_flip,2,25.0,krum,True,37,0.89996,0.55825,0.80534,0.28946,0.8896617857142858,,0,0.36,976,0.88935,0.01061,krum,valid_primary
eicu,label_flip,2,25.0,clipping,True,7,0.8704,0.43748,0.77699,0.25928,0.8680767857142857,,0,0.359,976,0.89052,-0.02012,clipping,valid_primary
eicu,label_flip,2,25.0,clipping,True,11,0.84276,0.30508,0.77491,0.25646,0.8426692857142857,,0,0.358,976,0.88994,-0.04718,clipping,valid_primary
eicu,label_flip,2,25.0,clipping,True,19,0.88033,0.43925,0.80534,0.28946,0.8712985714285714,,0,0.362,976,0.89102,-0.01069,clipping,valid_primary
eicu,label_flip,2,25.0,clipping,True,23,0.84084,0.40414,0.77056,0.26008,0.8397935714285714,,0,0.353,976,0.88835,-0.0475099999999999,clipping,valid_primary
eicu,label_flip,2,25.0,clipping,True,37,0.86772,0.39965,0.82534,0.30784,0.8717378571428572,,0,0.352,976,0.89203,-0.0243099999999999,clipping,valid_primary
eicu,label_flip,3,37.5,fedavg,True,7,0.81035,0.33417,0.71699,0.20419,0.8286367857142858,,0,0.374,976,0.89052,-0.0801699999999999,fedavg,valid_primary
eicu,label_flip,3,37.5,fedavg,True,11,0.71507,0.14665,0.6937,0.18906,0.7423803571428572,,0,0.376,976,0.88994,-0.1748699999999999,fedavg,valid_primary
eicu,label_flip,3,37.5,fedavg,True,19,0.82088,0.22641,0.73699,0.22261,0.8252499999999999,,0,0.379,976,0.89102,-0.0701399999999999,fedavg,valid_primary
eicu,label_flip,3,37.5,fedavg,True,23,0.72818,0.32037,0.67595,0.16587,0.7417817857142855,,0,0.382,976,0.88835,-0.1601699999999999,fedavg,valid_primary
eicu,label_flip,3,37.5,fedavg,True,37,0.77987,0.18033,0.70134,0.18492,0.8058692857142857,,0,0.392,976,0.89203,-0.11216,fedavg,valid_primary
eicu,label_flip,3,37.5,coord_median,True,7,0.8805,0.43254,0.82518,0.32117,0.8731139285714286,,0,0.403,976,0.89253,-0.01203,coord_median,valid_primary
eicu,label_flip,3,37.5,coord_median,True,11,0.88008,0.43249,0.81056,0.2973,0.871100357142857,,0,0.413,976,0.89177,-0.0116899999999999,coord_median,valid_primary
eicu,label_flip,3,37.5,coord_median,True,19,0.90021,0.53192,0.80848,0.29413,0.8852257142857142,,0,0.371,976,0.89244,0.0077699999999999,coord_median,valid_primary
eicu,label_flip,3,37.5,coord_median,True,23,0.87841,0.48281,0.78743,0.27406,0.8691467857142857,,0,0.38,976,0.88902,-0.01061,coord_median,valid_primary
eicu,label_flip,3,37.5,coord_median,True,37,0.87232,0.41985,0.80534,0.28946,0.8715799999999998,,0,0.377,976,0.89328,-0.0209599999999999,coord_median,valid_primary
eicu,label_flip,3,37.5,trimmed_mean,True,7,0.8805,0.43254,0.82518,0.32117,0.8731139285714286,,0,0.366,976,0.8937,-0.0132000000000001,trimmed_mean,valid_primary
eicu,label_flip,3,37.5,trimmed_mean,True,11,0.88008,0.43249,0.81056,0.2973,0.871100357142857,,0,0.38,976,0.89395,-0.01387,trimmed_mean,valid_primary
eicu,label_flip,3,37.5,trimmed_mean,True,19,0.90021,0.53192,0.80848,0.29413,0.8852257142857142,,0,0.366,976,0.8947,0.0055099999999999,trimmed_mean,valid_primary
eicu,label_flip,3,37.5,trimmed_mean,True,23,0.87841,0.48281,0.78743,0.27406,0.8691467857142857,,0,0.367,976,0.89194,-0.0135299999999999,trimmed_mean,valid_primary
eicu,label_flip,3,37.5,trimmed_mean,True,37,0.87232,0.41985,0.80534,0.28946,0.8715799999999998,,0,0.377,976,0.89578,-0.02346,trimmed_mean,valid_primary
eicu,label_flip,3,37.5,krum,False,7,0.81035,0.33417,0.71699,0.20419,0.8286367857142858,,0,0.378,976,0.89704,-0.0866899999999999,fedavg,not_applicable_diagnostic_fallback
eicu,label_flip,3,37.5,krum,False,11,0.71507,0.14665,0.6937,0.18906,0.7423803571428572,,0,0.38,976,0.87357,-0.1584999999999999,fedavg,not_applicable_diagnostic_fallback
eicu,label_flip,3,37.5,krum,False,19,0.82088,0.22641,0.73699,0.22261,0.8252499999999999,,0,0.376,976,0.88676,-0.0658799999999999,fedavg,not_applicable_diagnostic_fallback
eicu,label_flip,3,37.5,krum,False,23,0.72818,0.32037,0.67595,0.16587,0.7417817857142855,,0,0.375,976,0.87232,-0.1441399999999999,fedavg,not_applicable_diagnostic_fallback
eicu,label_flip,3,37.5,krum,False,37,0.77987,0.18033,0.70134,0.18492,0.8058692857142857,,0,0.381,976,0.88935,-0.10948,fedavg,not_applicable_diagnostic_fallback
eicu,label_flip,3,37.5,clipping,True,7,0.81035,0.33417,0.71699,0.20419,0.8286367857142858,,0,0.376,976,0.89052,-0.0801699999999999,clipping,valid_primary
eicu,label_flip,3,37.5,clipping,True,11,0.71507,0.14665,0.6937,0.18906,0.7423803571428572,,0,0.363,976,0.88994,-0.1748699999999999,clipping,valid_primary
eicu,label_flip,3,37.5,clipping,True,19,0.82088,0.22641,0.73699,0.22261,0.8252499999999999,,0,0.362,976,0.89102,-0.0701399999999999,clipping,valid_primary
eicu,label_flip,3,37.5,clipping,True,23,0.72818,0.32037,0.67595,0.16587,0.7417817857142855,,0,0.369,976,0.88835,-0.1601699999999999,clipping,valid_primary
eicu,label_flip,3,37.5,clipping,True,37,0.77987,0.18033,0.70134,0.18492,0.8058692857142857,,0,0.364,976,0.89203,-0.11216,clipping,valid_primary
eicu,backdoor,1,12.5,fedavg,True,7,0.89236,0.499,0.81056,0.2973,0.8827375,0.90278,0,0.332,976,0.89052,0.00184,fedavg,valid_primary
eicu,backdoor,1,12.5,fedavg,True,11,0.88969,0.48116,0.81161,0.29891,0.8799817857142855,0.89484,0,0.342,976,0.88994,-0.0002499999999999,fedavg,valid_primary
eicu,backdoor,1,12.5,fedavg,True,19,0.89102,0.48917,0.80952,0.29571,0.8819142857142855,0.90675,0,0.343,976,0.89102,0.0,fedavg,valid_primary
eicu,backdoor,1,12.5,fedavg,True,23,0.88843,0.47572,0.81056,0.2973,0.8765117857142857,0.89286,0,0.338,976,0.88835,8.000000000008001e-05,fedavg,valid_primary
eicu,backdoor,1,12.5,fedavg,True,37,0.89319,0.5091,0.80952,0.29571,0.8858810714285715,0.88095,0,0.334,976,0.89203,0.00116,fedavg,valid_primary
eicu,backdoor,1,12.5,coord_median,True,7,0.89453,0.51103,0.80639,0.291,0.8845246428571427,0.88095,0,0.338,976,0.89253,0.002,coord_median,valid_primary
eicu,backdoor,1,12.5,coord_median,True,11,0.89294,0.49391,0.80743,0.29256,0.8808671428571427,0.88294,0,0.336,976,0.89177,0.00117,coord_median,valid_primary
eicu,backdoor,1,12.5,coord_median,True,19,0.89278,0.5102,0.80534,0.28946,0.8830610714285714,0.88889,0,0.341,976,0.89244,0.00034,coord_median,valid_primary
eicu,backdoor,1,12.5,coord_median,True,23,0.8901,0.4984,0.80848,0.29413,0.8773992857142857,0.8869,0,0.344,976,0.88902,0.0010799999999999,coord_median,valid_primary
eicu,backdoor,1,12.5,coord_median,True,37,0.89453,0.51554,0.80952,0.29571,0.8861471428571427,0.87897,0,0.337,976,0.89328,0.00125,coord_median,valid_primary
eicu,backdoor,1,12.5,trimmed_mean,True,7,0.89486,0.51157,0.81056,0.2973,0.884715,0.89484,0,0.333,976,0.8937,0.0011599999999999,trimmed_mean,valid_primary
eicu,backdoor,1,12.5,trimmed_mean,True,11,0.89336,0.4997,0.81056,0.2973,0.8819182142857144,0.88294,0,0.336,976,0.89395,-0.0005899999999999,trimmed_mean,valid_primary
eicu,backdoor,1,12.5,trimmed_mean,True,19,0.89344,0.50887,0.80952,0.29571,0.8838303571428572,0.90278,0,0.336,976,0.8947,-0.00126,trimmed_mean,valid_primary
eicu,backdoor,1,12.5,trimmed_mean,True,23,0.89119,0.50141,0.81265,0.30054,0.8790571428571429,0.89286,0,0.337,976,0.89194,-0.0007499999999999,trimmed_mean,valid_primary
eicu,backdoor,1,12.5,trimmed_mean,True,37,0.8967,0.52209,0.81056,0.2973,0.8883575000000002,0.88294,0,0.338,976,0.89578,0.00092,trimmed_mean,valid_primary
eicu,backdoor,1,12.5,krum,True,7,0.88985,0.44898,0.80221,0.2849,0.8818696428571428,0.75397,0,0.339,976,0.89704,-0.0071899999999999,krum,valid_primary
eicu,backdoor,1,12.5,krum,True,11,0.89887,0.5241,0.80952,0.29571,0.8810321428571426,0.84722,0,0.337,976,0.87357,0.0252999999999999,krum,valid_primary
eicu,backdoor,1,12.5,krum,True,19,0.90221,0.59001,0.80534,0.28946,0.8867760714285714,0.92659,0,0.342,976,0.88676,0.0154499999999999,krum,valid_primary
eicu,backdoor,1,12.5,krum,True,23,0.88209,0.49607,0.80848,0.29413,0.8711450000000001,0.85714,0,0.339,976,0.87232,0.00977,krum,valid_primary
eicu,backdoor,1,12.5,krum,True,37,0.88935,0.52176,0.80013,0.28192,0.8876107142857143,0.90278,0,0.328,976,0.88935,0.0,krum,valid_primary
eicu,backdoor,1,12.5,clipping,True,7,0.89236,0.499,0.81056,0.2973,0.8827375,0.90278,0,0.336,976,0.89052,0.00184,clipping,valid_primary
eicu,backdoor,1,12.5,clipping,True,11,0.88969,0.48116,0.81161,0.29891,0.8799817857142855,0.89484,0,0.34,976,0.88994,-0.0002499999999999,clipping,valid_primary
eicu,backdoor,1,12.5,clipping,True,19,0.89102,0.48917,0.80952,0.29571,0.8819142857142855,0.90675,0,0.33,976,0.89102,0.0,clipping,valid_primary
eicu,backdoor,1,12.5,clipping,True,23,0.88843,0.47572,0.81056,0.2973,0.8765117857142857,0.89286,0,0.332,976,0.88835,8.000000000008001e-05,clipping,valid_primary
eicu,backdoor,1,12.5,clipping,True,37,0.89319,0.5091,0.80952,0.29571,0.8858810714285715,0.88095,0,0.328,976,0.89203,0.00116,clipping,valid_primary
eicu,backdoor,2,25.0,fedavg,True,7,0.89035,0.50619,0.80952,0.29571,0.8813335714285714,0.9127,0,0.35,976,0.89052,-0.00017,fedavg,valid_primary
eicu,backdoor,2,25.0,fedavg,True,11,0.88994,0.48476,0.81265,0.30054,0.8802942857142856,0.91071,0,0.356,976,0.88994,0.0,fedavg,valid_primary
eicu,backdoor,2,25.0,fedavg,True,19,0.89211,0.50281,0.81161,0.29891,0.8836485714285713,0.91667,0,0.362,976,0.89102,0.0010899999999999,fedavg,valid_primary
eicu,backdoor,2,25.0,fedavg,True,23,0.88927,0.48914,0.81161,0.29891,0.8768825,0.91071,0,0.349,976,0.88835,0.00092,fedavg,valid_primary
eicu,backdoor,2,25.0,fedavg,True,37,0.89127,0.5066,0.80952,0.29571,0.8838717857142856,0.9127,0,0.345,976,0.89203,-0.0007599999999999,fedavg,valid_primary
eicu,backdoor,2,25.0,coord_median,True,7,0.89127,0.5316,0.81161,0.29891,0.8815239285714286,0.90675,0,0.352,976,0.89253,-0.00126,coord_median,valid_primary
eicu,backdoor,2,25.0,coord_median,True,11,0.89353,0.50175,0.80743,0.29256,0.8807485714285715,0.89484,0,0.349,976,0.89177,0.00176,coord_median,valid_primary
eicu,backdoor,2,25.0,coord_median,True,19,0.89478,0.521,0.80534,0.28946,0.8854221428571428,0.90675,0,0.365,976,0.89244,0.00234,coord_median,valid_primary
eicu,backdoor,2,25.0,coord_median,True,23,0.89035,0.50473,0.81056,0.2973,0.8772832142857142,0.88889,0,0.363,976,0.88902,0.0013299999999999,coord_median,valid_primary
eicu,backdoor,2,25.0,coord_median,True,37,0.89152,0.51299,0.80952,0.29571,0.8843239285714286,0.88889,0,0.355,976,0.89328,-0.0017599999999999,coord_median,valid_primary
eicu,backdoor,2,25.0,trimmed_mean,True,7,0.89311,0.53625,0.81265,0.30054,0.8828814285714286,0.90873,0,0.354,976,0.8937,-0.00059,trimmed_mean,valid_primary
eicu,backdoor,2,25.0,trimmed_mean,True,11,0.89303,0.50008,0.80952,0.29571,0.8806842857142857,0.89484,0,0.351,976,0.89395,-0.00092,trimmed_mean,valid_primary
eicu,backdoor,2,25.0,trimmed_mean,True,19,0.89511,0.52111,0.80848,0.29413,0.8851410714285716,0.90873,0,0.354,976,0.8947,0.0004099999999999,trimmed_mean,valid_primary
eicu,backdoor,2,25.0,trimmed_mean,True,23,0.89044,0.49317,0.81265,0.30054,0.8777564285714287,0.89286,0,0.36,976,0.89194,-0.0014999999999999,trimmed_mean,valid_primary
eicu,backdoor,2,25.0,trimmed_mean,True,37,0.8942,0.52273,0.81161,0.29891,0.8860396428571429,0.89683,0,0.357,976,0.89578,-0.00158,trimmed_mean,valid_primary
eicu,backdoor,2,25.0,krum,True,7,0.90188,0.59846,0.80534,0.28946,0.8896424999999999,0.92262,0,0.358,976,0.89704,0.00484,krum,valid_primary
eicu,backdoor,2,25.0,krum,True,11,0.89854,0.52834,0.81161,0.29891,0.8830246428571428,0.8631,0,0.352,976,0.87357,0.02497,krum,valid_primary
eicu,backdoor,2,25.0,krum,True,19,0.89177,0.55481,0.80952,0.29571,0.8863739285714285,0.87897,0,0.357,976,0.88676,0.0050099999999999,krum,valid_primary
eicu,backdoor,2,25.0,krum,True,23,0.89319,0.52438,0.80952,0.29571,0.8768714285714285,0.89286,0,0.351,976,0.87232,0.02087,krum,valid_primary
eicu,backdoor,2,25.0,krum,True,37,0.90171,0.53305,0.81161,0.29891,0.8906414285714287,0.84722,0,0.353,976,0.88935,0.01236,krum,valid_primary
eicu,backdoor,2,25.0,clipping,True,7,0.89035,0.50619,0.80952,0.29571,0.8813335714285714,0.9127,0,0.353,976,0.89052,-0.00017,clipping,valid_primary
eicu,backdoor,2,25.0,clipping,True,11,0.88994,0.48476,0.81265,0.30054,0.8802942857142856,0.91071,0,0.347,976,0.88994,0.0,clipping,valid_primary
eicu,backdoor,2,25.0,clipping,True,19,0.89211,0.50281,0.81161,0.29891,0.8836485714285713,0.91667,0,0.347,976,0.89102,0.0010899999999999,clipping,valid_primary
eicu,backdoor,2,25.0,clipping,True,23,0.88927,0.48914,0.81161,0.29891,0.8768825,0.91071,0,0.349,976,0.88835,0.00092,clipping,valid_primary
eicu,backdoor,2,25.0,clipping,True,37,0.89127,0.5066,0.80952,0.29571,0.8838717857142856,0.9127,0,0.346,976,0.89203,-0.0007599999999999,clipping,valid_primary
eicu,backdoor,3,37.5,fedavg,True,7,0.89261,0.53242,0.80848,0.29413,0.8845507142857143,0.92659,0,0.373,976,0.89052,0.00209,fedavg,valid_primary
eicu,backdoor,3,37.5,fedavg,True,11,0.89269,0.51737,0.80952,0.29571,0.8831253571428572,0.91667,0,0.372,976,0.88994,0.00275,fedavg,valid_primary
eicu,backdoor,3,37.5,fedavg,True,19,0.89186,0.50784,0.81056,0.2973,0.8835828571428573,0.92262,0,0.371,976,0.89102,0.0008399999999999,fedavg,valid_primary
eicu,backdoor,3,37.5,fedavg,True,23,0.88768,0.49399,0.81161,0.29891,0.8770767857142857,0.92063,0,0.367,976,0.88835,-0.0006699999999999,fedavg,valid_primary
eicu,backdoor,3,37.5,fedavg,True,37,0.89177,0.52006,0.81161,0.29891,0.8848553571428573,0.92262,0,0.372,976,0.89203,-0.00026,fedavg,valid_primary
eicu,backdoor,3,37.5,coord_median,True,7,0.89386,0.53005,0.81056,0.2973,0.8846950000000001,0.90873,0,0.367,976,0.89253,0.0013299999999999,coord_median,valid_primary
eicu,backdoor,3,37.5,coord_median,True,11,0.89253,0.53598,0.81161,0.29891,0.8816439285714284,0.89286,0,0.369,976,0.89177,0.00076,coord_median,valid_primary
eicu,backdoor,3,37.5,coord_median,True,19,0.89453,0.52613,0.80848,0.29413,0.884375,0.90873,0,0.37,976,0.89244,0.00209,coord_median,valid_primary
eicu,backdoor,3,37.5,coord_median,True,23,0.88919,0.51362,0.80952,0.29571,0.8767567857142857,0.90278,0,0.367,976,0.88902,0.00017,coord_median,valid_primary
eicu,backdoor,3,37.5,coord_median,True,37,0.89136,0.54207,0.80848,0.29413,0.885175,0.92262,0,0.373,976,0.89328,-0.0019199999999999,coord_median,valid_primary
eicu,backdoor,3,37.5,trimmed_mean,True,7,0.89386,0.53005,0.81056,0.2973,0.8846950000000001,0.90873,0,0.369,976,0.8937,0.0001599999999999,trimmed_mean,valid_primary
eicu,backdoor,3,37.5,trimmed_mean,True,11,0.89253,0.53598,0.81161,0.29891,0.8816439285714284,0.89286,0,0.363,976,0.89395,-0.0014199999999999,trimmed_mean,valid_primary
eicu,backdoor,3,37.5,trimmed_mean,True,19,0.89453,0.52613,0.80848,0.29413,0.884375,0.90873,0,0.368,976,0.8947,-0.00017,trimmed_mean,valid_primary
eicu,backdoor,3,37.5,trimmed_mean,True,23,0.88919,0.51362,0.80952,0.29571,0.8767567857142857,0.90278,0,0.387,976,0.89194,-0.0027499999999999,trimmed_mean,valid_primary
eicu,backdoor,3,37.5,trimmed_mean,True,37,0.89136,0.54207,0.80848,0.29413,0.885175,0.92262,0,0.408,976,0.89578,-0.0044199999999999,trimmed_mean,valid_primary
eicu,backdoor,3,37.5,krum,False,7,0.89261,0.53242,0.80848,0.29413,0.8845507142857143,0.92659,0,0.408,976,0.89704,-0.0044299999999999,fedavg,not_applicable_diagnostic_fallback
eicu,backdoor,3,37.5,krum,False,11,0.89269,0.51737,0.80952,0.29571,0.8831253571428572,0.91667,0,0.366,976,0.87357,0.01912,fedavg,not_applicable_diagnostic_fallback
eicu,backdoor,3,37.5,krum,False,19,0.89186,0.50784,0.81056,0.2973,0.8835828571428573,0.92262,0,0.382,976,0.88676,0.0050999999999999,fedavg,not_applicable_diagnostic_fallback
eicu,backdoor,3,37.5,krum,False,23,0.88768,0.49399,0.81161,0.29891,0.8770767857142857,0.92063,0,0.375,976,0.87232,0.01536,fedavg,not_applicable_diagnostic_fallback
eicu,backdoor,3,37.5,krum,False,37,0.89177,0.52006,0.81161,0.29891,0.8848553571428573,0.92262,0,0.378,976,0.88935,0.0024199999999999,fedavg,not_applicable_diagnostic_fallback
eicu,backdoor,3,37.5,clipping,True,7,0.89261,0.53242,0.80848,0.29413,0.8845507142857143,0.92659,0,0.366,976,0.89052,0.00209,clipping,valid_primary
eicu,backdoor,3,37.5,clipping,True,11,0.89269,0.51737,0.80952,0.29571,0.8831253571428572,0.91667,0,0.362,976,0.88994,0.00275,clipping,valid_primary
eicu,backdoor,3,37.5,clipping,True,19,0.89186,0.50784,0.81056,0.2973,0.8835828571428573,0.92262,0,0.362,976,0.89102,0.0008399999999999,clipping,valid_primary
