dataset,attack,f,f_pct,defense,krum_applicable,seed,auroc,pr_auc,bal_acc,mcc,auc_lc,bsr,convergence_fail,runtime_s,comm_params_per_round,auroc_clean,auroc_degradation,aggregator_effective,run_status
eicu,sign_flip,3,37.5,coord_median,True,19,0.89562,0.52129,0.8043,0.28792,0.8837364285714286,,0,0.326,976,0.89244,0.0031799999999999,coord_median,valid_primary
eicu,sign_flip,3,37.5,coord_median,True,23,0.87875,0.48349,0.80848,0.29413,0.8693224999999999,,0,0.325,976,0.88902,-0.01027,coord_median,valid_primary
eicu,sign_flip,3,37.5,coord_median,True,37,0.86672,0.41001,0.79699,0.27753,0.8692364285714286,,0,0.322,976,0.89328,-0.0265599999999999,coord_median,valid_primary
eicu,sign_flip,3,37.5,trimmed_mean,True,7,0.87708,0.42805,0.81161,0.29891,0.872257142857143,,0,0.332,976,0.8937,-0.01662,trimmed_mean,valid_primary
eicu,sign_flip,3,37.5,trimmed_mean,True,11,0.87374,0.39382,0.80534,0.28946,0.8679032142857143,,0,0.327,976,0.89395,-0.02021,trimmed_mean,valid_primary
eicu,sign_flip,3,37.5,trimmed_mean,True,19,0.89562,0.52129,0.8043,0.28792,0.8837364285714286,,0,0.323,976,0.8947,0.0009199999999999,trimmed_mean,valid_primary
eicu,sign_flip,3,37.5,trimmed_mean,True,23,0.87875,0.48349,0.80848,0.29413,0.8693224999999999,,0,0.323,976,0.89194,-0.0131899999999999,trimmed_mean,valid_primary
eicu,sign_flip,3,37.5,trimmed_mean,True,37,0.86672,0.41001,0.79699,0.27753,0.8692364285714286,,0,0.345,976,0.89578,-0.0290599999999999,trimmed_mean,valid_primary
eicu,sign_flip,3,37.5,krum,False,7,0.86413,0.34881,0.79699,0.27753,0.8565639285714284,,0,0.341,976,0.89704,-0.0329099999999999,fedavg,not_applicable_diagnostic_fallback
eicu,sign_flip,3,37.5,krum,False,11,0.80418,0.24006,0.73595,0.22124,0.8010507142857143,,0,0.345,976,0.87357,-0.0693899999999999,fedavg,not_applicable_diagnostic_fallback
eicu,sign_flip,3,37.5,krum,False,19,0.87474,0.38068,0.80221,0.2849,0.8489539285714286,,0,0.324,976,0.88676,-0.01202,fedavg,not_applicable_diagnostic_fallback
eicu,sign_flip,3,37.5,krum,False,23,0.79666,0.32492,0.69386,0.18178,0.7887639285714286,,0,0.34,976,0.87232,-0.0756599999999999,fedavg,not_applicable_diagnostic_fallback
eicu,sign_flip,3,37.5,krum,False,37,0.81545,0.25035,0.79403,0.26582,0.8308589285714287,,0,0.346,976,0.88935,-0.0738999999999999,fedavg,not_applicable_diagnostic_fallback
eicu,sign_flip,3,37.5,clipping,True,7,0.86413,0.34881,0.79699,0.27753,0.8565639285714284,,0,0.347,976,0.89052,-0.02639,clipping,valid_primary
eicu,sign_flip,3,37.5,clipping,True,11,0.80418,0.24006,0.73595,0.22124,0.8010507142857143,,0,0.353,976,0.88994,-0.0857599999999999,clipping,valid_primary
eicu,sign_flip,3,37.5,clipping,True,19,0.87474,0.38068,0.80221,0.2849,0.8489539285714286,,0,0.351,976,0.89102,-0.01628,clipping,valid_primary
eicu,sign_flip,3,37.5,clipping,True,23,0.79666,0.32492,0.69386,0.18178,0.7887639285714286,,0,0.34,976,0.88835,-0.0916899999999999,clipping,valid_primary
eicu,sign_flip,3,37.5,clipping,True,37,0.81545,0.25035,0.79403,0.26582,0.8308589285714287,,0,0.344,976,0.89203,-0.0765799999999999,clipping,valid_primary
eicu,scaled_poison,1,12.5,fedavg,True,7,0.88585,0.4824,0.8137,0.30217,0.8764982142857143,,0,0.34,976,0.89052,-0.0046699999999999,fedavg,valid_primary
eicu,scaled_poison,1,12.5,fedavg,True,11,0.8942,0.51063,0.81787,0.30886,0.88453,,0,0.339,976,0.88994,0.00426,fedavg,valid_primary
eicu,scaled_poison,1,12.5,fedavg,True,19,0.89637,0.50006,0.8137,0.30217,0.8845485714285715,,0,0.332,976,0.89102,0.0053499999999999,fedavg,valid_primary
eicu,scaled_poison,1,12.5,fedavg,True,23,0.8937,0.48956,0.81056,0.2973,0.8814257142857143,,0,0.326,976,0.88835,0.00535,fedavg,valid_primary
eicu,scaled_poison,1,12.5,fedavg,True,37,0.8957,0.50591,0.81683,0.30717,0.887447142857143,,0,0.325,976,0.89203,0.00367,fedavg,valid_primary
eicu,scaled_poison,1,12.5,coord_median,True,7,0.89461,0.50998,0.80534,0.28946,0.8848289285714286,,0,0.329,976,0.89253,0.0020799999999999,coord_median,valid_primary
eicu,scaled_poison,1,12.5,coord_median,True,11,0.89186,0.49801,0.80952,0.29571,0.8787803571428573,,0,0.327,976,0.89177,9.00000000000345e-05,coord_median,valid_primary
eicu,scaled_poison,1,12.5,coord_median,True,19,0.89461,0.50589,0.80743,0.29256,0.8849835714285715,,0,0.323,976,0.89244,0.00217,coord_median,valid_primary
eicu,scaled_poison,1,12.5,coord_median,True,23,0.89152,0.48474,0.80848,0.29413,0.8791260714285716,,0,0.322,976,0.88902,0.0024999999999999,coord_median,valid_primary
eicu,scaled_poison,1,12.5,coord_median,True,37,0.89344,0.50851,0.81161,0.29891,0.8841807142857142,,0,0.326,976,0.89328,0.00016,coord_median,valid_primary
eicu,scaled_poison,1,12.5,trimmed_mean,True,7,0.89537,0.51143,0.81056,0.2973,0.8858839285714285,,0,0.321,976,0.8937,0.0016699999999999,trimmed_mean,valid_primary
eicu,scaled_poison,1,12.5,trimmed_mean,True,11,0.89203,0.49667,0.80952,0.29571,0.8802739285714286,,0,0.321,976,0.89395,-0.00192,trimmed_mean,valid_primary
eicu,scaled_poison,1,12.5,trimmed_mean,True,19,0.89562,0.50613,0.80952,0.29571,0.8850296428571429,,0,0.336,976,0.8947,0.0009199999999999,trimmed_mean,valid_primary
eicu,scaled_poison,1,12.5,trimmed_mean,True,23,0.89303,0.49635,0.81056,0.2973,0.8798182142857142,,0,0.358,976,0.89194,0.00109,trimmed_mean,valid_primary
eicu,scaled_poison,1,12.5,trimmed_mean,True,37,0.89737,0.51624,0.80848,0.29413,0.8875239285714286,,0,0.361,976,0.89578,0.0015899999999999,trimmed_mean,valid_primary
eicu,scaled_poison,1,12.5,krum,True,7,0.88985,0.44898,0.80221,0.2849,0.8818696428571428,,0,0.346,976,0.89704,-0.0071899999999999,krum,valid_primary
eicu,scaled_poison,1,12.5,krum,True,11,0.89887,0.5241,0.80952,0.29571,0.8810321428571426,,0,0.326,976,0.87357,0.0252999999999999,krum,valid_primary
eicu,scaled_poison,1,12.5,krum,True,19,0.88676,0.52375,0.79595,0.27609,0.8812978571428571,,0,0.318,976,0.88676,0.0,krum,valid_primary
eicu,scaled_poison,1,12.5,krum,True,23,0.87232,0.44917,0.81161,0.29891,0.8616282142857142,,0,0.323,976,0.87232,0.0,krum,valid_primary
eicu,scaled_poison,1,12.5,krum,True,37,0.88668,0.52044,0.80743,0.29256,0.8818171428571427,,0,0.324,976,0.88935,-0.0026699999999999,krum,valid_primary
eicu,scaled_poison,1,12.5,clipping,True,7,0.88585,0.4824,0.8137,0.30217,0.8764982142857143,,0,0.323,976,0.89052,-0.0046699999999999,clipping,valid_primary
eicu,scaled_poison,1,12.5,clipping,True,11,0.8942,0.51063,0.81787,0.30886,0.88453,,0,0.329,976,0.88994,0.00426,clipping,valid_primary
eicu,scaled_poison,1,12.5,clipping,True,19,0.89637,0.50006,0.8137,0.30217,0.8845485714285715,,0,0.325,976,0.89102,0.0053499999999999,clipping,valid_primary
eicu,scaled_poison,1,12.5,clipping,True,23,0.8937,0.48956,0.81056,0.2973,0.8814257142857143,,0,0.323,976,0.88835,0.00535,clipping,valid_primary
eicu,scaled_poison,1,12.5,clipping,True,37,0.8957,0.50591,0.81683,0.30717,0.887447142857143,,0,0.326,976,0.89203,0.00367,clipping,valid_primary
eicu,scaled_poison,2,25.0,fedavg,True,7,0.89495,0.49512,0.82518,0.32117,0.8855671428571429,,0,0.32,976,0.89052,0.00443,fedavg,valid_primary
eicu,scaled_poison,2,25.0,fedavg,True,11,0.89687,0.52517,0.82309,0.31757,0.8870292857142857,,0,0.32,976,0.88994,0.0069299999999999,fedavg,valid_primary
eicu,scaled_poison,2,25.0,fedavg,True,19,0.88501,0.44846,0.82622,0.32299,0.8782125000000001,,0,0.324,976,0.89102,-0.00601,fedavg,valid_primary
eicu,scaled_poison,2,25.0,fedavg,True,23,0.89812,0.51979,0.81891,0.31057,0.8856839285714285,,0,0.327,976,0.88835,0.00977,fedavg,valid_primary
eicu,scaled_poison,2,25.0,fedavg,True,37,0.89628,0.51859,0.82622,0.32299,0.8877310714285713,,0,0.323,976,0.89203,0.0042499999999999,fedavg,valid_primary
eicu,scaled_poison,2,25.0,coord_median,True,7,0.8947,0.50094,0.81056,0.2973,0.8859446428571428,,0,0.322,976,0.89253,0.00217,coord_median,valid_primary
eicu,scaled_poison,2,25.0,coord_median,True,11,0.89286,0.50601,0.81056,0.2973,0.8780342857142857,,0,0.323,976,0.89177,0.00109,coord_median,valid_primary
eicu,scaled_poison,2,25.0,coord_median,True,19,0.8967,0.51676,0.80743,0.29256,0.8868628571428572,,0,0.281,976,0.89244,0.00426,coord_median,valid_primary
eicu,scaled_poison,2,25.0,coord_median,True,23,0.89228,0.50105,0.81996,0.3123,0.8768428571428571,,0,0.27,976,0.88902,0.0032599999999999,coord_median,valid_primary
eicu,scaled_poison,2,25.0,coord_median,True,37,0.8947,0.50513,0.81265,0.30054,0.8853096428571429,,0,0.274,976,0.89328,0.00142,coord_median,valid_primary
eicu,scaled_poison,2,25.0,trimmed_mean,True,7,0.89653,0.51295,0.81056,0.2973,0.8873785714285712,,0,0.28,976,0.8937,0.0028299999999999,trimmed_mean,valid_primary
eicu,scaled_poison,2,25.0,trimmed_mean,True,11,0.8957,0.51312,0.81161,0.29891,0.8816342857142857,,0,0.263,976,0.89395,0.00175,trimmed_mean,valid_primary
eicu,scaled_poison,2,25.0,trimmed_mean,True,19,0.89829,0.52053,0.81265,0.30054,0.8879539285714284,,0,0.265,976,0.8947,0.0035899999999999,trimmed_mean,valid_primary
eicu,scaled_poison,2,25.0,trimmed_mean,True,23,0.89278,0.50114,0.81787,0.30886,0.8784582142857144,,0,0.257,976,0.89194,0.00084,trimmed_mean,valid_primary
eicu,scaled_poison,2,25.0,trimmed_mean,True,37,0.89762,0.51793,0.8137,0.30217,0.8882225,,0,0.26,976,0.89578,0.0018399999999999,trimmed_mean,valid_primary
eicu,scaled_poison,2,25.0,krum,True,7,0.89704,0.5156,0.80743,0.29256,0.8804771428571428,,0,0.28,976,0.89704,0.0,krum,valid_primary
eicu,scaled_poison,2,25.0,krum,True,11,0.89887,0.5241,0.80952,0.29571,0.8810321428571426,,0,0.275,976,0.87357,0.0252999999999999,krum,valid_primary
eicu,scaled_poison,2,25.0,krum,True,19,0.89086,0.45597,0.8043,0.28792,0.8821714285714285,,0,0.262,976,0.88676,0.0040999999999999,krum,valid_primary
eicu,scaled_poison,2,25.0,krum,True,23,0.88209,0.49607,0.80848,0.29413,0.8711450000000001,,0,0.269,976,0.87232,0.00977,krum,valid_primary
eicu,scaled_poison,2,25.0,krum,True,37,0.89996,0.55825,0.80534,0.28946,0.8896617857142858,,0,0.272,976,0.88935,0.01061,krum,valid_primary
eicu,scaled_poison,2,25.0,clipping,True,7,0.89495,0.49512,0.82518,0.32117,0.8855671428571429,,0,0.275,976,0.89052,0.00443,clipping,valid_primary
eicu,scaled_poison,2,25.0,clipping,True,11,0.89687,0.52517,0.82309,0.31757,0.8870292857142857,,0,0.26,976,0.88994,0.0069299999999999,clipping,valid_primary
eicu,scaled_poison,2,25.0,clipping,True,19,0.88501,0.44846,0.82622,0.32299,0.8782125000000001,,0,0.266,976,0.89102,-0.00601,clipping,valid_primary
eicu,scaled_poison,2,25.0,clipping,True,23,0.89812,0.51979,0.81891,0.31057,0.8856839285714285,,0,0.263,976,0.88835,0.00977,clipping,valid_primary
eicu,scaled_poison,2,25.0,clipping,True,37,0.89628,0.51859,0.82622,0.32299,0.8877310714285713,,0,0.263,976,0.89203,0.0042499999999999,clipping,valid_primary
eicu,scaled_poison,3,37.5,fedavg,True,7,0.89403,0.51174,0.82518,0.32117,0.8843300000000001,,0,0.257,976,0.89052,0.00351,fedavg,valid_primary
eicu,scaled_poison,3,37.5,fedavg,True,11,0.90205,0.53237,0.83248,0.33432,0.8909989285714286,,0,0.277,976,0.88994,0.01211,fedavg,valid_primary
eicu,scaled_poison,3,37.5,fedavg,True,19,0.88894,0.4724,0.83144,0.33239,0.8822871428571428,,0,0.277,976,0.89102,-0.00208,fedavg,valid_primary
eicu,scaled_poison,3,37.5,fedavg,True,23,0.89896,0.52594,0.82831,0.32669,0.8867200000000001,,0,0.278,976,0.88835,0.01061,fedavg,valid_primary
eicu,scaled_poison,3,37.5,fedavg,True,37,0.89804,0.51319,0.83457,0.33825,0.8896364285714286,,0,0.261,976,0.89203,0.0060099999999999,fedavg,valid_primary
eicu,scaled_poison,3,37.5,coord_median,True,7,0.89687,0.52763,0.81787,0.30886,0.8879653571428573,,0,0.259,976,0.89253,0.0043399999999998,coord_median,valid_primary
eicu,scaled_poison,3,37.5,coord_median,True,11,0.89628,0.51374,0.81683,0.30717,0.8842142857142858,,0,0.266,976,0.89177,0.00451,coord_median,valid_primary
eicu,scaled_poison,3,37.5,coord_median,True,19,0.89737,0.52326,0.81787,0.30886,0.8864632142857143,,0,0.284,976,0.89244,0.0049299999999999,coord_median,valid_primary
eicu,scaled_poison,3,37.5,coord_median,True,23,0.8942,0.50558,0.82309,0.31757,0.8798564285714285,,0,0.27,976,0.88902,0.0051799999999999,coord_median,valid_primary
eicu,scaled_poison,3,37.5,coord_median,True,37,0.89795,0.51912,0.81578,0.30549,0.8900339285714286,,0,0.272,976,0.89328,0.00467,coord_median,valid_primary
eicu,scaled_poison,3,37.5,trimmed_mean,True,7,0.89687,0.52763,0.81787,0.30886,0.8879653571428573,,0,0.272,976,0.8937,0.0031699999999998,trimmed_mean,valid_primary
eicu,scaled_poison,3,37.5,trimmed_mean,True,11,0.89628,0.51374,0.81683,0.30717,0.8842142857142858,,0,0.269,976,0.89395,0.0023299999999999,trimmed_mean,valid_primary
eicu,scaled_poison,3,37.5,trimmed_mean,True,19,0.89737,0.52326,0.81787,0.30886,0.8864632142857143,,0,0.274,976,0.8947,0.0026699999999999,trimmed_mean,valid_primary
eicu,scaled_poison,3,37.5,trimmed_mean,True,23,0.8942,0.50558,0.82309,0.31757,0.8798564285714285,,0,0.278,976,0.89194,0.00226,trimmed_mean,valid_primary
eicu,scaled_poison,3,37.5,trimmed_mean,True,37,0.89795,0.51912,0.81578,0.30549,0.8900339285714286,,0,0.271,976,0.89578,0.00217,trimmed_mean,valid_primary
eicu,scaled_poison,3,37.5,krum,False,7,0.89403,0.51174,0.82518,0.32117,0.8843300000000001,,0,0.262,976,0.89704,-0.0030099999999999,fedavg,not_applicable_diagnostic_fallback
eicu,scaled_poison,3,37.5,krum,False,11,0.90205,0.53237,0.83248,0.33432,0.8909989285714286,,0,0.259,976,0.87357,0.02848,fedavg,not_applicable_diagnostic_fallback
eicu,scaled_poison,3,37.5,krum,False,19,0.88894,0.4724,0.83144,0.33239,0.8822871428571428,,0,0.277,976,0.88676,0.0021799999999999,fedavg,not_applicable_diagnostic_fallback
eicu,scaled_poison,3,37.5,krum,False,23,0.89896,0.52594,0.82831,0.32669,0.8867200000000001,,0,0.264,976,0.87232,0.0266399999999999,fedavg,not_applicable_diagnostic_fallback
eicu,scaled_poison,3,37.5,krum,False,37,0.89804,0.51319,0.83457,0.33825,0.8896364285714286,,0,0.282,976,0.88935,0.0086899999999999,fedavg,not_applicable_diagnostic_fallback
eicu,scaled_poison,3,37.5,clipping,True,7,0.89403,0.51174,0.82518,0.32117,0.8843300000000001,,0,0.28,976,0.89052,0.00351,clipping,valid_primary
eicu,scaled_poison,3,37.5,clipping,True,11,0.90205,0.53237,0.83248,0.33432,0.8909989285714286,,0,0.289,976,0.88994,0.01211,clipping,valid_primary
eicu,scaled_poison,3,37.5,clipping,True,19,0.88894,0.4724,0.83144,0.33239,0.8822871428571428,,0,0.276,976,0.89102,-0.00208,clipping,valid_primary
eicu,scaled_poison,3,37.5,clipping,True,23,0.89896,0.52594,0.82831,0.32669,0.8867200000000001,,0,0.262,976,0.88835,0.01061,clipping,valid_primary
eicu,scaled_poison,3,37.5,clipping,True,37,0.89804,0.51319,0.83457,0.33825,0.8896364285714286,,0,0.276,976,0.89203,0.0060099999999999,clipping,valid_primary
eicu,model_replace,1,12.5,fedavg,True,7,0.87432,0.41221,0.7876,0.26493,0.8743685714285717,,0,0.286,976,0.89052,-0.0161999999999999,fedavg,valid_primary
eicu,model_replace,1,12.5,fedavg,True,11,0.86981,0.40803,0.78342,0.25958,0.8698849999999998,,0,0.278,976,0.88994,-0.0201299999999999,fedavg,valid_primary
eicu,model_replace,1,12.5,fedavg,True,19,0.87382,0.43122,0.78551,0.26224,0.8737692857142859,,0,0.266,976,0.89102,-0.0171999999999999,fedavg,valid_primary
eicu,model_replace,1,12.5,fedavg,True,23,0.87382,0.43122,0.78551,0.26224,0.8738021428571429,,0,0.272,976,0.88835,-0.0145299999999999,fedavg,valid_primary
eicu,model_replace,1,12.5,fedavg,True,37,0.87198,0.41445,0.78656,0.26358,0.8718982142857145,,0,0.263,976,0.89203,-0.02005,fedavg,valid_primary
eicu,model_replace,1,12.5,coord_median,True,7,0.8942,0.50229,0.8137,0.30217,0.8833510714285715,,0,0.26,976,0.89253,0.0016699999999999,coord_median,valid_primary
eicu,model_replace,1,12.5,coord_median,True,11,0.89587,0.4987,0.80848,0.29413,0.8823332142857144,,0,0.262,976,0.89177,0.0041000000000001,coord_median,valid_primary
eicu,model_replace,1,12.5,coord_median,True,19,0.89478,0.53814,0.81056,0.2973,0.8847582142857143,,0,0.272,976,0.89244,0.00234,coord_median,valid_primary
eicu,model_replace,1,12.5,coord_median,True,23,0.89244,0.52273,0.81891,0.31057,0.8807817857142857,,0,0.274,976,0.88902,0.0034199999999999,coord_median,valid_primary
eicu,model_replace,1,12.5,coord_median,True,37,0.89303,0.5088,0.81474,0.30382,0.8842721428571428,,0,0.271,976,0.89328,-0.0002499999999999,coord_median,valid_primary
eicu,model_replace,1,12.5,trimmed_mean,True,7,0.89136,0.49202,0.81265,0.30054,0.8823153571428571,,0,0.267,976,0.8937,-0.00234,trimmed_mean,valid_primary
eicu,model_replace,1,12.5,trimmed_mean,True,11,0.89236,0.48595,0.80848,0.29413,0.881332857142857,,0,0.262,976,0.89395,-0.0015899999999999,trimmed_mean,valid_primary
eicu,model_replace,1,12.5,trimmed_mean,True,19,0.89019,0.49596,0.81056,0.2973,0.8824678571428571,,0,0.271,976,0.8947,-0.00451,trimmed_mean,valid_primary
eicu,model_replace,1,12.5,trimmed_mean,True,23,0.8881,0.49967,0.8137,0.30217,0.8783514285714286,,0,0.274,976,0.89194,-0.0038399999999999,trimmed_mean,valid_primary
eicu,model_replace,1,12.5,trimmed_mean,True,37,0.88935,0.49092,0.81056,0.2973,0.8826842857142857,,0,0.265,976,0.89578,-0.00643,trimmed_mean,valid_primary
eicu,model_replace,1,12.5,krum,True,7,0.88985,0.44898,0.80221,0.2849,0.8818696428571428,,0,0.267,976,0.89704,-0.0071899999999999,krum,valid_primary
eicu,model_replace,1,12.5,krum,True,11,0.89887,0.5241,0.80952,0.29571,0.8810321428571426,,0,0.277,976,0.87357,0.0252999999999999,krum,valid_primary
eicu,model_replace,1,12.5,krum,True,19,0.88676,0.52375,0.79595,0.27609,0.8812978571428571,,0,0.279,976,0.88676,0.0,krum,valid_primary
eicu,model_replace,1,12.5,krum,True,23,0.87232,0.44917,0.81161,0.29891,0.8616282142857142,,0,0.266,976,0.87232,0.0,krum,valid_primary
eicu,model_replace,1,12.5,krum,True,37,0.88668,0.52044,0.80743,0.29256,0.8818171428571427,,0,0.282,976,0.88935,-0.0026699999999999,krum,valid_primary
eicu,model_replace,1,12.5,clipping,True,7,0.87432,0.41221,0.7876,0.26493,0.8743685714285717,,0,0.285,976,0.89052,-0.0161999999999999,clipping,valid_primary
eicu,model_replace,1,12.5,clipping,True,11,0.86981,0.40803,0.78342,0.25958,0.8698849999999998,,0,0.275,976,0.88994,-0.0201299999999999,clipping,valid_primary
eicu,model_replace,1,12.5,clipping,True,19,0.87382,0.43122,0.78551,0.26224,0.8737692857142859,,0,0.267,976,0.89102,-0.0171999999999999,clipping,valid_primary
eicu,model_replace,1,12.5,clipping,True,23,0.87382,0.43122,0.78551,0.26224,0.8738021428571429,,0,0.268,976,0.88835,-0.0145299999999999,clipping,valid_primary
eicu,model_replace,1,12.5,clipping,True,37,0.87198,0.41445,0.78656,0.26358,0.8718982142857145,,0,0.274,976,0.89203,-0.02005,clipping,valid_primary
eicu,model_replace,2,25.0,fedavg,True,7,0.87207,0.41379,0.78447,0.2609,0.8719739285714289,,0,0.29,976,0.89052,-0.0184499999999999,fedavg,valid_primary
eicu,model_replace,2,25.0,fedavg,True,11,0.86806,0.39355,0.78029,0.25566,0.8680946428571428,,0,0.268,976,0.88994,-0.0218799999999999,fedavg,valid_primary
eicu,model_replace,2,25.0,fedavg,True,19,0.87524,0.43651,0.78551,0.26224,0.8752732142857143,,0,0.265,976,0.89102,-0.01578,fedavg,valid_primary
eicu,model_replace,2,25.0,fedavg,True,23,0.87073,0.41383,0.78342,0.25958,0.8706767857142858,,0,0.267,976,0.88835,-0.0176199999999999,fedavg,valid_primary
eicu,model_replace,2,25.0,fedavg,True,37,0.8719,0.40567,0.78342,0.25958,0.8718735714285716,,0,0.274,976,0.89203,-0.0201299999999999,fedavg,valid_primary
eicu,model_replace,2,25.0,coord_median,True,7,0.88827,0.49371,0.80743,0.29256,0.8783696428571428,,0,0.274,976,0.89253,-0.00426,coord_median,valid_primary
eicu,model_replace,2,25.0,coord_median,True,11,0.89344,0.48085,0.80639,0.291,0.8832946428571429,,0,0.271,976,0.89177,0.00167,coord_median,valid_primary
eicu,model_replace,2,25.0,coord_median,True,19,0.89344,0.51564,0.8137,0.30217,0.8828742857142855,,0,0.283,976,0.89244,0.001,coord_median,valid_primary
eicu,model_replace,2,25.0,coord_median,True,23,0.89303,0.53493,0.81161,0.29891,0.8811814285714286,,0,0.283,976,0.88902,0.0040099999999999,coord_median,valid_primary
eicu,model_replace,2,25.0,coord_median,True,37,0.89094,0.4722,0.80639,0.291,0.8849425,,0,0.272,976,0.89328,-0.00234,coord_median,valid_primary
eicu,model_replace,2,25.0,trimmed_mean,True,7,0.88601,0.46738,0.81056,0.2973,0.8784239285714286,,0,0.269,976,0.8937,-0.00769,trimmed_mean,valid_primary
eicu,model_replace,2,25.0,trimmed_mean,True,11,0.89002,0.47612,0.81056,0.2973,0.8802046428571427,,0,0.271,976,0.89395,-0.0039299999999999,trimmed_mean,valid_primary
eicu,model_replace,2,25.0,trimmed_mean,True,19,0.89244,0.52008,0.80743,0.29256,0.8822535714285714,,0,0.271,976,0.8947,-0.00226,trimmed_mean,valid_primary
eicu,model_replace,2,25.0,trimmed_mean,True,23,0.88777,0.49737,0.81474,0.30382,0.8775817857142857,,0,0.298,976,0.89194,-0.00417,trimmed_mean,valid_primary
eicu,model_replace,2,25.0,trimmed_mean,True,37,0.88868,0.45965,0.80952,0.29571,0.8834375000000001,,0,0.335,976,0.89578,-0.0070999999999999,trimmed_mean,valid_primary
eicu,model_replace,2,25.0,krum,True,7,0.89704,0.5156,0.80743,0.29256,0.8804771428571428,,0,0.327,976,0.89704,0.0,krum,valid_primary
eicu,model_replace,2,25.0,krum,True,11,0.89887,0.5241,0.80952,0.29571,0.8810321428571426,,0,0.33,976,0.87357,0.0252999999999999,krum,valid_primary
eicu,model_replace,2,25.0,krum,True,19,0.89086,0.45597,0.8043,0.28792,0.8821714285714285,,0,0.32,976,0.88676,0.0040999999999999,krum,valid_primary
eicu,model_replace,2,25.0,krum,True,23,0.88209,0.49607,0.80848,0.29413,0.8711450000000001,,0,0.35,976,0.87232,0.00977,krum,valid_primary
eicu,model_replace,2,25.0,krum,True,37,0.89996,0.55825,0.80534,0.28946,0.8896617857142858,,0,0.362,976,0.88935,0.01061,krum,valid_primary
eicu,model_replace,2,25.0,clipping,True,7,0.87207,0.41379,0.78447,0.2609,0.8719739285714289,,0,0.354,976,0.89052,-0.0184499999999999,clipping,valid_primary
eicu,model_replace,2,25.0,clipping,True,11,0.86806,0.39355,0.78029,0.25566,0.8680946428571428,,0,0.325,976,0.88994,-0.0218799999999999,clipping,valid_primary
eicu,model_replace,2,25.0,clipping,True,19,0.87524,0.43651,0.78551,0.26224,0.8752732142857143,,0,0.35,976,0.89102,-0.01578,clipping,valid_primary
eicu,model_replace,2,25.0,clipping,True,23,0.87073,0.41383,0.78342,0.25958,0.8706767857142858,,0,0.326,976,0.88835,-0.0176199999999999,clipping,valid_primary
eicu,model_replace,2,25.0,clipping,True,37,0.8719,0.40567,0.78342,0.25958,0.8718735714285716,,0,0.324,976,0.89203,-0.0201299999999999,clipping,valid_primary
eicu,model_replace,3,37.5,fedavg,True,7,0.87365,0.39531,0.79177,0.27043,0.8736746428571427,,0,0.322,976,0.89052,-0.0168699999999999,fedavg,valid_primary
eicu,model_replace,3,37.5,fedavg,True,11,0.8658,0.39143,0.78029,0.25566,0.8657532142857144,,0,0.322,976,0.88994,-0.0241399999999999,fedavg,valid_primary
eicu,model_replace,3,37.5,fedavg,True,19,0.8719,0.40616,0.78447,0.2609,0.8719060714285715,,0,0.328,976,0.89102,-0.01912,fedavg,valid_primary
eicu,model_replace,3,37.5,fedavg,True,23,0.86965,0.40731,0.78342,0.25958,0.869625,,0,0.324,976,0.88835,-0.0186999999999999,fedavg,valid_primary
eicu,model_replace,3,37.5,fedavg,True,37,0.8704,0.4012,0.78238,0.25826,0.8701992857142857,,0,0.327,976,0.89203,-0.02163,fedavg,valid_primary
eicu,model_replace,3,37.5,coord_median,True,7,0.87532,0.4184,0.81787,0.30886,0.8696557142857143,,0,0.318,976,0.89253,-0.01721,coord_median,valid_primary
eicu,model_replace,3,37.5,coord_median,True,11,0.88058,0.41049,0.8137,0.30217,0.8740235714285715,,0,0.326,976,0.89177,-0.0111899999999999,coord_median,valid_primary
eicu,model_replace,3,37.5,coord_median,True,19,0.89461,0.51457,0.81056,0.2973,0.883990357142857,,0,0.346,976,0.89244,0.00217,coord_median,valid_primary
eicu,model_replace,3,37.5,coord_median,True,23,0.88827,0.50458,0.81578,0.30549,0.8798696428571429,,0,0.332,976,0.88902,-0.00075,coord_median,valid_primary
eicu,model_replace,3,37.5,coord_median,True,37,0.8795,0.44594,0.80221,0.2849,0.8760710714285714,,0,0.339,976,0.89328,-0.01378,coord_median,valid_primary
eicu,model_replace,3,37.5,trimmed_mean,True,7,0.87532,0.4184,0.81787,0.30886,0.8696557142857143,,0,0.333,976,0.8937,-0.01838,trimmed_mean,valid_primary
eicu,model_replace,3,37.5,trimmed_mean,True,11,0.88058,0.41049,0.8137,0.30217,0.8740235714285715,,0,0.35,976,0.89395,-0.0133699999999999,trimmed_mean,valid_primary
eicu,model_replace,3,37.5,trimmed_mean,True,19,0.89461,0.51457,0.81056,0.2973,0.883990357142857,,0,0.328,976,0.8947,-9.00000000000345e-05,trimmed_mean,valid_primary
eicu,model_replace,3,37.5,trimmed_mean,True,23,0.88827,0.50458,0.81578,0.30549,0.8798696428571429,,0,0.328,976,0.89194,-0.0036699999999999,trimmed_mean,valid_primary
eicu,model_replace,3,37.5,trimmed_mean,True,37,0.8795,0.44594,0.80221,0.2849,0.8760710714285714,,0,0.336,976,0.89578,-0.01628,trimmed_mean,valid_primary
