model_seed,crn_idx,scenario,round,n_attend,participation_rate,active_clients,auroc_holdout,pr_auc_holdout,comm_cost_params,comm_cost_bytes,calibration,n_attend_vm,n_min_within_prov
7,7,C2,10,5122,0.5062,23,0.78718,0.84361,966,3864,DR_primary,5122,5138
7,7,C3,10,5122,0.5062,23,0.78723,0.84362,966,3864,DR_primary,5122,5138
7,7,C0,11,4638,0.4583,23,0.78768,0.84365,966,3864,DR_primary,4638,5067
7,7,C1,11,5046,0.4987,23,0.78731,0.84334,966,3864,DR_primary,5046,5067
7,7,C2,11,5046,0.4987,23,0.78744,0.84352,966,3864,DR_primary,5046,5067
7,7,C3,11,5046,0.4987,23,0.7874,0.84355,966,3864,DR_primary,5046,5067
7,7,C0,12,4511,0.4458,23,0.7859,0.84247,966,3864,DR_primary,4511,4948
7,7,C1,12,4921,0.4863,23,0.78572,0.84223,966,3864,DR_primary,4921,4948
7,7,C2,12,4921,0.4863,23,0.7856,0.8422,966,3864,DR_primary,4921,4948
7,7,C3,12,4921,0.4863,23,0.78562,0.84218,966,3864,DR_primary,4921,4948
7,7,C0,13,4516,0.4463,23,0.78693,0.84343,966,3864,DR_primary,4516,4986
7,7,C1,13,4960,0.4902,23,0.78699,0.84329,966,3864,DR_primary,4960,4986
7,7,C2,13,4960,0.4902,23,0.78681,0.84318,966,3864,DR_primary,4960,4986
7,7,C3,13,4960,0.4902,23,0.78676,0.84322,966,3864,DR_primary,4960,4986
7,7,C0,14,4597,0.4543,23,0.78651,0.84303,966,3864,DR_primary,4597,5065
7,7,C1,14,5030,0.4971,23,0.78643,0.84299,966,3864,DR_primary,5030,5065
7,7,C2,14,5030,0.4971,23,0.78639,0.84309,966,3864,DR_primary,5030,5065
7,7,C3,14,5030,0.4971,23,0.78619,0.84286,966,3864,DR_primary,5030,5065
7,7,C0,15,4581,0.4527,23,0.78764,0.84358,966,3864,DR_primary,4581,5025
7,7,C1,15,4997,0.4938,23,0.7877,0.84365,966,3864,DR_primary,4997,5025
7,7,C2,15,4997,0.4938,23,0.7877,0.8437,966,3864,DR_primary,4997,5025
7,7,C3,15,4997,0.4938,23,0.78776,0.84371,966,3864,DR_primary,4997,5025
7,7,C0,16,4609,0.4555,23,0.78636,0.84263,966,3864,DR_primary,4609,5019
7,7,C1,16,4992,0.4933,23,0.78633,0.84273,966,3864,DR_primary,4992,5019
7,7,C2,16,4992,0.4933,23,0.7866,0.84302,966,3864,DR_primary,4992,5019
7,7,C3,16,4992,0.4933,23,0.78662,0.84302,966,3864,DR_primary,4992,5019
7,7,C0,17,4600,0.4546,23,0.78644,0.84294,966,3864,DR_primary,4600,5085
7,7,C1,17,5063,0.5003,23,0.78654,0.84297,966,3864,DR_primary,5063,5085
7,7,C2,17,5063,0.5003,23,0.78631,0.84279,966,3864,DR_primary,5063,5085
7,7,C3,17,5063,0.5003,23,0.78627,0.84267,966,3864,DR_primary,5063,5085
7,7,C0,18,4619,0.4565,23,0.7866,0.84277,966,3864,DR_primary,4619,5071
7,7,C1,18,5045,0.4986,23,0.7866,0.84289,966,3864,DR_primary,5045,5071
7,7,C2,18,5045,0.4986,23,0.7865,0.84288,966,3864,DR_primary,5045,5071
7,7,C3,18,5045,0.4986,23,0.78633,0.84273,966,3864,DR_primary,5045,5071
7,7,C0,19,4579,0.4525,23,0.78722,0.84309,966,3864,DR_primary,4579,5028
7,7,C1,19,4998,0.4939,23,0.78713,0.84315,966,3864,DR_primary,4998,5028
7,7,C2,19,4998,0.4939,23,0.78725,0.84344,966,3864,DR_primary,4998,5028
7,7,C3,19,4998,0.4939,23,0.7873,0.84345,966,3864,DR_primary,4998,5028
7,7,C0,20,4638,0.4583,23,0.78708,0.84275,966,3864,DR_primary,4638,5121
7,7,C1,20,5085,0.5025,23,0.78666,0.84265,966,3864,DR_primary,5085,5121
7,7,C2,20,5085,0.5025,23,0.78692,0.84282,966,3864,DR_primary,5085,5121
7,7,C3,20,5085,0.5025,23,0.78698,0.84286,966,3864,DR_primary,5085,5121
7,7,C0,21,4486,0.4433,23,0.7867,0.84364,966,3864,DR_primary,4486,4939
7,7,C1,21,4905,0.4847,23,0.78687,0.84373,966,3864,DR_primary,4905,4939
7,7,C2,21,4905,0.4847,23,0.78681,0.84382,966,3864,DR_primary,4905,4939
7,7,C3,21,4905,0.4847,23,0.78673,0.84375,966,3864,DR_primary,4905,4939
7,7,C0,22,4583,0.4529,23,0.78594,0.84218,966,3864,DR_primary,4583,5060
7,7,C1,22,5036,0.4977,23,0.78599,0.84238,966,3864,DR_primary,5036,5060
7,7,C2,22,5036,0.4977,23,0.78601,0.84252,966,3864,DR_primary,5036,5060
7,7,C3,22,5036,0.4977,23,0.78599,0.84248,966,3864,DR_primary,5036,5060
7,7,C0,23,4615,0.4561,23,0.78723,0.84337,966,3864,DR_primary,4615,5073
7,7,C1,23,5044,0.4985,23,0.78766,0.84369,966,3864,DR_primary,5044,5073
7,7,C2,23,5044,0.4985,23,0.7874,0.84351,966,3864,DR_primary,5044,5073
7,7,C3,23,5044,0.4985,23,0.78738,0.84355,966,3864,DR_primary,5044,5073
7,7,C0,24,4603,0.4549,23,0.78678,0.8431,966,3864,DR_primary,4603,5038
7,7,C1,24,5010,0.4951,23,0.78715,0.84325,966,3864,DR_primary,5010,5038
7,7,C2,24,5010,0.4951,23,0.78664,0.84306,966,3864,DR_primary,5010,5038
7,7,C3,24,5010,0.4951,23,0.78662,0.84308,966,3864,DR_primary,5010,5038
7,7,C0,25,4593,0.4539,23,0.78771,0.84399,966,3864,DR_primary,4593,5076
7,7,C1,25,5038,0.4979,23,0.7877,0.84395,966,3864,DR_primary,5038,5076
7,7,C2,25,5038,0.4979,23,0.78756,0.84401,966,3864,DR_primary,5038,5076
7,7,C3,25,5038,0.4979,23,0.78766,0.84413,966,3864,DR_primary,5038,5076
7,7,C0,26,4569,0.4515,23,0.78753,0.84395,966,3864,DR_primary,4569,5018
7,7,C1,26,4989,0.493,23,0.78731,0.84375,966,3864,DR_primary,4989,5018
7,7,C2,26,4989,0.493,23,0.78726,0.84373,966,3864,DR_primary,4989,5018
7,7,C3,26,4989,0.493,23,0.78715,0.84376,966,3864,DR_primary,4989,5018
7,7,C0,27,4587,0.4533,23,0.78745,0.84343,966,3864,DR_primary,4587,5064
7,7,C1,27,5027,0.4968,23,0.78734,0.8433,966,3864,DR_primary,5027,5064
7,7,C2,27,5027,0.4968,23,0.78751,0.84343,966,3864,DR_primary,5027,5064
7,7,C3,27,5027,0.4968,23,0.78744,0.84336,966,3864,DR_primary,5027,5064
7,7,C0,28,4477,0.4424,23,0.7869,0.84298,966,3864,DR_primary,4477,4968
7,7,C1,28,4942,0.4884,23,0.78676,0.84291,966,3864,DR_primary,4942,4968
7,7,C2,28,4942,0.4884,23,0.78694,0.84312,966,3864,DR_primary,4942,4968
7,7,C3,28,4942,0.4884,23,0.78695,0.8431,966,3864,DR_primary,4942,4968
7,7,C0,29,4521,0.4468,23,0.78637,0.84269,966,3864,DR_primary,4521,4992
7,7,C1,29,4965,0.4907,23,0.78643,0.84295,966,3864,DR_primary,4965,4992
7,7,C2,29,4965,0.4907,23,0.78625,0.84289,966,3864,DR_primary,4965,4992
7,7,C3,29,4965,0.4907,23,0.78616,0.84279,966,3864,DR_primary,4965,4992
7,7,C0,30,4631,0.4577,23,0.78756,0.84331,966,3864,DR_primary,4631,5104
7,7,C1,30,5062,0.5002,23,0.78753,0.84332,966,3864,DR_primary,5062,5104
7,7,C2,30,5062,0.5002,23,0.78733,0.84324,966,3864,DR_primary,5062,5104
7,7,C3,30,5062,0.5002,23,0.78736,0.84327,966,3864,DR_primary,5062,5104
7,8,C0,1,4578,0.4524,23,0.78665,0.84307,966,3864,DR_primary,4578,5026
7,8,C1,1,4989,0.493,23,0.78649,0.84298,966,3864,DR_primary,4989,5026
7,8,C2,1,4989,0.493,23,0.78682,0.84312,966,3864,DR_primary,4989,5026
7,8,C3,1,4989,0.493,23,0.78688,0.8432,966,3864,DR_primary,4989,5026
7,8,C0,2,4556,0.4502,23,0.78577,0.8418,966,3864,DR_primary,4556,5012
7,8,C1,2,4988,0.4929,23,0.78607,0.8422,966,3864,DR_primary,4988,5012
7,8,C2,2,4988,0.4929,23,0.78582,0.84205,966,3864,DR_primary,4988,5012
7,8,C3,2,4988,0.4929,23,0.7859,0.84213,966,3864,DR_primary,4988,5012
7,8,C0,3,4573,0.4519,23,0.78676,0.84308,966,3864,DR_primary,4573,5036
7,8,C1,3,5015,0.4956,23,0.78693,0.84344,966,3864,DR_primary,5015,5036
7,8,C2,3,5015,0.4956,23,0.78697,0.84349,966,3864,DR_primary,5015,5036
7,8,C3,3,5015,0.4956,23,0.78709,0.84359,966,3864,DR_primary,5015,5036
7,8,C0,4,4581,0.4527,23,0.78684,0.84286,966,3864,DR_primary,4581,5057
7,8,C1,4,5023,0.4964,23,0.78668,0.84256,966,3864,DR_primary,5023,5057
7,8,C2,4,5023,0.4964,23,0.78683,0.8428,966,3864,DR_primary,5023,5057
7,8,C3,4,5023,0.4964,23,0.78677,0.84279,966,3864,DR_primary,5023,5057
7,8,C0,5,4532,0.4479,23,0.78733,0.84362,966,3864,DR_primary,4532,5007
7,8,C1,5,4982,0.4923,23,0.78758,0.84379,966,3864,DR_primary,4982,5007
7,8,C2,5,4982,0.4923,23,0.78727,0.84368,966,3864,DR_primary,4982,5007
7,8,C3,5,4982,0.4923,23,0.78723,0.84364,966,3864,DR_primary,4982,5007
7,8,C0,6,4553,0.4499,23,0.78767,0.84374,966,3864,DR_primary,4553,4994
7,8,C1,6,4968,0.491,23,0.78753,0.84377,966,3864,DR_primary,4968,4994
7,8,C2,6,4968,0.491,23,0.78747,0.84374,966,3864,DR_primary,4968,4994
7,8,C3,6,4968,0.491,23,0.78745,0.84379,966,3864,DR_primary,4968,4994
7,8,C0,7,4614,0.456,23,0.78759,0.84354,966,3864,DR_primary,4614,5046
7,8,C1,7,5028,0.4969,23,0.78765,0.84355,966,3864,DR_primary,5028,5046
7,8,C2,7,5028,0.4969,23,0.78757,0.84358,966,3864,DR_primary,5028,5046
7,8,C3,7,5028,0.4969,23,0.78773,0.84373,966,3864,DR_primary,5028,5046
7,8,C0,8,4608,0.4554,23,0.78676,0.84272,966,3864,DR_primary,4608,5067
7,8,C1,8,5043,0.4984,23,0.78681,0.84284,966,3864,DR_primary,5043,5067
7,8,C2,8,5043,0.4984,23,0.78685,0.84296,966,3864,DR_primary,5043,5067
7,8,C3,8,5043,0.4984,23,0.78685,0.843,966,3864,DR_primary,5043,5067
7,8,C0,9,4529,0.4476,23,0.78748,0.8434,966,3864,DR_primary,4529,4961
7,8,C1,9,4932,0.4874,23,0.78743,0.84327,966,3864,DR_primary,4932,4961
7,8,C2,9,4932,0.4874,23,0.78721,0.84326,966,3864,DR_primary,4932,4961
7,8,C3,9,4932,0.4874,23,0.78716,0.84326,966,3864,DR_primary,4932,4961
7,8,C0,10,4512,0.4459,23,0.78653,0.84311,966,3864,DR_primary,4512,4999
7,8,C1,10,4970,0.4912,23,0.78595,0.84266,966,3864,DR_primary,4970,4999
7,8,C2,10,4970,0.4912,23,0.78631,0.84319,966,3864,DR_primary,4970,4999
7,8,C3,10,4970,0.4912,23,0.78631,0.84319,966,3864,DR_primary,4970,4999
7,8,C0,11,4532,0.4479,23,0.788,0.84375,966,3864,DR_primary,4532,4990
7,8,C1,11,4956,0.4898,23,0.78771,0.8436,966,3864,DR_primary,4956,4990
7,8,C2,11,4956,0.4898,23,0.78789,0.84373,966,3864,DR_primary,4956,4990
7,8,C3,11,4956,0.4898,23,0.78795,0.84377,966,3864,DR_primary,4956,4990
7,8,C0,12,4537,0.4484,23,0.78699,0.84298,966,3864,DR_primary,4537,5011
7,8,C1,12,4976,0.4917,23,0.7869,0.84294,966,3864,DR_primary,4976,5011
7,8,C2,12,4976,0.4917,23,0.78702,0.84307,966,3864,DR_primary,4976,5011
7,8,C3,12,4976,0.4917,23,0.78696,0.84309,966,3864,DR_primary,4976,5011
7,8,C0,13,4578,0.4524,23,0.78656,0.84224,966,3864,DR_primary,4578,5035
7,8,C1,13,5009,0.495,23,0.78672,0.84228,966,3864,DR_primary,5009,5035
7,8,C2,13,5009,0.495,23,0.78678,0.8425,966,3864,DR_primary,5009,5035
7,8,C3,13,5009,0.495,23,0.78683,0.84254,966,3864,DR_primary,5009,5035
7,8,C0,14,4629,0.4575,23,0.7863,0.84286,966,3864,DR_primary,4629,5070
7,8,C1,14,5050,0.4991,23,0.78669,0.84319,966,3864,DR_primary,5050,5070
7,8,C2,14,5050,0.4991,23,0.78672,0.84327,966,3864,DR_primary,5050,5070
7,8,C3,14,5050,0.4991,23,0.78666,0.84328,966,3864,DR_primary,5050,5070
7,8,C0,15,4661,0.4606,23,0.78698,0.84358,966,3864,DR_primary,4661,5102
7,8,C1,15,5070,0.501,23,0.7869,0.84337,966,3864,DR_primary,5070,5102
7,8,C2,15,5070,0.501,23,0.78672,0.84337,966,3864,DR_primary,5070,5102
7,8,C3,15,5070,0.501,23,0.78673,0.84334,966,3864,DR_primary,5070,5102
7,8,C0,16,4539,0.4486,23,0.78656,0.8432,966,3864,DR_primary,4539,4961
7,8,C1,16,4935,0.4877,23,0.78676,0.84333,966,3864,DR_primary,4935,4961
7,8,C2,16,4935,0.4877,23,0.78673,0.84326,966,3864,DR_primary,4935,4961
7,8,C3,16,4935,0.4877,23,0.78679,0.84329,966,3864,DR_primary,4935,4961
7,8,C0,17,4542,0.4489,23,0.78718,0.84356,966,3864,DR_primary,4542,4975
7,8,C1,17,4939,0.4881,23,0.78688,0.84325,966,3864,DR_primary,4939,4975
7,8,C2,17,4939,0.4881,23,0.78674,0.84328,966,3864,DR_primary,4939,4975
7,8,C3,17,4939,0.4881,23,0.78676,0.84322,966,3864,DR_primary,4939,4975
7,8,C0,18,4517,0.4464,23,0.78657,0.84248,966,3864,DR_primary,4517,4969
7,8,C1,18,4946,0.4888,23,0.7868,0.84276,966,3864,DR_primary,4946,4969
7,8,C2,18,4946,0.4888,23,0.78658,0.84278,966,3864,DR_primary,4946,4969
7,8,C3,18,4946,0.4888,23,0.78669,0.84283,966,3864,DR_primary,4946,4969
7,8,C0,19,4557,0.4503,23,0.78677,0.84308,966,3864,DR_primary,4557,5013
7,8,C1,19,4993,0.4934,23,0.78686,0.84307,966,3864,DR_primary,4993,5013
7,8,C2,19,4993,0.4934,23,0.78683,0.84309,966,3864,DR_primary,4993,5013
7,8,C3,19,4993,0.4934,23,0.78689,0.84315,966,3864,DR_primary,4993,5013
7,8,C0,20,4593,0.4539,23,0.78606,0.84277,966,3864,DR_primary,4593,5053
7,8,C1,20,5006,0.4947,23,0.78606,0.84276,966,3864,DR_primary,5006,5053
7,8,C2,20,5006,0.4947,23,0.78628,0.84308,966,3864,DR_primary,5006,5053
7,8,C3,20,5006,0.4947,23,0.78638,0.84313,966,3864,DR_primary,5006,5053
7,8,C0,21,4577,0.4523,23,0.78722,0.84338,966,3864,DR_primary,4577,5046
7,8,C1,21,5013,0.4954,23,0.7868,0.84308,966,3864,DR_primary,5013,5046
7,8,C2,21,5013,0.4954,23,0.78679,0.84298,966,3864,DR_primary,5013,5046
7,8,C3,21,5013,0.4954,23,0.78685,0.84298,966,3864,DR_primary,5013,5046
7,8,C0,22,4616,0.4562,23,0.78689,0.84289,966,3864,DR_primary,4616,5059
7,8,C1,22,5025,0.4966,23,0.78709,0.84307,966,3864,DR_primary,5025,5059
7,8,C2,22,5025,0.4966,23,0.78707,0.84303,966,3864,DR_primary,5025,5059
7,8,C3,22,5025,0.4966,23,0.78693,0.84302,966,3864,DR_primary,5025,5059
7,8,C0,23,4545,0.4492,23,0.78701,0.84315,966,3864,DR_primary,4545,4976
7,8,C1,23,4960,0.4902,23,0.78713,0.84337,966,3864,DR_primary,4960,4976
7,8,C2,23,4960,0.4902,23,0.78696,0.84323,966,3864,DR_primary,4960,4976
7,8,C3,23,4960,0.4902,23,0.78706,0.84339,966,3864,DR_primary,4960,4976
7,8,C0,24,4663,0.4608,23,0.78782,0.8439,966,3864,DR_primary,4663,5087
7,8,C1,24,5060,0.5,23,0.7877,0.84376,966,3864,DR_primary,5060,5087
7,8,C2,24,5060,0.5,23,0.78785,0.84388,966,3864,DR_primary,5060,5087
7,8,C3,24,5060,0.5,23,0.78772,0.84374,966,3864,DR_primary,5060,5087
7,8,C0,25,4610,0.4556,23,0.78665,0.84248,966,3864,DR_primary,4610,5059
7,8,C1,25,5032,0.4973,23,0.78664,0.84242,966,3864,DR_primary,5032,5059
7,8,C2,25,5032,0.4973,23,0.78702,0.84318,966,3864,DR_primary,5032,5059
7,8,C3,25,5032,0.4973,23,0.78697,0.84315,966,3864,DR_primary,5032,5059
7,8,C0,26,4635,0.458,23,0.78634,0.84283,966,3864,DR_primary,4635,5107
7,8,C1,26,5080,0.502,23,0.78681,0.843,966,3864,DR_primary,5080,5107
7,8,C2,26,5080,0.502,23,0.78663,0.84305,966,3864,DR_primary,5080,5107
7,8,C3,26,5080,0.502,23,0.78664,0.84309,966,3864,DR_primary,5080,5107
7,8,C0,27,4623,0.4569,23,0.78661,0.84334,966,3864,DR_primary,4623,5072
7,8,C1,27,5043,0.4984,23,0.7865,0.84329,966,3864,DR_primary,5043,5072
7,8,C2,27,5043,0.4984,23,0.78654,0.84338,966,3864,DR_primary,5043,5072
7,8,C3,27,5043,0.4984,23,0.78653,0.84341,966,3864,DR_primary,5043,5072
7,8,C0,28,4597,0.4543,23,0.78774,0.84355,966,3864,DR_primary,4597,5076
7,8,C1,28,5045,0.4986,23,0.78755,0.84343,966,3864,DR_primary,5045,5076
7,8,C2,28,5045,0.4986,23,0.78749,0.8435,966,3864,DR_primary,5045,5076
7,8,C3,28,5045,0.4986,23,0.78752,0.84353,966,3864,DR_primary,5045,5076
7,8,C0,29,4671,0.4616,23,0.78667,0.84273,966,3864,DR_primary,4671,5106
7,8,C1,29,5090,0.503,23,0.78736,0.84314,966,3864,DR_primary,5090,5106
7,8,C2,29,5090,0.503,23,0.787,0.84308,966,3864,DR_primary,5090,5106
7,8,C3,29,5090,0.503,23,0.78695,0.84304,966,3864,DR_primary,5090,5106
7,8,C0,30,4635,0.458,23,0.78715,0.84319,966,3864,DR_primary,4635,5104
7,8,C1,30,5057,0.4998,23,0.7873,0.8433,966,3864,DR_primary,5057,5104
7,8,C2,30,5057,0.4998,23,0.78739,0.8436,966,3864,DR_primary,5057,5104
7,8,C3,30,5057,0.4998,23,0.78729,0.8435,966,3864,DR_primary,5057,5104
7,9,C0,1,4556,0.4502,23,0.78714,0.84377,966,3864,DR_primary,4556,5009
7,9,C1,1,4970,0.4912,23,0.78716,0.84369,966,3864,DR_primary,4970,5009
7,9,C2,1,4970,0.4912,23,0.7875,0.84388,966,3864,DR_primary,4970,5009
7,9,C3,1,4970,0.4912,23,0.78748,0.8439,966,3864,DR_primary,4970,5009
7,9,C0,2,4545,0.4492,23,0.78686,0.84326,966,3864,DR_primary,4545,4974
7,9,C1,2,4956,0.4898,23,0.78683,0.84314,966,3864,DR_primary,4956,4974
7,9,C2,2,4956,0.4898,23,0.78663,0.84311,966,3864,DR_primary,4956,4974
7,9,C3,2,4956,0.4898,23,0.78666,0.84307,966,3864,DR_primary,4956,4974
7,9,C0,3,4608,0.4554,23,0.78615,0.84274,966,3864,DR_primary,4608,5101
7,9,C1,3,5059,0.5,23,0.78617,0.84282,966,3864,DR_primary,5059,5101
7,9,C2,3,5059,0.5,23,0.78622,0.84293,966,3864,DR_primary,5059,5101
7,9,C3,3,5059,0.5,23,0.78616,0.84294,966,3864,DR_primary,5059,5101
7,9,C0,4,4580,0.4526,23,0.78755,0.84367,966,3864,DR_primary,4580,5050
7,9,C1,4,5009,0.495,23,0.78742,0.84357,966,3864,DR_primary,5009,5050
7,9,C2,4,5009,0.495,23,0.78741,0.84356,966,3864,DR_primary,5009,5050
7,9,C3,4,5009,0.495,23,0.78755,0.84364,966,3864,DR_primary,5009,5050
7,9,C0,5,4538,0.4485,23,0.78701,0.8432,966,3864,DR_primary,4538,4976
7,9,C1,5,4965,0.4907,23,0.78708,0.84318,966,3864,DR_primary,4965,4976
7,9,C2,5,4965,0.4907,23,0.78711,0.84329,966,3864,DR_primary,4965,4976
7,9,C3,5,4965,0.4907,23,0.7871,0.84333,966,3864,DR_primary,4965,4976
7,9,C0,6,4620,0.4566,23,0.78709,0.84307,966,3864,DR_primary,4620,5081
7,9,C1,6,5043,0.4984,23,0.78689,0.84302,966,3864,DR_primary,5043,5081
7,9,C2,6,5043,0.4984,23,0.78683,0.84294,966,3864,DR_primary,5043,5081
7,9,C3,6,5043,0.4984,23,0.78668,0.84288,966,3864,DR_primary,5043,5081
7,9,C0,7,4642,0.4587,23,0.78626,0.8428,966,3864,DR_primary,4642,5107
7,9,C1,7,5075,0.5015,23,0.78642,0.84313,966,3864,DR_primary,5075,5107
7,9,C2,7,5075,0.5015,23,0.78606,0.84286,966,3864,DR_primary,5075,5107
7,9,C3,7,5075,0.5015,23,0.7861,0.84291,966,3864,DR_primary,5075,5107
7,9,C0,8,4575,0.4521,23,0.78673,0.84319,966,3864,DR_primary,4575,4995
7,9,C1,8,4965,0.4907,23,0.78693,0.84338,966,3864,DR_primary,4965,4995
7,9,C2,8,4965,0.4907,23,0.78681,0.84338,966,3864,DR_primary,4965,4995
7,9,C3,8,4965,0.4907,23,0.78689,0.84352,966,3864,DR_primary,4965,4995
7,9,C0,9,4634,0.458,23,0.78709,0.84314,966,3864,DR_primary,4634,5101
7,9,C1,9,5063,0.5003,23,0.7869,0.84305,966,3864,DR_primary,5063,5101
7,9,C2,9,5063,0.5003,23,0.78682,0.84294,966,3864,DR_primary,5063,5101
7,9,C3,9,5063,0.5003,23,0.78674,0.84289,966,3864,DR_primary,5063,5101
7,9,C0,10,4583,0.4529,23,0.78683,0.84293,966,3864,DR_primary,4583,5072
7,9,C1,10,5043,0.4984,23,0.78674,0.84296,966,3864,DR_primary,5043,5072
7,9,C2,10,5043,0.4984,23,0.78678,0.84304,966,3864,DR_primary,5043,5072
7,9,C3,10,5043,0.4984,23,0.78666,0.84294,966,3864,DR_primary,5043,5072
7,9,C0,11,4571,0.4517,23,0.78779,0.84339,966,3864,DR_primary,4571,5034
7,9,C1,11,5016,0.4957,23,0.7877,0.84364,966,3864,DR_primary,5016,5034
7,9,C2,11,5016,0.4957,23,0.78783,0.84368,966,3864,DR_primary,5016,5034
7,9,C3,11,5016,0.4957,23,0.78798,0.84376,966,3864,DR_primary,5016,5034
7,9,C0,12,4640,0.4585,23,0.78641,0.8427,966,3864,DR_primary,4640,5081
7,9,C1,12,5051,0.4992,23,0.78639,0.84272,966,3864,DR_primary,5051,5081
7,9,C2,12,5051,0.4992,23,0.78645,0.84283,966,3864,DR_primary,5051,5081
7,9,C3,12,5051,0.4992,23,0.78635,0.84277,966,3864,DR_primary,5051,5081
7,9,C0,13,4573,0.4519,23,0.78711,0.84337,966,3864,DR_primary,4573,5008
7,9,C1,13,4985,0.4926,23,0.78675,0.84311,966,3864,DR_primary,4985,5008
7,9,C2,13,4985,0.4926,23,0.78689,0.84338,966,3864,DR_primary,4985,5008
7,9,C3,13,4985,0.4926,23,0.78694,0.84345,966,3864,DR_primary,4985,5008
7,9,C0,14,4564,0.451,23,0.78649,0.84314,966,3864,DR_primary,4564,5020
7,9,C1,14,4989,0.493,23,0.7864,0.84286,966,3864,DR_primary,4989,5020
7,9,C2,14,4989,0.493,23,0.78638,0.84311,966,3864,DR_primary,4989,5020
7,9,C3,14,4989,0.493,23,0.78637,0.84309,966,3864,DR_primary,4989,5020
7,9,C0,15,4621,0.4567,23,0.78652,0.84294,966,3864,DR_primary,4621,5062
7,9,C1,15,5040,0.4981,23,0.78665,0.843,966,3864,DR_primary,5040,5062
7,9,C2,15,5040,0.4981,23,0.78661,0.84317,966,3864,DR_primary,5040,5062
7,9,C3,15,5040,0.4981,23,0.78657,0.84312,966,3864,DR_primary,5040,5062
7,9,C0,16,4608,0.4554,23,0.78792,0.84401,966,3864,DR_primary,4608,5027
7,9,C1,16,5001,0.4942,23,0.78734,0.84357,966,3864,DR_primary,5001,5027
7,9,C2,16,5001,0.4942,23,0.78747,0.84367,966,3864,DR_primary,5001,5027
7,9,C3,16,5001,0.4942,23,0.78726,0.84349,966,3864,DR_primary,5001,5027
7,9,C0,17,4587,0.4533,23,0.78672,0.84295,966,3864,DR_primary,4587,5041
7,9,C1,17,5006,0.4947,23,0.78665,0.843,966,3864,DR_primary,5006,5041
7,9,C2,17,5006,0.4947,23,0.7866,0.84292,966,3864,DR_primary,5006,5041
7,9,C3,17,5006,0.4947,23,0.78649,0.84282,966,3864,DR_primary,5006,5041
7,9,C0,18,4544,0.4491,23,0.78741,0.84347,966,3864,DR_primary,4544,5006
7,9,C1,18,4989,0.493,23,0.78721,0.84325,966,3864,DR_primary,4989,5006
7,9,C2,18,4989,0.493,23,0.78717,0.84337,966,3864,DR_primary,4989,5006
7,9,C3,18,4989,0.493,23,0.7872,0.84338,966,3864,DR_primary,4989,5006
7,9,C0,19,4633,0.4579,23,0.78718,0.84316,966,3864,DR_primary,4633,5108
7,9,C1,19,5079,0.5019,23,0.78705,0.84305,966,3864,DR_primary,5079,5108
7,9,C2,19,5079,0.5019,23,0.78707,0.84318,966,3864,DR_primary,5079,5108
7,9,C3,19,5079,0.5019,23,0.78714,0.84329,966,3864,DR_primary,5079,5108
7,9,C0,20,4599,0.4545,23,0.78668,0.84326,966,3864,DR_primary,4599,5013
7,9,C1,20,4985,0.4926,23,0.78684,0.84334,966,3864,DR_primary,4985,5013
7,9,C2,20,4985,0.4926,23,0.78655,0.84312,966,3864,DR_primary,4985,5013
7,9,C3,20,4985,0.4926,23,0.78666,0.84331,966,3864,DR_primary,4985,5013
7,9,C0,21,4630,0.4576,23,0.78694,0.84336,966,3864,DR_primary,4630,5093
7,9,C1,21,5069,0.5009,23,0.78664,0.84316,966,3864,DR_primary,5069,5093
7,9,C2,21,5069,0.5009,23,0.78658,0.84314,966,3864,DR_primary,5069,5093
7,9,C3,21,5069,0.5009,23,0.78666,0.84321,966,3864,DR_primary,5069,5093
7,9,C0,22,4549,0.4496,23,0.78656,0.84303,966,3864,DR_primary,4549,5011
7,9,C1,22,4979,0.492,23,0.78673,0.84313,966,3864,DR_primary,4979,5011
7,9,C2,22,4979,0.492,23,0.78643,0.84307,966,3864,DR_primary,4979,5011
7,9,C3,22,4979,0.492,23,0.78655,0.84316,966,3864,DR_primary,4979,5011
7,9,C0,23,4568,0.4514,23,0.78728,0.84385,966,3864,DR_primary,4568,5021
7,9,C1,23,4996,0.4937,23,0.78745,0.84381,966,3864,DR_primary,4996,5021
7,9,C2,23,4996,0.4937,23,0.78723,0.84368,966,3864,DR_primary,4996,5021
7,9,C3,23,4996,0.4937,23,0.78717,0.84359,966,3864,DR_primary,4996,5021
7,9,C0,24,4553,0.4499,23,0.78747,0.84354,966,3864,DR_primary,4553,5008
7,9,C1,24,4969,0.4911,23,0.78746,0.84346,966,3864,DR_primary,4969,5008
7,9,C2,24,4969,0.4911,23,0.78735,0.84359,966,3864,DR_primary,4969,5008
7,9,C3,24,4969,0.4911,23,0.78729,0.84355,966,3864,DR_primary,4969,5008
7,9,C0,25,4558,0.4504,23,0.7871,0.84342,966,3864,DR_primary,4558,5000
7,9,C1,25,4986,0.4927,23,0.7868,0.84329,966,3864,DR_primary,4986,5000
7,9,C2,25,4986,0.4927,23,0.78704,0.8437,966,3864,DR_primary,4986,5000
7,9,C3,25,4986,0.4927,23,0.78706,0.84371,966,3864,DR_primary,4986,5000
7,9,C0,26,4691,0.4636,23,0.7878,0.84388,966,3864,DR_primary,4691,5125
