model_seed,crn_idx,scenario,round,n_attend,participation_rate,active_clients,auroc_holdout,pr_auc_holdout,comm_cost_params,comm_cost_bytes,calibration
7,0,C0,1,4565,0.4511,23,0.78684,0.84324,966,3864,DR_primary
7,0,C1,1,5009,0.495,23,0.78717,0.84328,966,3864,DR_primary
7,0,C2,1,5032,0.4973,23,0.78756,0.84363,966,3864,DR_primary
7,0,C3,1,5032,0.4973,23,0.78756,0.84363,966,3864,DR_primary
7,0,C0,2,4606,0.4552,23,0.78679,0.84337,966,3864,DR_primary
7,0,C1,2,5062,0.5002,23,0.78652,0.84327,966,3864,DR_primary
7,0,C2,2,5095,0.5035,23,0.7867,0.84346,966,3864,DR_primary
7,0,C3,2,5095,0.5035,23,0.7867,0.84346,966,3864,DR_primary
7,0,C0,3,4654,0.4599,23,0.7879,0.84348,966,3864,DR_primary
7,0,C1,3,5088,0.5028,23,0.78783,0.8434,966,3864,DR_primary
7,0,C2,3,5110,0.505,23,0.78787,0.84355,966,3864,DR_primary
7,0,C3,3,5110,0.505,23,0.78787,0.84355,966,3864,DR_primary
7,0,C0,4,4611,0.4557,23,0.78706,0.84351,966,3864,DR_primary
7,0,C1,4,5067,0.5007,23,0.7867,0.84308,966,3864,DR_primary
7,0,C2,4,5048,0.4989,23,0.78663,0.84318,966,3864,DR_primary
7,0,C3,4,5048,0.4989,23,0.78663,0.84318,966,3864,DR_primary
7,0,C0,5,4503,0.445,23,0.78676,0.84297,966,3864,DR_primary
7,0,C1,5,4975,0.4916,23,0.78656,0.84293,966,3864,DR_primary
7,0,C2,5,4980,0.4921,23,0.78672,0.84309,966,3864,DR_primary
7,0,C3,5,4980,0.4921,23,0.78672,0.84309,966,3864,DR_primary
7,0,C0,6,4556,0.4502,23,0.78745,0.84349,966,3864,DR_primary
7,0,C1,6,5010,0.4951,23,0.78734,0.8437,966,3864,DR_primary
7,0,C2,6,5006,0.4947,23,0.78728,0.84361,966,3864,DR_primary
7,0,C3,6,5006,0.4947,23,0.78728,0.84361,966,3864,DR_primary
7,0,C0,7,4633,0.4579,23,0.78718,0.84326,966,3864,DR_primary
7,0,C1,7,5061,0.5001,23,0.78713,0.84333,966,3864,DR_primary
7,0,C2,7,5073,0.5013,23,0.78706,0.84321,966,3864,DR_primary
7,0,C3,7,5073,0.5013,23,0.78706,0.84321,966,3864,DR_primary
7,0,C0,8,4561,0.4507,23,0.78682,0.84301,966,3864,DR_primary
7,0,C1,8,5033,0.4974,23,0.78665,0.84312,966,3864,DR_primary
7,0,C2,8,5047,0.4988,23,0.78676,0.8432,966,3864,DR_primary
7,0,C3,8,5047,0.4988,23,0.78676,0.8432,966,3864,DR_primary
7,0,C0,9,4616,0.4562,23,0.78674,0.84308,966,3864,DR_primary
7,0,C1,9,5077,0.5017,23,0.78699,0.84327,966,3864,DR_primary
7,0,C2,9,5083,0.5023,23,0.78683,0.84333,966,3864,DR_primary
7,0,C3,9,5083,0.5023,23,0.78683,0.84333,966,3864,DR_primary
7,0,C0,10,4578,0.4524,23,0.78639,0.84293,966,3864,DR_primary
7,0,C1,10,5029,0.497,23,0.7867,0.84312,966,3864,DR_primary
7,0,C2,10,5023,0.4964,23,0.78661,0.84305,966,3864,DR_primary
7,0,C3,10,5023,0.4964,23,0.78661,0.84305,966,3864,DR_primary
7,0,C0,11,4571,0.4517,23,0.78716,0.84352,966,3864,DR_primary
7,0,C1,11,5006,0.4947,23,0.78691,0.84336,966,3864,DR_primary
7,0,C2,11,5008,0.4949,23,0.78697,0.84353,966,3864,DR_primary
7,0,C3,11,5008,0.4949,23,0.78697,0.84353,966,3864,DR_primary
7,0,C0,12,4593,0.4539,23,0.78756,0.84388,966,3864,DR_primary
7,0,C1,12,5060,0.5,23,0.78753,0.84372,966,3864,DR_primary
7,0,C2,12,5067,0.5007,23,0.78741,0.84378,966,3864,DR_primary
7,0,C3,12,5067,0.5007,23,0.78741,0.84378,966,3864,DR_primary
7,0,C0,13,4694,0.4639,23,0.78679,0.84324,966,3864,DR_primary
7,0,C1,13,5174,0.5113,23,0.78705,0.84327,966,3864,DR_primary
7,0,C2,13,5161,0.51,23,0.78706,0.84338,966,3864,DR_primary
7,0,C3,13,5161,0.51,23,0.78706,0.84338,966,3864,DR_primary
7,0,C0,14,4626,0.4572,23,0.78641,0.84284,966,3864,DR_primary
7,0,C1,14,5049,0.499,23,0.78653,0.84277,966,3864,DR_primary
7,0,C2,14,5060,0.5,23,0.78655,0.84298,966,3864,DR_primary
7,0,C3,14,5060,0.5,23,0.78655,0.84298,966,3864,DR_primary
7,0,C0,15,4649,0.4594,23,0.78603,0.84252,966,3864,DR_primary
7,0,C1,15,5098,0.5038,23,0.78622,0.84266,966,3864,DR_primary
7,0,C2,15,5107,0.5047,23,0.78613,0.84276,966,3864,DR_primary
7,0,C3,15,5107,0.5047,23,0.78613,0.84276,966,3864,DR_primary
7,0,C0,16,4590,0.4536,23,0.78697,0.84297,966,3864,DR_primary
7,0,C1,16,5052,0.4993,23,0.78683,0.84299,966,3864,DR_primary
7,0,C2,16,5045,0.4986,23,0.78699,0.84305,966,3864,DR_primary
7,0,C3,16,5045,0.4986,23,0.78699,0.84305,966,3864,DR_primary
7,0,C0,17,4601,0.4547,23,0.78713,0.84298,966,3864,DR_primary
7,0,C1,17,5096,0.5036,23,0.78738,0.84314,966,3864,DR_primary
7,0,C2,17,5086,0.5026,23,0.78707,0.84319,966,3864,DR_primary
7,0,C3,17,5086,0.5026,23,0.78707,0.84319,966,3864,DR_primary
7,0,C0,18,4652,0.4597,23,0.78711,0.84328,966,3864,DR_primary
7,0,C1,18,5141,0.5081,23,0.78725,0.84342,966,3864,DR_primary
7,0,C2,18,5137,0.5077,23,0.78706,0.84329,966,3864,DR_primary
7,0,C3,18,5137,0.5077,23,0.78706,0.84329,966,3864,DR_primary
7,0,C0,19,4625,0.4571,23,0.78808,0.84407,966,3864,DR_primary
7,0,C1,19,5085,0.5025,23,0.78776,0.84393,966,3864,DR_primary
7,0,C2,19,5092,0.5032,23,0.78781,0.84397,966,3864,DR_primary
7,0,C3,19,5092,0.5032,23,0.78781,0.84397,966,3864,DR_primary
7,0,C0,20,4596,0.4542,23,0.78719,0.84346,966,3864,DR_primary
7,0,C1,20,5060,0.5,23,0.78732,0.84375,966,3864,DR_primary
7,0,C2,20,5069,0.5009,23,0.78687,0.84349,966,3864,DR_primary
7,0,C3,20,5069,0.5009,23,0.78687,0.84349,966,3864,DR_primary
7,0,C0,21,4661,0.4606,23,0.78678,0.84312,966,3864,DR_primary
7,0,C1,21,5074,0.5014,23,0.78694,0.84324,966,3864,DR_primary
7,0,C2,21,5075,0.5015,23,0.78688,0.84333,966,3864,DR_primary
7,0,C3,21,5075,0.5015,23,0.78688,0.84333,966,3864,DR_primary
7,0,C0,22,4659,0.4604,23,0.78704,0.84298,966,3864,DR_primary
7,0,C1,22,5110,0.505,23,0.78702,0.84313,966,3864,DR_primary
7,0,C2,22,5136,0.5076,23,0.78702,0.84326,966,3864,DR_primary
7,0,C3,22,5136,0.5076,23,0.78702,0.84326,966,3864,DR_primary
7,0,C0,23,4552,0.4498,23,0.78749,0.84357,966,3864,DR_primary
7,0,C1,23,5018,0.4959,23,0.78698,0.84321,966,3864,DR_primary
7,0,C2,23,5021,0.4962,23,0.78727,0.84357,966,3864,DR_primary
7,0,C3,23,5021,0.4962,23,0.78727,0.84357,966,3864,DR_primary
7,0,C0,24,4627,0.4573,23,0.7874,0.84377,966,3864,DR_primary
7,0,C1,24,5083,0.5023,23,0.78721,0.84359,966,3864,DR_primary
7,0,C2,24,5088,0.5028,23,0.78722,0.84367,966,3864,DR_primary
7,0,C3,24,5088,0.5028,23,0.78722,0.84367,966,3864,DR_primary
7,0,C0,25,4543,0.449,23,0.78657,0.84306,966,3864,DR_primary
7,0,C1,25,5003,0.4944,23,0.78627,0.84267,966,3864,DR_primary
7,0,C2,25,5008,0.4949,23,0.78625,0.84275,966,3864,DR_primary
7,0,C3,25,5008,0.4949,23,0.78625,0.84275,966,3864,DR_primary
7,0,C0,26,4639,0.4584,23,0.78691,0.84282,966,3864,DR_primary
7,0,C1,26,5084,0.5024,23,0.78693,0.84316,966,3864,DR_primary
7,0,C2,26,5102,0.5042,23,0.78674,0.84307,966,3864,DR_primary
7,0,C3,26,5102,0.5042,23,0.78674,0.84307,966,3864,DR_primary
7,0,C0,27,4603,0.4549,23,0.78663,0.84273,966,3864,DR_primary
7,0,C1,27,5051,0.4992,23,0.78691,0.84293,966,3864,DR_primary
7,0,C2,27,5071,0.5011,23,0.78654,0.84274,966,3864,DR_primary
7,0,C3,27,5071,0.5011,23,0.78654,0.84274,966,3864,DR_primary
7,0,C0,28,4558,0.4504,23,0.78681,0.84307,966,3864,DR_primary
7,0,C1,28,5012,0.4953,23,0.78721,0.84333,966,3864,DR_primary
7,0,C2,28,5019,0.496,23,0.78699,0.84337,966,3864,DR_primary
7,0,C3,28,5019,0.496,23,0.78699,0.84337,966,3864,DR_primary
7,0,C0,29,4579,0.4525,23,0.78664,0.84229,966,3864,DR_primary
7,0,C1,29,5063,0.5003,23,0.78656,0.84239,966,3864,DR_primary
7,0,C2,29,5028,0.4969,23,0.78642,0.84245,966,3864,DR_primary
7,0,C3,29,5028,0.4969,23,0.78642,0.84245,966,3864,DR_primary
7,0,C0,30,4701,0.4646,23,0.78609,0.84257,966,3864,DR_primary
7,0,C1,30,5122,0.5062,23,0.78637,0.84279,966,3864,DR_primary
7,0,C2,30,5134,0.5074,23,0.78634,0.84284,966,3864,DR_primary
7,0,C3,30,5134,0.5074,23,0.78634,0.84284,966,3864,DR_primary
7,1,C0,1,4498,0.4445,23,0.78758,0.84394,966,3864,DR_primary
7,1,C1,1,4983,0.4924,23,0.78738,0.84385,966,3864,DR_primary
7,1,C2,1,5003,0.4944,23,0.78773,0.84405,966,3864,DR_primary
7,1,C3,1,5003,0.4944,23,0.78773,0.84405,966,3864,DR_primary
7,1,C0,2,4577,0.4523,23,0.78665,0.84329,966,3864,DR_primary
7,1,C1,2,5054,0.4995,23,0.78686,0.84335,966,3864,DR_primary
7,1,C2,2,5047,0.4988,23,0.78666,0.84319,966,3864,DR_primary
7,1,C3,2,5047,0.4988,23,0.78666,0.84319,966,3864,DR_primary
7,1,C0,3,4595,0.4541,23,0.78697,0.84344,966,3864,DR_primary
7,1,C1,3,5036,0.4977,23,0.78704,0.8434,966,3864,DR_primary
7,1,C2,3,5045,0.4986,23,0.78682,0.84339,966,3864,DR_primary
7,1,C3,3,5045,0.4986,23,0.78682,0.84339,966,3864,DR_primary
7,1,C0,4,4595,0.4541,23,0.78779,0.84406,966,3864,DR_primary
7,1,C1,4,5047,0.4988,23,0.7877,0.84378,966,3864,DR_primary
7,1,C2,4,5049,0.499,23,0.78773,0.84395,966,3864,DR_primary
7,1,C3,4,5049,0.499,23,0.78773,0.84395,966,3864,DR_primary
7,1,C0,5,4532,0.4479,23,0.78693,0.84287,966,3864,DR_primary
7,1,C1,5,4976,0.4917,23,0.78722,0.84327,966,3864,DR_primary
7,1,C2,5,4993,0.4934,23,0.78729,0.84346,966,3864,DR_primary
7,1,C3,5,4993,0.4934,23,0.78729,0.84346,966,3864,DR_primary
7,1,C0,6,4555,0.4501,23,0.78671,0.84336,966,3864,DR_primary
7,1,C1,6,5046,0.4987,23,0.78685,0.84336,966,3864,DR_primary
7,1,C2,6,5057,0.4998,23,0.78674,0.84339,966,3864,DR_primary
7,1,C3,6,5057,0.4998,23,0.78674,0.84339,966,3864,DR_primary
7,1,C0,7,4565,0.4511,23,0.78717,0.84306,966,3864,DR_primary
7,1,C1,7,5027,0.4968,23,0.78726,0.8431,966,3864,DR_primary
7,1,C2,7,5023,0.4964,23,0.78733,0.84328,966,3864,DR_primary
7,1,C3,7,5023,0.4964,23,0.78733,0.84328,966,3864,DR_primary
7,1,C0,8,4568,0.4514,23,0.78619,0.84253,966,3864,DR_primary
7,1,C1,8,5045,0.4986,23,0.78642,0.84253,966,3864,DR_primary
7,1,C2,8,5043,0.4984,23,0.78624,0.84253,966,3864,DR_primary
7,1,C3,8,5043,0.4984,23,0.78624,0.84253,966,3864,DR_primary
7,1,C0,9,4562,0.4508,23,0.78692,0.84307,966,3864,DR_primary
7,1,C1,9,5029,0.497,23,0.78718,0.84319,966,3864,DR_primary
7,1,C2,9,5031,0.4972,23,0.78701,0.84313,966,3864,DR_primary
7,1,C3,9,5031,0.4972,23,0.78701,0.84313,966,3864,DR_primary
7,1,C0,10,4626,0.4572,23,0.78689,0.843,966,3864,DR_primary
7,1,C1,10,5060,0.5,23,0.78681,0.84305,966,3864,DR_primary
7,1,C2,10,5063,0.5003,23,0.7868,0.84313,966,3864,DR_primary
7,1,C3,10,5063,0.5003,23,0.7868,0.84313,966,3864,DR_primary
7,1,C0,11,4726,0.467,23,0.78747,0.84352,966,3864,DR_primary
7,1,C1,11,5205,0.5144,23,0.78756,0.84363,966,3864,DR_primary
7,1,C2,11,5208,0.5147,23,0.78738,0.8436,966,3864,DR_primary
7,1,C3,11,5208,0.5147,23,0.78738,0.8436,966,3864,DR_primary
7,1,C0,12,4621,0.4567,23,0.78616,0.84282,966,3864,DR_primary
7,1,C1,12,5074,0.5014,23,0.78618,0.84288,966,3864,DR_primary
7,1,C2,12,5070,0.501,23,0.78594,0.84277,966,3864,DR_primary
7,1,C3,12,5070,0.501,23,0.78594,0.84277,966,3864,DR_primary
7,1,C0,13,4581,0.4527,23,0.78726,0.84353,966,3864,DR_primary
7,1,C1,13,5065,0.5005,23,0.78747,0.8435,966,3864,DR_primary
7,1,C2,13,5045,0.4986,23,0.78734,0.84353,966,3864,DR_primary
7,1,C3,13,5045,0.4986,23,0.78734,0.84353,966,3864,DR_primary
7,1,C0,14,4602,0.4548,23,0.78708,0.8432,966,3864,DR_primary
7,1,C1,14,5089,0.5029,23,0.78702,0.84335,966,3864,DR_primary
7,1,C2,14,5100,0.504,23,0.78732,0.8436,966,3864,DR_primary
7,1,C3,14,5100,0.504,23,0.78732,0.8436,966,3864,DR_primary
7,1,C0,15,4558,0.4504,23,0.78685,0.84317,966,3864,DR_primary
7,1,C1,15,4992,0.4933,23,0.78686,0.84323,966,3864,DR_primary
7,1,C2,15,4972,0.4914,23,0.78673,0.84312,966,3864,DR_primary
7,1,C3,15,4972,0.4914,23,0.78673,0.84312,966,3864,DR_primary
7,1,C0,16,4567,0.4513,23,0.78656,0.8428,966,3864,DR_primary
7,1,C1,16,4992,0.4933,23,0.78667,0.84282,966,3864,DR_primary
7,1,C2,16,5006,0.4947,23,0.78678,0.84297,966,3864,DR_primary
7,1,C3,16,5006,0.4947,23,0.78678,0.84297,966,3864,DR_primary
7,1,C0,17,4574,0.452,23,0.78608,0.84207,966,3864,DR_primary
7,1,C1,17,5040,0.4981,23,0.78618,0.84223,966,3864,DR_primary
7,1,C2,17,5043,0.4984,23,0.78615,0.84231,966,3864,DR_primary
7,1,C3,17,5043,0.4984,23,0.78615,0.84231,966,3864,DR_primary
7,1,C0,18,4562,0.4508,23,0.78664,0.84331,966,3864,DR_primary
7,1,C1,18,5014,0.4955,23,0.78673,0.84317,966,3864,DR_primary
7,1,C2,18,5031,0.4972,23,0.78626,0.84293,966,3864,DR_primary
7,1,C3,18,5031,0.4972,23,0.78626,0.84293,966,3864,DR_primary
7,1,C0,19,4487,0.4434,23,0.78702,0.8436,966,3864,DR_primary
7,1,C1,19,4958,0.49,23,0.78702,0.84354,966,3864,DR_primary
7,1,C2,19,4961,0.4903,23,0.78698,0.8436,966,3864,DR_primary
7,1,C3,19,4961,0.4903,23,0.78698,0.8436,966,3864,DR_primary
7,1,C0,20,4504,0.4451,23,0.78654,0.84297,966,3864,DR_primary
7,1,C1,20,4983,0.4924,23,0.78654,0.84289,966,3864,DR_primary
7,1,C2,20,4963,0.4905,23,0.78638,0.84282,966,3864,DR_primary
7,1,C3,20,4963,0.4905,23,0.78638,0.84282,966,3864,DR_primary
7,1,C0,21,4586,0.4532,23,0.78637,0.84278,966,3864,DR_primary
7,1,C1,21,5059,0.5,23,0.78643,0.8429,966,3864,DR_primary
7,1,C2,21,5044,0.4985,23,0.7864,0.84288,966,3864,DR_primary
7,1,C3,21,5044,0.4985,23,0.7864,0.84288,966,3864,DR_primary
7,1,C0,22,4608,0.4554,23,0.78691,0.84274,966,3864,DR_primary
7,1,C1,22,5060,0.5,23,0.78665,0.84263,966,3864,DR_primary
7,1,C2,22,5067,0.5007,23,0.78668,0.84272,966,3864,DR_primary
7,1,C3,22,5067,0.5007,23,0.78668,0.84272,966,3864,DR_primary
7,1,C0,23,4632,0.4578,23,0.78753,0.84333,966,3864,DR_primary
7,1,C1,23,5115,0.5055,23,0.78751,0.84348,966,3864,DR_primary
7,1,C2,23,5139,0.5079,23,0.78727,0.84339,966,3864,DR_primary
7,1,C3,23,5139,0.5079,23,0.78727,0.84339,966,3864,DR_primary
7,1,C0,24,4502,0.4449,23,0.78781,0.84411,966,3864,DR_primary
7,1,C1,24,4966,0.4908,23,0.78769,0.84391,966,3864,DR_primary
7,1,C2,24,4956,0.4898,23,0.78783,0.8441,966,3864,DR_primary
7,1,C3,24,4956,0.4898,23,0.78783,0.8441,966,3864,DR_primary
7,1,C0,25,4566,0.4512,23,0.78694,0.84331,966,3864,DR_primary
7,1,C1,25,4995,0.4936,23,0.78688,0.84324,966,3864,DR_primary
7,1,C2,25,5019,0.496,23,0.78684,0.84325,966,3864,DR_primary
7,1,C3,25,5019,0.496,23,0.78684,0.84325,966,3864,DR_primary
7,1,C0,26,4543,0.449,23,0.7865,0.8428,966,3864,DR_primary
7,1,C1,26,5028,0.4969,23,0.78679,0.84301,966,3864,DR_primary
7,1,C2,26,5033,0.4974,23,0.78652,0.84305,966,3864,DR_primary
7,1,C3,26,5033,0.4974,23,0.78652,0.84305,966,3864,DR_primary
7,1,C0,27,4606,0.4552,23,0.78759,0.84388,966,3864,DR_primary
7,1,C1,27,5034,0.4975,23,0.78753,0.84384,966,3864,DR_primary
7,1,C2,27,5067,0.5007,23,0.78739,0.84364,966,3864,DR_primary
7,1,C3,27,5067,0.5007,23,0.78739,0.84364,966,3864,DR_primary
7,1,C0,28,4637,0.4582,23,0.7862,0.84281,966,3864,DR_primary
7,1,C1,28,5116,0.5056,23,0.7864,0.84288,966,3864,DR_primary
7,1,C2,28,5120,0.506,23,0.78606,0.84283,966,3864,DR_primary
7,1,C3,28,5120,0.506,23,0.78606,0.84283,966,3864,DR_primary
7,1,C0,29,4668,0.4613,23,0.78657,0.84297,966,3864,DR_primary
7,1,C1,29,5104,0.5044,23,0.78638,0.84284,966,3864,DR_primary
7,1,C2,29,5124,0.5064,23,0.7864,0.84296,966,3864,DR_primary
7,1,C3,29,5124,0.5064,23,0.7864,0.84296,966,3864,DR_primary
7,1,C0,30,4532,0.4479,23,0.78681,0.84335,966,3864,DR_primary
7,1,C1,30,4998,0.4939,23,0.78685,0.84335,966,3864,DR_primary
7,1,C2,30,5009,0.495,23,0.78688,0.84347,966,3864,DR_primary
7,1,C3,30,5009,0.495,23,0.78688,0.84347,966,3864,DR_primary
7,2,C0,1,4605,0.4551,23,0.78728,0.84348,966,3864,DR_primary
7,2,C1,1,5040,0.4981,23,0.78723,0.84327,966,3864,DR_primary
7,2,C2,1,5066,0.5006,23,0.78726,0.8434,966,3864,DR_primary
7,2,C3,1,5066,0.5006,23,0.78726,0.8434,966,3864,DR_primary
7,2,C0,2,4597,0.4543,23,0.78674,0.84284,966,3864,DR_primary
7,2,C1,2,5095,0.5035,23,0.78668,0.84299,966,3864,DR_primary
7,2,C2,2,5067,0.5007,23,0.78696,0.84324,966,3864,DR_primary
7,2,C3,2,5067,0.5007,23,0.78696,0.84324,966,3864,DR_primary
7,2,C0,3,4615,0.4561,23,0.78672,0.84306,966,3864,DR_primary
7,2,C1,3,5082,0.5022,23,0.78654,0.84284,966,3864,DR_primary
7,2,C2,3,5057,0.4998,23,0.78672,0.84308,966,3864,DR_primary
7,2,C3,3,5057,0.4998,23,0.78672,0.84308,966,3864,DR_primary
7,2,C0,4,4605,0.4551,23,0.78608,0.84272,966,3864,DR_primary
7,2,C1,4,5056,0.4997,23,0.78614,0.84266,966,3864,DR_primary
7,2,C2,4,5073,0.5013,23,0.78605,0.84275,966,3864,DR_primary
7,2,C3,4,5073,0.5013,23,0.78605,0.84275,966,3864,DR_primary
7,2,C0,5,4543,0.449,23,0.78634,0.84279,966,3864,DR_primary
7,2,C1,5,5017,0.4958,23,0.78701,0.84341,966,3864,DR_primary
7,2,C2,5,5021,0.4962,23,0.78675,0.84326,966,3864,DR_primary
7,2,C3,5,5021,0.4962,23,0.78675,0.84326,966,3864,DR_primary
7,2,C0,6,4586,0.4532,23,0.78692,0.84324,966,3864,DR_primary
7,2,C1,6,5047,0.4988,23,0.78706,0.8434,966,3864,DR_primary
7,2,C2,6,5029,0.497,23,0.78693,0.8434,966,3864,DR_primary
7,2,C3,6,5029,0.497,23,0.78693,0.8434,966,3864,DR_primary
7,2,C0,7,4490,0.4437,23,0.78745,0.84293,966,3864,DR_primary
7,2,C1,7,4973,0.4915,23,0.78745,0.84304,966,3864,DR_primary
7,2,C2,7,4959,0.4901,23,0.78713,0.84284,966,3864,DR_primary
7,2,C3,7,4959,0.4901,23,0.78713,0.84284,966,3864,DR_primary
7,2,C0,8,4625,0.4571,23,0.78719,0.84303,966,3864,DR_primary
7,2,C1,8,5063,0.5003,23,0.78707,0.8429,966,3864,DR_primary
7,2,C2,8,5049,0.499,23,0.78717,0.843,966,3864,DR_primary
7,2,C3,8,5049,0.499,23,0.78717,0.843,966,3864,DR_primary
7,2,C0,9,4544,0.4491,23,0.78668,0.84318,966,3864,DR_primary
7,2,C1,9,5040,0.4981,23,0.78636,0.84299,966,3864,DR_primary
7,2,C2,9,5026,0.4967,23,0.78645,0.84304,966,3864,DR_primary
7,2,C3,9,5026,0.4967,23,0.78645,0.84304,966,3864,DR_primary
7,2,C0,10,4625,0.4571,23,0.78731,0.84344,966,3864,DR_primary
7,2,C1,10,5095,0.5035,23,0.78727,0.84346,966,3864,DR_primary
7,2,C2,10,5069,0.5009,23,0.78708,0.84336,966,3864,DR_primary
7,2,C3,10,5069,0.5009,23,0.78708,0.84336,966,3864,DR_primary
7,2,C0,11,4616,0.4562,23,0.7864,0.84258,966,3864,DR_primary
7,2,C1,11,5078,0.5018,23,0.78622,0.84268,966,3864,DR_primary
7,2,C2,11,5056,0.4997,23,0.7865,0.84295,966,3864,DR_primary
7,2,C3,11,5056,0.4997,23,0.7865,0.84295,966,3864,DR_primary
7,2,C0,12,4599,0.4545,23,0.78677,0.84282,966,3864,DR_primary
7,2,C1,12,5060,0.5,23,0.78652,0.84271,966,3864,DR_primary
7,2,C2,12,5054,0.4995,23,0.78655,0.84287,966,3864,DR_primary
7,2,C3,12,5054,0.4995,23,0.78655,0.84287,966,3864,DR_primary
7,2,C0,13,4563,0.4509,23,0.78641,0.84266,966,3864,DR_primary
7,2,C1,13,5031,0.4972,23,0.78623,0.84252,966,3864,DR_primary
7,2,C2,13,5014,0.4955,23,0.78592,0.84255,966,3864,DR_primary
7,2,C3,13,5014,0.4955,23,0.78592,0.84255,966,3864,DR_primary
7,2,C0,14,4609,0.4555,23,0.78695,0.84332,966,3864,DR_primary
7,2,C1,14,5037,0.4978,23,0.78683,0.84334,966,3864,DR_primary
7,2,C2,14,5054,0.4995,23,0.78687,0.84338,966,3864,DR_primary
7,2,C3,14,5054,0.4995,23,0.78687,0.84338,966,3864,DR_primary
7,2,C0,15,4581,0.4527,23,0.7877,0.84346,966,3864,DR_primary
7,2,C1,15,5039,0.498,23,0.78731,0.84326,966,3864,DR_primary
7,2,C2,15,5032,0.4973,23,0.7874,0.84351,966,3864,DR_primary
7,2,C3,15,5032,0.4973,23,0.7874,0.84351,966,3864,DR_primary
7,2,C0,16,4585,0.4531,23,0.78731,0.8434,966,3864,DR_primary
7,2,C1,16,5036,0.4977,23,0.78717,0.84323,966,3864,DR_primary
7,2,C2,16,5024,0.4965,23,0.78716,0.84326,966,3864,DR_primary
7,2,C3,16,5024,0.4965,23,0.78716,0.84326,966,3864,DR_primary
7,2,C0,17,4549,0.4496,23,0.7868,0.84306,966,3864,DR_primary
7,2,C1,17,5024,0.4965,23,0.78693,0.84323,966,3864,DR_primary
7,2,C2,17,5034,0.4975,23,0.78682,0.84333,966,3864,DR_primary
7,2,C3,17,5034,0.4975,23,0.78682,0.84333,966,3864,DR_primary
7,2,C0,18,4598,0.4544,23,0.78803,0.84362,966,3864,DR_primary
7,2,C1,18,5053,0.4994,23,0.7879,0.84336,966,3864,DR_primary
7,2,C2,18,5057,0.4998,23,0.7877,0.84328,966,3864,DR_primary
7,2,C3,18,5057,0.4998,23,0.7877,0.84328,966,3864,DR_primary
7,2,C0,19,4711,0.4656,23,0.78685,0.84347,966,3864,DR_primary
7,2,C1,19,5133,0.5073,23,0.7867,0.84323,966,3864,DR_primary
7,2,C2,19,5132,0.5072,23,0.78667,0.84326,966,3864,DR_primary
7,2,C3,19,5132,0.5072,23,0.78667,0.84326,966,3864,DR_primary
7,2,C0,20,4602,0.4548,23,0.78693,0.84297,966,3864,DR_primary
7,2,C1,20,5073,0.5013,23,0.78683,0.843,966,3864,DR_primary
7,2,C2,20,5075,0.5015,23,0.78667,0.84279,966,3864,DR_primary
7,2,C3,20,5075,0.5015,23,0.78667,0.84279,966,3864,DR_primary
7,2,C0,21,4594,0.454,23,0.78706,0.84322,966,3864,DR_primary
7,2,C1,21,5050,0.4991,23,0.78686,0.84294,966,3864,DR_primary
7,2,C2,21,5051,0.4992,23,0.78682,0.84298,966,3864,DR_primary
7,2,C3,21,5051,0.4992,23,0.78682,0.84298,966,3864,DR_primary
7,2,C0,22,4588,0.4534,23,0.78776,0.84332,966,3864,DR_primary
7,2,C1,22,5056,0.4997,23,0.78773,0.84342,966,3864,DR_primary
7,2,C2,22,5025,0.4966,23,0.78749,0.84331,966,3864,DR_primary
7,2,C3,22,5025,0.4966,23,0.78749,0.84331,966,3864,DR_primary
7,2,C0,23,4571,0.4517,23,0.78668,0.84338,966,3864,DR_primary
7,2,C1,23,5037,0.4978,23,0.78683,0.84352,966,3864,DR_primary
7,2,C2,23,5071,0.5011,23,0.78663,0.84332,966,3864,DR_primary
7,2,C3,23,5071,0.5011,23,0.78663,0.84332,966,3864,DR_primary
7,2,C0,24,4647,0.4592,23,0.78741,0.84361,966,3864,DR_primary
7,2,C1,24,5052,0.4993,23,0.78761,0.84371,966,3864,DR_primary
7,2,C2,24,5055,0.4996,23,0.78744,0.84367,966,3864,DR_primary
7,2,C3,24,5055,0.4996,23,0.78744,0.84367,966,3864,DR_primary
7,2,C0,25,4526,0.4473,23,0.78673,0.84356,966,3864,DR_primary
7,2,C1,25,5029,0.497,23,0.78716,0.84369,966,3864,DR_primary
7,2,C2,25,5005,0.4946,23,0.78685,0.84355,966,3864,DR_primary
7,2,C3,25,5005,0.4946,23,0.78685,0.84355,966,3864,DR_primary
7,2,C0,26,4587,0.4533,23,0.78742,0.84331,966,3864,DR_primary
7,2,C1,26,5042,0.4983,23,0.78709,0.84319,966,3864,DR_primary
7,2,C2,26,5028,0.4969,23,0.78689,0.84303,966,3864,DR_primary
7,2,C3,26,5028,0.4969,23,0.78689,0.84303,966,3864,DR_primary
7,2,C0,27,4603,0.4549,23,0.78698,0.84306,966,3864,DR_primary
7,2,C1,27,5083,0.5023,23,0.78698,0.84307,966,3864,DR_primary
7,2,C2,27,5074,0.5014,23,0.78682,0.843,966,3864,DR_primary
7,2,C3,27,5074,0.5014,23,0.78682,0.843,966,3864,DR_primary
7,2,C0,28,4595,0.4541,23,0.78658,0.84288,966,3864,DR_primary
