model_seed,crn_idx,scenario,round,n_attend,participation_clinical,active_clients,auroc,pr_auc,comm_cost_params,comm_cost_bytes,chain_hash
11,2,C3,15,356,0.8856,2,0.562,0.23484,48,192,3e2c7405b04487b2
11,2,C3,16,356,0.8856,2,0.55207,0.23047,48,192,fc617772be1f0bff
11,2,C3,17,358,0.8905,2,0.56591,0.19533,48,192,74b5fddcabbdcc6f
11,2,C3,18,350,0.8706,2,0.57007,0.23641,48,192,f8e839a2ee83bd51
11,2,C3,19,360,0.8955,2,0.55167,0.21459,48,192,9f800cf1004dd4b6
11,2,C3,20,352,0.8756,2,0.56395,0.20565,48,192,d1e3688eb8c8d022
11,3,C0,1,332,0.8259,2,0.52035,0.19514,48,192,3bc340c45e8ebf84
11,3,C0,2,330,0.8209,2,0.54887,0.19801,48,192,f0990e4e5dbdcc72
11,3,C0,3,328,0.8159,2,0.54771,0.22284,48,192,cdd8f952316d660f
11,3,C0,4,315,0.7836,2,0.5421,0.20441,48,192,fdd1550eaac4e73f
11,3,C0,5,318,0.791,2,0.56009,0.20861,48,192,6f3fa4543645e661
11,3,C0,6,334,0.8308,2,0.5406,0.20335,48,192,acb4882466abba54
11,3,C0,7,320,0.796,2,0.55057,0.21651,48,192,670bd08bf6cf9e38
11,3,C0,8,325,0.8085,2,0.55498,0.23392,48,192,26ea4d58590b9947
11,3,C0,9,323,0.8035,2,0.54355,0.21865,48,192,b707c01787a27e77
11,3,C0,10,323,0.8035,2,0.54456,0.21716,48,192,9f08680671fc3bbc
11,3,C0,11,326,0.8109,2,0.57172,0.20341,48,192,22d31298d6a1c1e4
11,3,C0,12,318,0.791,2,0.5617,0.19568,48,192,412f75027e40c305
11,3,C0,13,331,0.8234,2,0.55689,0.22853,48,192,25cff69ef893ba4d
11,3,C0,14,331,0.8234,2,0.56455,0.20724,48,192,e93637b384a185f6
11,3,C0,15,325,0.8085,2,0.54812,0.18422,48,192,997e8f1540bb9289
11,3,C0,16,322,0.801,2,0.56065,0.20013,48,192,de3145ed8fa34878
11,3,C0,17,330,0.8209,2,0.55914,0.22124,48,192,e3ee116f77804506
11,3,C0,18,334,0.8308,2,0.53744,0.16529,48,192,79a360bf6b0d0c08
11,3,C0,19,327,0.8134,2,0.56085,0.23161,48,192,f3cfae9677881792
11,3,C0,20,342,0.8507,2,0.55097,0.22178,48,192,85db30e47b4fc4e5
11,3,C1,1,354,0.8806,2,0.52586,0.19412,48,192,29c81e19a659a85c
11,3,C1,2,342,0.8507,2,0.55989,0.21396,48,192,80d9cc32d92d5a39
11,3,C1,3,350,0.8706,2,0.55398,0.23032,48,192,3a8fd821ca21cbb9
11,3,C1,4,344,0.8557,2,0.55984,0.20099,48,192,9a4b24ed720cb125
11,3,C1,5,332,0.8259,2,0.55764,0.18472,48,192,6dab9949c61aa040
11,3,C1,6,347,0.8632,2,0.54957,0.19912,48,192,8fc4eb57d6d86025
11,3,C1,7,335,0.8333,2,0.55122,0.21683,48,192,ae5290b3c5738556
11,3,C1,8,340,0.8458,2,0.55182,0.22908,48,192,06729a7bf0762016
11,3,C1,9,339,0.8433,2,0.54265,0.20858,48,192,a6ea1289b8299daa
11,3,C1,10,338,0.8408,2,0.55102,0.22556,48,192,04e50f78a0eebf63
11,3,C1,11,340,0.8458,2,0.55468,0.22916,48,192,c63a5eed1e54827c
11,3,C1,12,334,0.8308,2,0.55213,0.21692,48,192,378f9924908dca15
11,3,C1,13,347,0.8632,2,0.55318,0.23102,48,192,fba1e8d9e928fe79
11,3,C1,14,349,0.8682,2,0.55438,0.22078,48,192,7d98ade1205b84e4
11,3,C1,15,346,0.8607,2,0.55077,0.21826,48,192,13d87ec1bc7f2f96
11,3,C1,16,341,0.8483,2,0.5627,0.19038,48,192,094f3c32748e5527
11,3,C1,17,345,0.8582,2,0.55664,0.23261,48,192,19a9042b7afaa2d0
11,3,C1,18,349,0.8682,2,0.55022,0.1931,48,192,3af3890d1ea90aed
11,3,C1,19,345,0.8582,2,0.5605,0.23308,48,192,c6e6abab7a05eec9
11,3,C1,20,353,0.8781,2,0.53473,0.2155,48,192,66e4af41867032d0
11,3,C2,1,352,0.8756,2,0.53017,0.1942,48,192,22f69124e4795e77
11,3,C2,2,344,0.8557,2,0.55077,0.22921,48,192,f73fe60d510d3f89
11,3,C2,3,353,0.8781,2,0.54872,0.22609,48,192,d81fae3777e4ddc5
11,3,C2,4,351,0.8731,2,0.55353,0.2163,48,192,cb42372e5492bb60
11,3,C2,5,342,0.8507,2,0.55293,0.22811,48,192,58bc358317ca1478
11,3,C2,6,353,0.8781,2,0.55859,0.21532,48,192,e0121fd6abcbdd69
11,3,C2,7,352,0.8756,2,0.55538,0.23958,48,192,6ae8fd8ffa7f6d28
11,3,C2,8,344,0.8557,2,0.55433,0.22284,48,192,82e48280fa85c68a
11,3,C2,9,351,0.8731,2,0.55403,0.22808,48,192,2d1a57be8409ee83
11,3,C2,10,341,0.8483,2,0.55608,0.2455,48,192,86ef76cc12578caf
11,3,C2,11,346,0.8607,2,0.5623,0.22253,48,192,3b4e4772dfcdf87b
11,3,C2,12,342,0.8507,2,0.55182,0.22662,48,192,01f803acd6e758b1
11,3,C2,13,348,0.8657,2,0.55508,0.22952,48,192,a8ff3c6ef6eac012
11,3,C2,14,355,0.8831,2,0.55473,0.22155,48,192,5a341a02f65f721b
11,3,C2,15,353,0.8781,2,0.55303,0.22318,48,192,af51d58420e87a77
11,3,C2,16,346,0.8607,2,0.56165,0.18999,48,192,569b31b801fcb388
11,3,C2,17,356,0.8856,2,0.55729,0.22657,48,192,7b23e9746be8bb2b
11,3,C2,18,350,0.8706,2,0.5632,0.2038,48,192,a05dcaa6b77899d4
11,3,C2,19,345,0.8582,2,0.55869,0.2353,48,192,31c70a8c470775d5
11,3,C2,20,354,0.8806,2,0.53965,0.22576,48,192,28ff679faf3652ec
11,3,C3,1,364,0.9055,2,0.52977,0.19376,48,192,49e81ae862cc4cd7
11,3,C3,2,352,0.8756,2,0.55197,0.22738,48,192,54a7caa96037b626
11,3,C3,3,361,0.898,2,0.55127,0.22756,48,192,4052927529f72383
11,3,C3,4,357,0.8881,2,0.55303,0.22926,48,192,39b773bbfae6859c
11,3,C3,5,347,0.8632,2,0.55413,0.2288,48,192,00f8122d8a647ae8
11,3,C3,6,359,0.893,2,0.55964,0.21291,48,192,433f79e461a1bf7f
11,3,C3,7,356,0.8856,2,0.55573,0.23883,48,192,1b6c3b5f7a884ff9
11,3,C3,8,349,0.8682,2,0.55358,0.22379,48,192,cb50b433fe679d92
11,3,C3,9,360,0.8955,2,0.55458,0.23401,48,192,698685e38bfbe36e
11,3,C3,10,351,0.8731,2,0.56024,0.24206,48,192,44148decb56a5894
11,3,C3,11,353,0.8781,2,0.55974,0.23555,48,192,539cf3e4982317d2
11,3,C3,12,353,0.8781,2,0.55794,0.22353,48,192,e8d18b0747836c5d
11,3,C3,13,355,0.8831,2,0.55558,0.23044,48,192,14d0436912fe02bc
11,3,C3,14,366,0.9104,2,0.55789,0.22768,48,192,4bbf99e893f83e78
11,3,C3,15,361,0.898,2,0.55132,0.22401,48,192,f60e34b98b418ea9
11,3,C3,16,353,0.8781,2,0.56185,0.19185,48,192,ac2c9bebe70bc16b
11,3,C3,17,362,0.9005,2,0.55849,0.22904,48,192,87380b6442b49dae
11,3,C3,18,360,0.8955,2,0.54832,0.17659,48,192,aa25495c0dcdfc2c
11,3,C3,19,352,0.8756,2,0.5623,0.24376,48,192,9793bdda8800a63c
11,3,C3,20,359,0.893,2,0.54591,0.22859,48,192,f99c5fc3c1ee99c7
11,4,C0,1,328,0.8159,2,0.564,0.20187,48,192,86bc519661069cd5
11,4,C0,2,326,0.8109,2,0.55769,0.24236,48,192,163107e5bfc6b00a
11,4,C0,3,328,0.8159,2,0.55353,0.23907,48,192,e10db3046f0dc08c
11,4,C0,4,330,0.8209,2,0.53087,0.17846,48,192,1b0d830cd9ded01c
11,4,C0,5,326,0.8109,2,0.53453,0.16033,48,192,bf906a96f6569998
11,4,C0,6,332,0.8259,2,0.54987,0.22338,48,192,17c934e5f88707d4
11,4,C0,7,333,0.8284,2,0.53859,0.17483,48,192,a5c2ef28779c3dcb
11,4,C0,8,330,0.8209,2,0.55799,0.22094,48,192,842e130e16a0ecf2
11,4,C0,9,314,0.7811,2,0.55147,0.20997,48,192,3558af3f62ff1492
11,4,C0,10,325,0.8085,2,0.54521,0.21719,48,192,2615ff14aec68e7e
11,4,C0,11,333,0.8284,2,0.57318,0.196,48,192,90071fab832b378c
11,4,C0,12,321,0.7985,2,0.55724,0.21626,48,192,521bf96c910edcd5
11,4,C0,13,342,0.8507,2,0.54802,0.22582,48,192,da7655c7ee4b69ba
11,4,C0,14,329,0.8184,2,0.55218,0.22781,48,192,8fad2eeadf29cac3
11,4,C0,15,317,0.7886,2,0.56065,0.20394,48,192,f100947fb4a9c6ce
11,4,C0,16,332,0.8259,2,0.55849,0.19136,48,192,713fcd5e5495f091
11,4,C0,17,323,0.8035,2,0.57318,0.18443,48,192,af342f7bdc4d6b5d
11,4,C0,18,325,0.8085,2,0.56641,0.22509,48,192,fb3edc6bca1dbc21
11,4,C0,19,324,0.806,2,0.56521,0.20742,48,192,652048d2d5db4cf2
11,4,C0,20,320,0.796,2,0.56175,0.21357,48,192,066c55199e6bf7ff
11,4,C1,1,345,0.8582,2,0.53669,0.22344,48,192,470a702c6aaea1fa
11,4,C1,2,346,0.8607,2,0.55423,0.23668,48,192,996534b484324fad
11,4,C1,3,343,0.8532,2,0.55533,0.22498,48,192,c551c43c0ad18747
11,4,C1,4,349,0.8682,2,0.55428,0.22436,48,192,05238a3f5ddca5d0
11,4,C1,5,345,0.8582,2,0.54736,0.21064,48,192,c18c71f178936996
11,4,C1,6,346,0.8607,2,0.54571,0.21153,48,192,568de32a44bdbcc6
11,4,C1,7,345,0.8582,2,0.56461,0.21672,48,192,cd7bdb4c0a3bf6b5
11,4,C1,8,348,0.8657,2,0.5615,0.22528,48,192,5ba04ed271e6ca89
11,4,C1,9,335,0.8333,2,0.55724,0.21353,48,192,ae19e0e8d0c3e059
11,4,C1,10,340,0.8458,2,0.54882,0.2153,48,192,7361e20cce8c8315
11,4,C1,11,354,0.8806,2,0.55884,0.23072,48,192,8db4981ddd7c22f6
11,4,C1,12,337,0.8383,2,0.56185,0.21531,48,192,44e863160b9e832c
11,4,C1,13,357,0.8881,2,0.55182,0.22679,48,192,e6dbccf9374db318
11,4,C1,14,349,0.8682,2,0.55879,0.2323,48,192,0bb1a5f096661eca
11,4,C1,15,333,0.8284,2,0.55949,0.22343,48,192,8db8b894a9691529
11,4,C1,16,351,0.8731,2,0.56566,0.19906,48,192,751e8177423d477e
11,4,C1,17,344,0.8557,2,0.57468,0.17756,48,192,1aff9dbf64006e39
11,4,C1,18,347,0.8632,2,0.56846,0.20589,48,192,030b6cc20851c008
11,4,C1,19,343,0.8532,2,0.56014,0.21592,48,192,841b0e236aa08ed8
11,4,C1,20,334,0.8308,2,0.5623,0.22211,48,192,9e482518d420cf9b
11,4,C2,1,349,0.8682,2,0.54571,0.23469,48,192,4dd00f3d30f5443d
11,4,C2,2,355,0.8831,2,0.56105,0.23538,48,192,d5f0001343aaeae8
11,4,C2,3,350,0.8706,2,0.54932,0.23095,48,192,56807b29b3f0bead
11,4,C2,4,354,0.8806,2,0.55629,0.22984,48,192,c4ab77e7816e622b
11,4,C2,5,349,0.8682,2,0.55714,0.20018,48,192,843d1925ae71a857
11,4,C2,6,348,0.8657,2,0.54401,0.20765,48,192,d48e8483dec45b8c
11,4,C2,7,354,0.8806,2,0.55548,0.23697,48,192,94e5cb81a1587285
11,4,C2,8,355,0.8831,2,0.55654,0.22854,48,192,ca0c27b2aea81448
11,4,C2,9,347,0.8632,2,0.55969,0.21317,48,192,e760f5224448816c
11,4,C2,10,344,0.8557,2,0.54691,0.2161,48,192,67fdfd8e9122242c
11,4,C2,11,356,0.8856,2,0.55969,0.23103,48,192,261e7fa8a4e15ba4
11,4,C2,12,349,0.8682,2,0.56892,0.21875,48,192,256955069946d82e
11,4,C2,13,359,0.893,2,0.55017,0.22824,48,192,7b210939e8667285
11,4,C2,14,362,0.9005,2,0.5629,0.23367,48,192,5c0b42df72834ab5
11,4,C2,15,339,0.8433,2,0.55864,0.22845,48,192,b40a9dfae6fb2012
11,4,C2,16,353,0.8781,2,0.5645,0.21576,48,192,33a4117c82e1d539
11,4,C2,17,350,0.8706,2,0.54882,0.21982,48,192,01a45f45db9c98da
11,4,C2,18,350,0.8706,2,0.56145,0.22191,48,192,8158a256add3b0fb
11,4,C2,19,348,0.8657,2,0.56551,0.21964,48,192,8d59a81d74d9477f
11,4,C2,20,347,0.8632,2,0.57293,0.22354,48,192,201eb1e0d1767c87
11,4,C3,1,356,0.8856,2,0.55323,0.24499,48,192,db0ad86b6b43a235
11,4,C3,2,356,0.8856,2,0.55939,0.2346,48,192,3feeded5a2e8be23
11,4,C3,3,356,0.8856,2,0.54611,0.22947,48,192,8ad23fe24cf687bb
11,4,C3,4,363,0.903,2,0.55373,0.22551,48,192,e434910f81365ecd
11,4,C3,5,356,0.8856,2,0.55779,0.2094,48,192,52229f5c2df01f8e
11,4,C3,6,358,0.8905,2,0.54907,0.21012,48,192,596e5e5257866ba6
11,4,C3,7,360,0.8955,2,0.55443,0.24544,48,192,50c7b84fa6baf706
11,4,C3,8,364,0.9055,2,0.55769,0.22301,48,192,e88b0cb097f37db4
11,4,C3,9,354,0.8806,2,0.5612,0.21077,48,192,eba8816c5e85a3a9
11,4,C3,10,353,0.8781,2,0.54977,0.21719,48,192,b52c8b3ba972150d
11,4,C3,11,362,0.9005,2,0.55969,0.23414,48,192,dea5bd0d7dbc4c16
11,4,C3,12,354,0.8806,2,0.56571,0.2155,48,192,c77a8e79209b3acd
11,4,C3,13,362,0.9005,2,0.54992,0.22913,48,192,19dbc86df6acf6dd
11,4,C3,14,364,0.9055,2,0.56445,0.23399,48,192,522bb201defaab7b
11,4,C3,15,346,0.8607,2,0.55949,0.22186,48,192,edd77b02bcf2acbc
11,4,C3,16,362,0.9005,2,0.563,0.21851,48,192,3ff5809ac4c1bfb8
11,4,C3,17,356,0.8856,2,0.55649,0.22425,48,192,a77a756271b4b339
11,4,C3,18,355,0.8831,2,0.56405,0.2325,48,192,c8873bfae1dd1a6f
11,4,C3,19,355,0.8831,2,0.56661,0.21946,48,192,61fccc531f0da142
11,4,C3,20,354,0.8806,2,0.57338,0.22722,48,192,b81a43d14e3597f5
19,0,C0,1,327,0.8134,2,0.55197,0.22839,48,192,559bd863172cf06e
19,0,C0,2,329,0.8184,2,0.53749,0.18055,48,192,46edb446e36c1ead
19,0,C0,3,305,0.7587,2,0.51759,0.17829,48,192,eb95607f19796798
19,0,C0,4,331,0.8234,2,0.54215,0.20823,48,192,8932d959c4b6b925
19,0,C0,5,321,0.7985,2,0.55644,0.20829,48,192,6f3fdeacae211e5f
19,0,C0,6,320,0.796,2,0.55092,0.21359,48,192,5a2a8f0e02e6adf0
19,0,C0,7,343,0.8532,2,0.57548,0.21372,48,192,34cb7fa22a30860e
19,0,C0,8,343,0.8532,2,0.55864,0.21426,48,192,8d42dc016c6c7cc8
19,0,C0,9,329,0.8184,2,0.54987,0.22371,48,192,bc7541f970c830aa
19,0,C0,10,326,0.8109,2,0.57087,0.21366,48,192,f64019d80a8bfb7a
19,0,C0,11,324,0.806,2,0.55358,0.21682,48,192,6b8bd16f320f5ca3
19,0,C0,12,331,0.8234,2,0.5427,0.22272,48,192,f413cab42e088885
19,0,C0,13,320,0.796,2,0.54245,0.22023,48,192,e6b22babeb0f9cb8
19,0,C0,14,319,0.7935,2,0.53203,0.21618,48,192,51300fe3987f1c55
19,0,C0,15,330,0.8209,2,0.54235,0.16798,48,192,54cea0877d9ee13d
19,0,C0,16,331,0.8234,2,0.55684,0.21074,48,192,eaf752c723bac8f1
19,0,C0,17,335,0.8333,2,0.56095,0.22687,48,192,4f7e22847d6f0cdd
19,0,C0,18,336,0.8358,2,0.55979,0.23678,48,192,8c1f5333e2fd352c
19,0,C0,19,330,0.8209,2,0.55994,0.24689,48,192,236d6ee5e25afc4e
19,0,C0,20,332,0.8259,2,0.55383,0.18932,48,192,0f80d58027adc573
19,0,C1,1,346,0.8607,2,0.55298,0.22992,48,192,80d9abf5ba8b5284
19,0,C1,2,347,0.8632,2,0.55478,0.20986,48,192,637870ea73f7eccb
19,0,C1,3,326,0.8109,2,0.52225,0.18642,48,192,c038e7f7c99b220d
19,0,C1,4,342,0.8507,2,0.55433,0.21412,48,192,ab696512436b6995
19,0,C1,5,356,0.8856,2,0.56686,0.22725,48,192,cf06224efab63f87
19,0,C1,6,341,0.8483,2,0.55879,0.19974,48,192,a20f45e834962e24
19,0,C1,7,352,0.8756,2,0.5645,0.21869,48,192,38dd829472485671
19,0,C1,8,359,0.893,2,0.56115,0.22918,48,192,c671fb9e2362be1e
19,0,C1,9,347,0.8632,2,0.55859,0.20981,48,192,67fcff0236fc458b
19,0,C1,10,349,0.8682,2,0.582,0.21138,48,192,a39a7eeaf61ef39c
19,0,C1,11,340,0.8458,2,0.55132,0.22189,48,192,d75b8b170d1c07a2
19,0,C1,12,350,0.8706,2,0.54721,0.22908,48,192,d19d629770518dd2
19,0,C1,13,341,0.8483,2,0.55944,0.23255,48,192,a38e077247c7f45f
19,0,C1,14,342,0.8507,2,0.54681,0.23321,48,192,3239b9e829b885e4
19,0,C1,15,354,0.8806,2,0.56275,0.17858,48,192,5b8bcbe967d80e52
19,0,C1,16,351,0.8731,2,0.55613,0.22752,48,192,48ef747613d076ce
19,0,C1,17,346,0.8607,2,0.55709,0.22728,48,192,c871d0de1b869e03
19,0,C1,18,351,0.8731,2,0.55253,0.22432,48,192,6e1605e00a2983d8
19,0,C1,19,346,0.8607,2,0.55804,0.24376,48,192,b3bc9636631fb10a
19,0,C1,20,345,0.8582,2,0.55583,0.21417,48,192,2bca3b47a2a68f67
19,0,C2,1,349,0.8682,2,0.55228,0.22839,48,192,0ffc8f9631853d35
19,0,C2,2,352,0.8756,2,0.562,0.22678,48,192,72a97e6b55c4a579
19,0,C2,3,334,0.8308,2,0.53443,0.21413,48,192,60703ef9a3f1e1a3
19,0,C2,4,352,0.8756,2,0.55052,0.2292,48,192,5c7620121e7d265e
19,0,C2,5,360,0.8955,2,0.55659,0.23365,48,192,685ee1a688f4c974
19,0,C2,6,342,0.8507,2,0.55558,0.19752,48,192,526c8b51b6c926a7
19,0,C2,7,364,0.9055,2,0.57127,0.21604,48,192,27c7af7246da9f5c
19,0,C2,8,366,0.9104,2,0.5622,0.23561,48,192,4a10172bf99298a4
19,0,C2,9,353,0.8781,2,0.55844,0.22279,48,192,69914f558436ba6c
19,0,C2,10,354,0.8806,2,0.57613,0.21365,48,192,ea9ba87b7bc492fa
19,0,C2,11,345,0.8582,2,0.55909,0.22969,48,192,a346bdcc5fa8c193
19,0,C2,12,356,0.8856,2,0.54556,0.21394,48,192,d3fdf07a29b047b6
19,0,C2,13,346,0.8607,2,0.56165,0.23319,48,192,b1fe16178d8846ac
19,0,C2,14,348,0.8657,2,0.54972,0.23556,48,192,b7fa173cc22a0265
19,0,C2,15,355,0.8831,2,0.55258,0.23155,48,192,cb5d8bc650a85f7d
19,0,C2,16,352,0.8756,2,0.55623,0.23082,48,192,95e4697ac270a954
19,0,C2,17,356,0.8856,2,0.55699,0.21769,48,192,bdc4fe3cd23c3f25
19,0,C2,18,352,0.8756,2,0.55288,0.22192,48,192,53fd07f373c58831
19,0,C2,19,352,0.8756,2,0.55283,0.23948,48,192,8078f99225d07fbd
19,0,C2,20,355,0.8831,2,0.55197,0.23659,48,192,24dd5e26f8c6af65
19,0,C3,1,361,0.898,2,0.55142,0.22693,48,192,33b0f53cdfba520a
19,0,C3,2,359,0.893,2,0.55804,0.20885,48,192,1fef384b33dcc2dc
19,0,C3,3,339,0.8433,2,0.53243,0.212,48,192,f1420d756b9cfd7a
19,0,C3,4,360,0.8955,2,0.54967,0.23202,48,192,156c5dac2c350666
19,0,C3,5,366,0.9104,2,0.55634,0.23432,48,192,9775108dc07615d4
19,0,C3,6,348,0.8657,2,0.55989,0.20193,48,192,a3ec9ce87298c301
19,0,C3,7,367,0.9129,2,0.57027,0.21974,48,192,72baf96638a1750f
19,0,C3,8,372,0.9254,2,0.56105,0.23528,48,192,ece4b1925fbb7ac4
19,0,C3,9,359,0.893,2,0.5624,0.22567,48,192,af893ceb31c84a0e
19,0,C3,10,365,0.908,2,0.57789,0.21374,48,192,c2ec4bf80707bbab
19,0,C3,11,354,0.8806,2,0.55944,0.2388,48,192,bd35a4f1953cd98f
19,0,C3,12,361,0.898,2,0.54345,0.22003,48,192,36b58437200bf660
19,0,C3,13,353,0.8781,2,0.56295,0.22076,48,192,4a6c095add5f045e
19,0,C3,14,355,0.8831,2,0.54902,0.2432,48,192,a1286d67a99b5ae9
19,0,C3,15,363,0.903,2,0.57142,0.24098,48,192,c024e14674fa2fc4
19,0,C3,16,359,0.893,2,0.55909,0.23128,48,192,de9b00543f2cfe2b
19,0,C3,17,363,0.903,2,0.55233,0.22458,48,192,58ed69e19fd6d281
19,0,C3,18,360,0.8955,2,0.55278,0.22864,48,192,150c2810db224040
19,0,C3,19,360,0.8955,2,0.56075,0.24402,48,192,5f0a3a091e02f497
19,0,C3,20,359,0.893,2,0.55328,0.23732,48,192,73cd045414d8e949
19,1,C0,1,326,0.8109,2,0.53107,0.21075,48,192,50755674faaa437c
19,1,C0,2,328,0.8159,2,0.52752,0.20475,48,192,f472cbb5c98922bd
19,1,C0,3,311,0.7736,2,0.55473,0.22186,48,192,e908fed5f35f84e4
19,1,C0,4,324,0.806,2,0.5422,0.21822,48,192,4664d1bd251c034e
19,1,C0,5,324,0.806,2,0.55202,0.21833,48,192,41e4687eeb5664c8
19,1,C0,6,324,0.806,2,0.55127,0.21784,48,192,26b1b191d4020fe0
19,1,C0,7,335,0.8333,2,0.55468,0.20754,48,192,80fce271e604dcdc
19,1,C0,8,330,0.8209,2,0.54842,0.20105,48,192,ae1749e86ac5d57c
19,1,C0,9,331,0.8234,2,0.55468,0.23905,48,192,87d73df90e49931b
19,1,C0,10,335,0.8333,2,0.5607,0.19786,48,192,6fc74c7155dc5cbb
19,1,C0,11,321,0.7985,2,0.53278,0.19022,48,192,e8771754ae1aaeb1
19,1,C0,12,323,0.8035,2,0.55423,0.22334,48,192,ef080631029caa70
19,1,C0,13,320,0.796,2,0.56571,0.21242,48,192,06db1f363c85b879
19,1,C0,14,323,0.8035,2,0.54847,0.21691,48,192,78ae6c094581667e
19,1,C0,15,324,0.806,2,0.54045,0.21245,48,192,5701acccf863d019
19,1,C0,16,324,0.806,2,0.56626,0.19909,48,192,cf4673aad9b93fe7
19,1,C0,17,328,0.8159,2,0.55042,0.18244,48,192,08b5a2e093e8690b
19,1,C0,18,323,0.8035,2,0.56115,0.19358,48,192,c77d9f8f0ce19b28
19,1,C0,19,341,0.8483,2,0.57468,0.21538,48,192,a3b604c79bf79f12
19,1,C0,20,335,0.8333,2,0.57298,0.19343,48,192,f69e62b46554635d
19,1,C1,1,338,0.8408,2,0.53233,0.20261,48,192,c036319acbedb25e
19,1,C1,2,341,0.8483,2,0.52686,0.19743,48,192,7a1f02f68310c589
19,1,C1,3,331,0.8234,2,0.57127,0.21672,48,192,60ea24558d9f0040
19,1,C1,4,349,0.8682,2,0.54165,0.22601,48,192,edc8bc333edd3913
19,1,C1,5,346,0.8607,2,0.54962,0.22618,48,192,761deb0a0535e091
19,1,C1,6,343,0.8532,2,0.56004,0.19941,48,192,7e4353408c7fbc22
19,1,C1,7,346,0.8607,2,0.56014,0.22022,48,192,62b47f6a753a64d7
19,1,C1,8,343,0.8532,2,0.56405,0.20863,48,192,9af32ece2a0223ed
19,1,C1,9,346,0.8607,2,0.55629,0.24376,48,192,3fa101a87c4c74f5
19,1,C1,10,356,0.8856,2,0.55293,0.21634,48,192,fe6f7718cd51f9be
19,1,C1,11,338,0.8408,2,0.55393,0.19902,48,192,35304573ba07da37
19,1,C1,12,344,0.8557,2,0.55623,0.22866,48,192,079869cafcb41519
19,1,C1,13,341,0.8483,2,0.56646,0.22511,48,192,db67225dafe25729
19,1,C1,14,349,0.8682,2,0.55293,0.22393,48,192,958910b4b967ce9d
19,1,C1,15,345,0.8582,2,0.54907,0.21286,48,192,97e7533dce2f58a0
19,1,C1,16,342,0.8507,2,0.56355,0.21606,48,192,2e12bee06853d762
19,1,C1,17,343,0.8532,2,0.55258,0.1786,48,192,fd476b0e2346432e
19,1,C1,18,343,0.8532,2,0.55433,0.20964,48,192,f46d608e9b38802c
19,1,C1,19,356,0.8856,2,0.5632,0.2263,48,192,1225776c00839c21
19,1,C1,20,350,0.8706,2,0.56435,0.23214,48,192,b8e2e3615589c0ca
19,1,C2,1,338,0.8408,2,0.5417,0.21863,48,192,81665a66d9946127
19,1,C2,2,343,0.8532,2,0.52917,0.19829,48,192,c43e2887f45566e7
19,1,C2,3,335,0.8333,2,0.56761,0.23236,48,192,cac00b219ebfb4c0
19,1,C2,4,350,0.8706,2,0.53864,0.22743,48,192,bde52f8a8e584a1a
19,1,C2,5,352,0.8756,2,0.54817,0.21601,48,192,160de68877f4cc48
19,1,C2,6,345,0.8582,2,0.56591,0.1915,48,192,5ce586fdd99e2bb1
19,1,C2,7,350,0.8706,2,0.55834,0.22709,48,192,ef0971524ae736b8
19,1,C2,8,350,0.8706,2,0.5626,0.21819,48,192,cf56c5f14a16122d
19,1,C2,9,350,0.8706,2,0.5632,0.23513,48,192,9666f3a49ac8b1c7
19,1,C2,10,360,0.8955,2,0.55052,0.22117,48,192,11a9fc88a6382766
19,1,C2,11,343,0.8532,2,0.56034,0.19868,48,192,e887b85995578228
19,1,C2,12,350,0.8706,2,0.56571,0.21244,48,192,0c59f5031890b775
19,1,C2,13,341,0.8483,2,0.56275,0.23168,48,192,bca062f4750b5e17
19,1,C2,14,351,0.8731,2,0.55233,0.2261,48,192,d1592a40024aab0e
19,1,C2,15,354,0.8806,2,0.54947,0.19715,48,192,cfb67a56bb7bf93c
19,1,C2,16,353,0.8781,2,0.5645,0.21404,48,192,c46663ba983a779a
19,1,C2,17,351,0.8731,2,0.56631,0.18984,48,192,a1ffe465b7e19321
19,1,C2,18,347,0.8632,2,0.57117,0.18913,48,192,7e7eca42376f1604
19,1,C2,19,363,0.903,2,0.56922,0.21005,48,192,2ace334883d5498e
19,1,C2,20,363,0.903,2,0.56501,0.24654,48,192,d9bf1871f715db31
19,1,C3,1,351,0.8731,2,0.53428,0.21122,48,192,f2f30f72289b5ebf
19,1,C3,2,351,0.8731,2,0.52797,0.19034,48,192,d21fe244e219cb7c
19,1,C3,3,343,0.8532,2,0.57142,0.23135,48,192,e5cdb1d3a55019b8
19,1,C3,4,356,0.8856,2,0.5436,0.22678,48,192,34985d335df37010
19,1,C3,5,358,0.8905,2,0.55102,0.22175,48,192,83d719ad172e05d0
19,1,C3,6,357,0.8881,2,0.56435,0.19662,48,192,4f5a3fdab8130908
19,1,C3,7,357,0.8881,2,0.55884,0.21752,48,192,7e0641349ec669ce
19,1,C3,8,360,0.8955,2,0.55523,0.21958,48,192,e64dd53c78ce3bd7
19,1,C3,9,361,0.898,2,0.56375,0.2368,48,192,512dce7595d8c5b4
19,1,C3,10,364,0.9055,2,0.55172,0.22051,48,192,07405b6fe257ad8d
19,1,C3,11,355,0.8831,2,0.56435,0.19689,48,192,21860f112d91fd8c
19,1,C3,12,355,0.8831,2,0.56491,0.21295,48,192,7ea8abfa9a36ca40
19,1,C3,13,352,0.8756,2,0.56315,0.23251,48,192,a3ab41fe8e6842b1
19,1,C3,14,361,0.898,2,0.55513,0.23068,48,192,b784031645e0aed5
