model_seed,crn_idx,scenario,round,n_attend,participation_clinical,active_clients,auroc,pr_auc,comm_cost_params,comm_cost_bytes,chain_hash
7,3,C3,15,353,0.8781,2,0.55739,0.21246,48,192,cc6ec49cee1f5b84
7,3,C3,16,358,0.8905,2,0.54591,0.22111,48,192,8a569621e82db4f7
7,3,C3,17,356,0.8856,2,0.55228,0.21976,48,192,450e8a5f7409ac0c
7,3,C3,18,350,0.8706,2,0.55588,0.22171,48,192,f77007e8d6767365
7,3,C3,19,343,0.8532,2,0.54942,0.21561,48,192,11ae9ccc800e79da
7,3,C3,20,358,0.8905,2,0.55689,0.22255,48,192,08826a156c40c4d8
7,4,C0,1,330,0.8209,2,0.53874,0.18979,48,192,58afba9d83ed14da
7,4,C0,2,313,0.7786,2,0.56972,0.21566,48,192,7889355365a0945f
7,4,C0,3,331,0.8234,2,0.55298,0.22503,48,192,3e0c31ddc7f18a24
7,4,C0,4,331,0.8234,2,0.55478,0.2276,48,192,f6f5729fdeff15ce
7,4,C0,5,327,0.8134,2,0.56039,0.20292,48,192,485eaf7defe136cc
7,4,C0,6,319,0.7935,2,0.55388,0.20954,48,192,9f65f3dbde0ae9b0
7,4,C0,7,330,0.8209,2,0.57944,0.19866,48,192,8c38f2ea2f6f3662
7,4,C0,8,318,0.791,2,0.5615,0.19748,48,192,5c19df2a4d00c302
7,4,C0,9,333,0.8284,2,0.54496,0.16398,48,192,9582abaa42d266ae
7,4,C0,10,331,0.8234,2,0.56992,0.20287,48,192,3688180c09effeee
7,4,C0,11,335,0.8333,2,0.55498,0.22594,48,192,4e070d4555baebfa
7,4,C0,12,334,0.8308,2,0.56531,0.19084,48,192,fcffa27559e1a965
7,4,C0,13,329,0.8184,2,0.5423,0.20318,48,192,17a082a1339513ba
7,4,C0,14,319,0.7935,2,0.54761,0.20753,48,192,7d88fcd6ba9e34bc
7,4,C0,15,317,0.7886,2,0.54691,0.21024,48,192,192954d6652d5226
7,4,C0,16,331,0.8234,2,0.56731,0.20993,48,192,baabe74a10e843d4
7,4,C0,17,328,0.8159,2,0.54616,0.16983,48,192,44374275146f2872
7,4,C0,18,318,0.791,2,0.55228,0.19015,48,192,4c80bb2cd3958dcc
7,4,C0,19,323,0.8035,2,0.54591,0.16703,48,192,aeb850f47481141f
7,4,C0,20,330,0.8209,2,0.54285,0.22076,48,192,1608291d82346425
7,4,C1,1,351,0.8731,2,0.55228,0.23499,48,192,4f8b33a9254def30
7,4,C1,2,338,0.8408,2,0.56831,0.21174,48,192,9603973283ef7cb1
7,4,C1,3,350,0.8706,2,0.55664,0.23679,48,192,4cf3de8d1227bbbf
7,4,C1,4,348,0.8657,2,0.54997,0.22525,48,192,15c4687131fe63ba
7,4,C1,5,345,0.8582,2,0.55202,0.22304,48,192,12416a0134fcdf4f
7,4,C1,6,339,0.8433,2,0.55759,0.23364,48,192,4bd190b6193461e3
7,4,C1,7,347,0.8632,2,0.57267,0.2028,48,192,1e855b4b76250acd
7,4,C1,8,337,0.8383,2,0.56681,0.19628,48,192,8bb852ffd4a19eb9
7,4,C1,9,349,0.8682,2,0.54937,0.22439,48,192,5ea128fd6647ec91
7,4,C1,10,350,0.8706,2,0.56851,0.19872,48,192,da467f0875a2bb3f
7,4,C1,11,343,0.8532,2,0.55659,0.23032,48,192,598f27ce99feb052
7,4,C1,12,353,0.8781,2,0.56666,0.21065,48,192,a7a236cd2facc6ce
7,4,C1,13,338,0.8408,2,0.56019,0.19494,48,192,37bd22cf5ddad8e6
7,4,C1,14,338,0.8408,2,0.54997,0.21553,48,192,070f8922b1208dad
7,4,C1,15,340,0.8458,2,0.55223,0.21916,48,192,d1a0207fe187104d
7,4,C1,16,355,0.8831,2,0.56506,0.19489,48,192,963c8505a711e43f
7,4,C1,17,350,0.8706,2,0.55072,0.18463,48,192,1c77cf1fe8fc9459
7,4,C1,18,331,0.8234,2,0.5397,0.21055,48,192,bd9e0384a4e0eae0
7,4,C1,19,347,0.8632,2,0.55588,0.17498,48,192,242576e7b58be939
7,4,C1,20,341,0.8483,2,0.54982,0.22574,48,192,ef4859ecd1314c17
7,4,C2,1,354,0.8806,2,0.55644,0.23091,48,192,c3b6061b9d8c6411
7,4,C2,2,348,0.8657,2,0.5625,0.2319,48,192,9dcce77daf09827e
7,4,C2,3,355,0.8831,2,0.55473,0.22974,48,192,7cb45a53a76d10cf
7,4,C2,4,356,0.8856,2,0.55418,0.23073,48,192,8dec6babb222b3aa
7,4,C2,5,347,0.8632,2,0.54791,0.21693,48,192,15b82090e866f048
7,4,C2,6,343,0.8532,2,0.55809,0.23402,48,192,98f7aa33843c24d3
7,4,C2,7,349,0.8682,2,0.57227,0.21501,48,192,4eb46bfb120c038b
7,4,C2,8,343,0.8532,2,0.55603,0.23247,48,192,c8de211413049ac8
7,4,C2,9,360,0.8955,2,0.55553,0.20828,48,192,326ca18007d30cca
7,4,C2,10,362,0.9005,2,0.55864,0.23296,48,192,086a82e1f69e7967
7,4,C2,11,352,0.8756,2,0.5622,0.20738,48,192,81e171cc1dfd1b73
7,4,C2,12,355,0.8831,2,0.55729,0.2355,48,192,11e326652a59abbd
7,4,C2,13,347,0.8632,2,0.56706,0.1934,48,192,e2a236e091e2a1d0
7,4,C2,14,341,0.8483,2,0.54721,0.21239,48,192,ef0dca1af1f12779
7,4,C2,15,338,0.8408,2,0.56034,0.2376,48,192,78031c52f2eb2f84
7,4,C2,16,361,0.898,2,0.56676,0.22045,48,192,79765d185a62b51b
7,4,C2,17,357,0.8881,2,0.56275,0.18652,48,192,ae71d1ad85c5fd51
7,4,C2,18,334,0.8308,2,0.54451,0.21409,48,192,5f9661893b265cd2
7,4,C2,19,351,0.8731,2,0.56706,0.19757,48,192,2505b9ae395e50a6
7,4,C2,20,340,0.8458,2,0.5435,0.22094,48,192,274563ec49206722
7,4,C3,1,361,0.898,2,0.55182,0.22125,48,192,b2c2ef014c4d3d90
7,4,C3,2,359,0.893,2,0.56666,0.2242,48,192,1f7f1815c990e935
7,4,C3,3,365,0.908,2,0.55588,0.22992,48,192,061e49e90c96f5f9
7,4,C3,4,366,0.9104,2,0.55844,0.23446,48,192,b584f0f368acfc06
7,4,C3,5,360,0.8955,2,0.55353,0.222,48,192,2f66d8fa0bd3e5e5
7,4,C3,6,352,0.8756,2,0.5624,0.24005,48,192,0a9d9bddaa341c1d
7,4,C3,7,356,0.8856,2,0.57323,0.21834,48,192,c334e9496c1255b1
7,4,C3,8,354,0.8806,2,0.55734,0.23488,48,192,cb2cc2f5d2dfca2c
7,4,C3,9,368,0.9154,2,0.55448,0.21745,48,192,2513f7361207f6d9
7,4,C3,10,366,0.9104,2,0.55939,0.2308,48,192,92eea24adbd609a5
7,4,C3,11,362,0.9005,2,0.55839,0.21737,48,192,be9370f4d62731b7
7,4,C3,12,362,0.9005,2,0.55859,0.23556,48,192,627ef383437dbd2e
7,4,C3,13,352,0.8756,2,0.56866,0.19605,48,192,8d16e2ca83135922
7,4,C3,14,350,0.8706,2,0.55162,0.21711,48,192,54df3cad34e041c5
7,4,C3,15,351,0.8731,2,0.56195,0.24094,48,192,5cacf29ae1f7c87a
7,4,C3,16,369,0.9179,2,0.56821,0.20879,48,192,40f67f9613b2366b
7,4,C3,17,363,0.903,2,0.56661,0.19304,48,192,60f168c788a0e84f
7,4,C3,18,343,0.8532,2,0.54576,0.21538,48,192,8f11963bfe9ef0e0
7,4,C3,19,359,0.893,2,0.56726,0.19619,48,192,b387a9242d38ebef
7,4,C3,20,357,0.8881,2,0.54606,0.22095,48,192,6a661979dc8b09ba
11,0,C0,1,321,0.7985,2,0.53894,0.21795,48,192,d4f08b39fb543d19
11,0,C0,2,333,0.8284,2,0.55543,0.22207,48,192,ba8f953bf5e18079
11,0,C0,3,336,0.8358,2,0.55398,0.22601,48,192,83b39b46d8695a0e
11,0,C0,4,321,0.7985,2,0.56255,0.19328,48,192,b9d5883d6ba3b472
11,0,C0,5,313,0.7786,2,0.54376,0.22643,48,192,bba9c5fdc105fcce
11,0,C0,6,329,0.8184,2,0.54977,0.18586,48,192,21e86eadb3dfeb32
11,0,C0,7,336,0.8358,2,0.55869,0.2262,48,192,b559edc9181fe921
11,0,C0,8,328,0.8159,2,0.55268,0.17764,48,192,dcc689a0757ea218
11,0,C0,9,327,0.8134,2,0.56756,0.22302,48,192,686df4d39b1da5c4
11,0,C0,10,322,0.801,2,0.5606,0.17361,48,192,f9dc583694a0c91b
11,0,C0,11,329,0.8184,2,0.55573,0.22934,48,192,34c2d8037c1f7950
11,0,C0,12,329,0.8184,2,0.56305,0.18282,48,192,f43c38bfc3a23e0d
11,0,C0,13,313,0.7786,2,0.55037,0.22762,48,192,d591e39c01d81b10
11,0,C0,14,319,0.7935,2,0.56606,0.21376,48,192,d3590444d928ec28
11,0,C0,15,336,0.8358,2,0.5638,0.22557,48,192,a4908aac513b1e42
11,0,C0,16,321,0.7985,2,0.55654,0.19716,48,192,922027fcd211c0de
11,0,C0,17,337,0.8383,2,0.5634,0.19396,48,192,d403e42c52099bd9
11,0,C0,18,329,0.8184,2,0.55784,0.21716,48,192,01319efdf065a369
11,0,C0,19,326,0.8109,2,0.56571,0.21997,48,192,0b1e98260fe9abea
11,0,C0,20,326,0.8109,2,0.57919,0.20679,48,192,fd1a8f3861f38443
11,0,C1,1,343,0.8532,2,0.54376,0.21894,48,192,e2f564a04f6c971b
11,0,C1,2,356,0.8856,2,0.55553,0.22812,48,192,57be979d1af8d6fc
11,0,C1,3,348,0.8657,2,0.54711,0.20752,48,192,00c45c216c6ff484
11,0,C1,4,340,0.8458,2,0.56531,0.22841,48,192,243234c42223c380
11,0,C1,5,331,0.8234,2,0.54927,0.23163,48,192,db23819a96bd282e
11,0,C1,6,357,0.8881,2,0.56315,0.18385,48,192,903c515c85afaa6c
11,0,C1,7,356,0.8856,2,0.55142,0.23728,48,192,945b1bd4bec56735
11,0,C1,8,350,0.8706,2,0.55884,0.23379,48,192,f62fff6ae240ddb8
11,0,C1,9,343,0.8532,2,0.57673,0.21199,48,192,10365885ef2468d4
11,0,C1,10,342,0.8507,2,0.54807,0.23619,48,192,6ed60b204351b79b
11,0,C1,11,352,0.8756,2,0.55974,0.23889,48,192,b5110c321b9e47af
11,0,C1,12,353,0.8781,2,0.55774,0.20175,48,192,9955a3d479832410
11,0,C1,13,330,0.8209,2,0.55909,0.23284,48,192,3ce89f5d93aeaeaa
11,0,C1,14,332,0.8259,2,0.57368,0.19977,48,192,9dc92da9bc58ba56
11,0,C1,15,347,0.8632,2,0.55523,0.22077,48,192,40294e1bb343d3f6
11,0,C1,16,340,0.8458,2,0.55839,0.21609,48,192,b1ac121075a71338
11,0,C1,17,353,0.8781,2,0.56466,0.19256,48,192,a63887884b46bbb4
11,0,C1,18,341,0.8483,2,0.56887,0.22228,48,192,7d328f2fd833515e
11,0,C1,19,349,0.8682,2,0.5641,0.2312,48,192,7c06c14b75083654
11,0,C1,20,345,0.8582,2,0.55493,0.22497,48,192,1c44e7cdf51e2b34
11,0,C2,1,352,0.8756,2,0.54185,0.22151,48,192,1cc3f0b9b5b8be6e
11,0,C2,2,362,0.9005,2,0.55443,0.22545,48,192,91eaea06962b7fe3
11,0,C2,3,353,0.8781,2,0.54957,0.20006,48,192,54854d498d12ecf6
11,0,C2,4,349,0.8682,2,0.55538,0.22788,48,192,407717590408dadc
11,0,C2,5,337,0.8383,2,0.55368,0.23451,48,192,337b88cc8ff4b3df
11,0,C2,6,358,0.8905,2,0.57082,0.19123,48,192,29fd6cf93b4aaac9
11,0,C2,7,356,0.8856,2,0.55478,0.22499,48,192,09ece801b3ac539f
11,0,C2,8,359,0.893,2,0.56506,0.22216,48,192,77b62081245ec831
11,0,C2,9,343,0.8532,2,0.56155,0.24684,48,192,85cb8ce29f6c0b95
11,0,C2,10,351,0.8731,2,0.55117,0.23778,48,192,d182988a73e84541
11,0,C2,11,357,0.8881,2,0.5635,0.22696,48,192,fdffd26ebba89173
11,0,C2,12,355,0.8831,2,0.56521,0.22805,48,192,1cba6478e245b045
11,0,C2,13,341,0.8483,2,0.55819,0.24062,48,192,9366a3a470b5765d
11,0,C2,14,339,0.8433,2,0.57468,0.19829,48,192,bcc0e82efa164a22
11,0,C2,15,354,0.8806,2,0.56566,0.23093,48,192,b4cee244965a0ae0
11,0,C2,16,346,0.8607,2,0.55398,0.22246,48,192,cee43d13095f9b58
11,0,C2,17,360,0.8955,2,0.55258,0.22242,48,192,ae9d0cd8cadf2d0f
11,0,C2,18,349,0.8682,2,0.57298,0.21001,48,192,7107da5ddd209bcb
11,0,C2,19,352,0.8756,2,0.56034,0.20965,48,192,8a6bd4c6a6b66a0a
11,0,C2,20,344,0.8557,2,0.55849,0.22569,48,192,532ca08fffc93ac8
11,0,C3,1,355,0.8831,2,0.5427,0.21726,48,192,a4b43285df9265b4
11,0,C3,2,371,0.9229,2,0.55518,0.22422,48,192,7e4667cc23db061c
11,0,C3,3,363,0.903,2,0.54862,0.20392,48,192,064d990778c5ee3d
11,0,C3,4,351,0.8731,2,0.55538,0.22848,48,192,121acba8bfbe7685
11,0,C3,5,346,0.8607,2,0.55228,0.2402,48,192,bb49bffcf6537daa
11,0,C3,6,364,0.9055,2,0.57047,0.19098,48,192,55e7fadc7928c3d6
11,0,C3,7,370,0.9204,2,0.55623,0.23786,48,192,41e23ac8fb40f113
11,0,C3,8,364,0.9055,2,0.564,0.23277,48,192,0f93bc8339e00b12
11,0,C3,9,354,0.8806,2,0.55809,0.2349,48,192,2d383644e405bc89
11,0,C3,10,353,0.8781,2,0.55117,0.23595,48,192,37a3cc950328015a
11,0,C3,11,369,0.9179,2,0.56616,0.22778,48,192,752b3526959b4ea4
11,0,C3,12,367,0.9129,2,0.55969,0.23756,48,192,4792f0f932973ab0
11,0,C3,13,352,0.8756,2,0.55669,0.2333,48,192,fa879fd19cef876f
11,0,C3,14,349,0.8682,2,0.57267,0.19998,48,192,d6cc5cfbf1d6eb32
11,0,C3,15,362,0.9005,2,0.55754,0.23693,48,192,5b595bc0cc1f03e6
11,0,C3,16,350,0.8706,2,0.55538,0.22535,48,192,a113b78d1e4f5697
11,0,C3,17,363,0.903,2,0.55102,0.20539,48,192,263d85e8f1469092
11,0,C3,18,353,0.8781,2,0.57152,0.20683,48,192,66452ae8fe2160c6
11,0,C3,19,364,0.9055,2,0.5622,0.22724,48,192,32aea17f30d7bfbf
11,0,C3,20,354,0.8806,2,0.55629,0.22803,48,192,e297de9258b027f2
11,1,C0,1,330,0.8209,2,0.54295,0.21463,48,192,6300a124595625b7
11,1,C0,2,327,0.8134,2,0.55092,0.19184,48,192,60dd4f3be90d384a
11,1,C0,3,326,0.8109,2,0.56105,0.20139,48,192,53847ec0d63f530e
11,1,C0,4,325,0.8085,2,0.53358,0.1861,48,192,6534b6da770a5b47
11,1,C0,5,327,0.8134,2,0.55313,0.22608,48,192,b5825b3f594a1894
11,1,C0,6,337,0.8383,2,0.55363,0.2148,48,192,49063f28d6ddf326
11,1,C0,7,334,0.8308,2,0.56596,0.21299,48,192,6c0d66c1de801ff0
11,1,C0,8,315,0.7836,2,0.55388,0.21272,48,192,e338d879d76e2503
11,1,C0,9,324,0.806,2,0.55578,0.22655,48,192,00cb93c02ad13c72
11,1,C0,10,327,0.8134,2,0.54867,0.22772,48,192,58bc88787c891bde
11,1,C0,11,319,0.7935,2,0.54797,0.19954,48,192,8975130a7a36b232
11,1,C0,12,344,0.8557,2,0.56746,0.19134,48,192,371e1996f38494cc
11,1,C0,13,336,0.8358,2,0.55839,0.23481,48,192,685a834d535b3c69
11,1,C0,14,329,0.8184,2,0.5425,0.19386,48,192,47a5c68491bd0108
11,1,C0,15,323,0.8035,2,0.55408,0.21227,48,192,706d37ace2d1495d
11,1,C0,16,341,0.8483,2,0.5419,0.2174,48,192,a25a1bbd77477793
11,1,C0,17,330,0.8209,2,0.55343,0.22234,48,192,8c0ea396d12b4c18
11,1,C0,18,326,0.8109,2,0.57022,0.22716,48,192,e3e80b1d4583e718
11,1,C0,19,327,0.8134,2,0.55894,0.23462,48,192,6936aecb611b778b
11,1,C0,20,340,0.8458,2,0.5612,0.21074,48,192,8d4abff6922d724d
11,1,C1,1,349,0.8682,2,0.54065,0.21371,48,192,9e25fb15c8048b4b
11,1,C1,2,344,0.8557,2,0.54481,0.21294,48,192,5f19c087e1fefecb
11,1,C1,3,352,0.8756,2,0.56175,0.21512,48,192,ad5656aa57b897c3
11,1,C1,4,338,0.8408,2,0.54761,0.21969,48,192,38f2c3bd4e1eca9e
11,1,C1,5,350,0.8706,2,0.55774,0.2315,48,192,3e2c156031829124
11,1,C1,6,353,0.8781,2,0.55313,0.22027,48,192,0dd00e8270c9accd
11,1,C1,7,354,0.8806,2,0.5608,0.21142,48,192,1dbaf1e4bb5161f6
11,1,C1,8,334,0.8308,2,0.55553,0.20248,48,192,08c9f64c96dad93a
11,1,C1,9,342,0.8507,2,0.55714,0.24439,48,192,e9695c5d9ca5a5ae
11,1,C1,10,347,0.8632,2,0.55719,0.23657,48,192,25e80e5cc82f71d0
11,1,C1,11,336,0.8358,2,0.5422,0.21131,48,192,09a660a0374ebe9a
11,1,C1,12,354,0.8806,2,0.56601,0.19947,48,192,8a3d7f19938a76d1
11,1,C1,13,352,0.8756,2,0.55964,0.22808,48,192,8680e3156d5cf140
11,1,C1,14,344,0.8557,2,0.54641,0.2187,48,192,d5fc410bc0c3e9aa
11,1,C1,15,341,0.8483,2,0.56796,0.21043,48,192,89e413a290f20621
11,1,C1,16,359,0.893,2,0.55959,0.21667,48,192,a3042ea779d10133
11,1,C1,17,339,0.8433,2,0.56982,0.2069,48,192,2ab3d52b790af970
11,1,C1,18,342,0.8507,2,0.56791,0.23985,48,192,23c44bba462ec0e0
11,1,C1,19,347,0.8632,2,0.56014,0.23978,48,192,648c4b0d3f5463f5
11,1,C1,20,356,0.8856,2,0.57418,0.20089,48,192,cb31e03e7d6fc451
11,1,C2,1,356,0.8856,2,0.54536,0.23563,48,192,9b5534858d3f0966
11,1,C2,2,350,0.8706,2,0.55172,0.21777,48,192,849aa61748625af4
11,1,C2,3,353,0.8781,2,0.5627,0.20819,48,192,fa7e417cca54e56b
11,1,C2,4,354,0.8806,2,0.55132,0.22074,48,192,4e32110eb407b9d4
11,1,C2,5,353,0.8781,2,0.55458,0.22559,48,192,c289589b223c84fe
11,1,C2,6,353,0.8781,2,0.55233,0.22033,48,192,3eb4db625470ac29
11,1,C2,7,360,0.8955,2,0.55528,0.22832,48,192,89e77046938bf9db
11,1,C2,8,347,0.8632,2,0.56586,0.21271,48,192,cffced525d55b7dd
11,1,C2,9,343,0.8532,2,0.55629,0.23991,48,192,dfff2f12aed6ca40
11,1,C2,10,347,0.8632,2,0.55538,0.23092,48,192,f5b973007777c98c
11,1,C2,11,343,0.8532,2,0.55433,0.23125,48,192,2518c27c54b43400
11,1,C2,12,360,0.8955,2,0.57282,0.20647,48,192,f7a931409709ea6c
11,1,C2,13,354,0.8806,2,0.55458,0.23234,48,192,9757e0973db0cc48
11,1,C2,14,347,0.8632,2,0.54676,0.21971,48,192,261e0f768925ca41
11,1,C2,15,346,0.8607,2,0.57002,0.22701,48,192,22d1e4ed51565b86
11,1,C2,16,367,0.9129,2,0.55363,0.2304,48,192,6f0b855de6e8c0ff
11,1,C2,17,350,0.8706,2,0.57217,0.20535,48,192,15e303e2273697a1
11,1,C2,18,345,0.8582,2,0.56115,0.25914,48,192,43240cdb603f8420
11,1,C2,19,350,0.8706,2,0.56085,0.2379,48,192,904bc095f6aa8b75
11,1,C2,20,364,0.9055,2,0.56501,0.2175,48,192,b352108d3874f14c
11,1,C3,1,364,0.9055,2,0.54862,0.22952,48,192,b748eed3b21824f3
11,1,C3,2,358,0.8905,2,0.55423,0.22191,48,192,fddfedba56a7eaed
11,1,C3,3,362,0.9005,2,0.5628,0.20497,48,192,8327b08e03c632e9
11,1,C3,4,361,0.898,2,0.55293,0.22038,48,192,c188ad80328df579
11,1,C3,5,361,0.898,2,0.55388,0.22277,48,192,4f6fd71ea1f3de11
11,1,C3,6,361,0.898,2,0.55223,0.21707,48,192,0f92fdedb9a92bb5
11,1,C3,7,367,0.9129,2,0.55739,0.22651,48,192,6139b69845ed83af
11,1,C3,8,353,0.8781,2,0.56801,0.21965,48,192,34d547c11551fede
11,1,C3,9,348,0.8657,2,0.55819,0.23875,48,192,dc83d0d949d0e3e1
11,1,C3,10,356,0.8856,2,0.55764,0.23082,48,192,6cbdd205a5698450
11,1,C3,11,351,0.8731,2,0.55197,0.2381,48,192,950e554afef52f41
11,1,C3,12,365,0.908,2,0.57558,0.20264,48,192,35b73b006b822b39
11,1,C3,13,363,0.903,2,0.55994,0.23533,48,192,01b48793e27c4fff
11,1,C3,14,352,0.8756,2,0.55022,0.22282,48,192,d20f2eff345987a8
11,1,C3,15,351,0.8731,2,0.57027,0.22899,48,192,bdfaf6e181ff1301
11,1,C3,16,372,0.9254,2,0.55408,0.23183,48,192,769e0a548e4c4cab
11,1,C3,17,354,0.8806,2,0.56836,0.2072,48,192,a1cecd3976777579
11,1,C3,18,354,0.8806,2,0.56571,0.25345,48,192,956eeb2bba5546e1
11,1,C3,19,356,0.8856,2,0.5624,0.2396,48,192,fdd7d5f48303b182
11,1,C3,20,369,0.9179,2,0.56616,0.22376,48,192,5aa2353383655037
11,2,C0,1,327,0.8134,2,0.53899,0.19649,48,192,d7bd8993cb7f80cb
11,2,C0,2,330,0.8209,2,0.54165,0.16603,48,192,52ba938d6bdae501
11,2,C0,3,321,0.7985,2,0.55709,0.18925,48,192,7789d45b6755f45a
11,2,C0,4,320,0.796,2,0.57067,0.20001,48,192,11f37f80371ad167
11,2,C0,5,334,0.8308,2,0.54401,0.22233,48,192,dfd383c3d3affe4c
11,2,C0,6,316,0.7861,2,0.53468,0.16204,48,192,c3c9347bd6a59fbb
11,2,C0,7,327,0.8134,2,0.55002,0.21053,48,192,abfa42d3d95c7ad6
11,2,C0,8,324,0.806,2,0.56255,0.19811,48,192,a8204879053f3387
11,2,C0,9,330,0.8209,2,0.56335,0.24914,48,192,20b7addabdeafaf6
11,2,C0,10,338,0.8408,2,0.5607,0.19236,48,192,dd48e5810269da63
11,2,C0,11,316,0.7861,2,0.55904,0.20544,48,192,c0f6bc5f62711a99
11,2,C0,12,323,0.8035,2,0.53102,0.20877,48,192,a8e5632d56aa3960
11,2,C0,13,318,0.791,2,0.53699,0.19853,48,192,4491fb23aed08a71
11,2,C0,14,340,0.8458,2,0.5417,0.21496,48,192,eb51137d44abb577
11,2,C0,15,329,0.8184,2,0.56055,0.22671,48,192,0c91e0cdbc76c58e
11,2,C0,16,321,0.7985,2,0.54977,0.18935,48,192,0244fec794889737
11,2,C0,17,326,0.8109,2,0.54676,0.2138,48,192,bd6c56d9582a612c
11,2,C0,18,312,0.7761,2,0.56461,0.19399,48,192,97eeead8ffbc94ce
11,2,C0,19,326,0.8109,2,0.5428,0.21345,48,192,3149c6cb46709f37
11,2,C0,20,328,0.8159,2,0.56987,0.18645,48,192,72959c358cb00698
11,2,C1,1,341,0.8483,2,0.52571,0.20111,48,192,c574dd58a79b9b93
11,2,C1,2,351,0.8731,2,0.56696,0.19701,48,192,bedbdd20f20600c7
11,2,C1,3,344,0.8557,2,0.55829,0.23667,48,192,45cbc21895e9e0b8
11,2,C1,4,344,0.8557,2,0.5644,0.19694,48,192,a2ed5a5ae7a6c567
11,2,C1,5,351,0.8731,2,0.55298,0.2315,48,192,02fa0897f3fe95d8
11,2,C1,6,338,0.8408,2,0.55192,0.18268,48,192,2501e840eb867b2c
11,2,C1,7,350,0.8706,2,0.54872,0.21635,48,192,654872f30974ef97
11,2,C1,8,345,0.8582,2,0.57122,0.20321,48,192,fa06f80d4e4fe2dc
11,2,C1,9,351,0.8731,2,0.5632,0.22654,48,192,b1e0b48a87180ae3
11,2,C1,10,349,0.8682,2,0.55989,0.19559,48,192,45d937982ca8939e
11,2,C1,11,336,0.8358,2,0.57904,0.21186,48,192,d96646e950906819
11,2,C1,12,342,0.8507,2,0.54701,0.22071,48,192,1eb6e6af2d17c056
11,2,C1,13,336,0.8358,2,0.5425,0.19948,48,192,20e5128e8ba3176e
11,2,C1,14,351,0.8731,2,0.54496,0.21711,48,192,1e9d2feb684c8e92
11,2,C1,15,348,0.8657,2,0.5611,0.23515,48,192,7eebd1dbb2bfc9ac
11,2,C1,16,345,0.8582,2,0.55288,0.23291,48,192,23778a600003e9c1
11,2,C1,17,344,0.8557,2,0.55989,0.1955,48,192,98755ff904532815
11,2,C1,18,339,0.8433,2,0.57408,0.21947,48,192,a81d75803de54ddf
11,2,C1,19,354,0.8806,2,0.55112,0.20843,48,192,d5f79f0348ae7767
11,2,C1,20,341,0.8483,2,0.5606,0.20098,48,192,c49fdd88b557c885
11,2,C2,1,350,0.8706,2,0.54055,0.20607,48,192,5e71ffc28adf76b7
11,2,C2,2,357,0.8881,2,0.5636,0.20129,48,192,d11a81ac5caad57a
11,2,C2,3,353,0.8781,2,0.55258,0.23498,48,192,faa517460fc8fbb7
11,2,C2,4,356,0.8856,2,0.56761,0.20629,48,192,4967d4f8fd164cb0
11,2,C2,5,350,0.8706,2,0.54486,0.20955,48,192,e4c02c5ea20bbdf0
11,2,C2,6,344,0.8557,2,0.5627,0.18467,48,192,90c7ab7e357db345
11,2,C2,7,349,0.8682,2,0.54897,0.22034,48,192,e0359e168045ab16
11,2,C2,8,348,0.8657,2,0.57237,0.2155,48,192,b89dd6ee3d5d0b06
11,2,C2,9,358,0.8905,2,0.57172,0.22152,48,192,038906e10af280d3
11,2,C2,10,360,0.8955,2,0.55874,0.22318,48,192,ec7fdfd18069bbee
11,2,C2,11,348,0.8657,2,0.56556,0.23465,48,192,47689944cd98de30
11,2,C2,12,346,0.8607,2,0.54541,0.2212,48,192,732d4aa25c916a69
11,2,C2,13,348,0.8657,2,0.55313,0.21807,48,192,8ce5152db4df5181
11,2,C2,14,360,0.8955,2,0.54746,0.21536,48,192,789e1ae2dc259bba
11,2,C2,15,350,0.8706,2,0.56285,0.2337,48,192,fbdcedf0e0a33cfe
11,2,C2,16,349,0.8682,2,0.55353,0.23295,48,192,da5a41191fe29c40
11,2,C2,17,350,0.8706,2,0.5644,0.19481,48,192,69545288c482869e
11,2,C2,18,344,0.8557,2,0.56902,0.23676,48,192,e82c73cdc2868260
11,2,C2,19,354,0.8806,2,0.54797,0.21253,48,192,bb66e297301f1e01
11,2,C2,20,345,0.8582,2,0.56826,0.20415,48,192,090f36040bce82c4
11,2,C3,1,357,0.8881,2,0.53403,0.20375,48,192,a396d175e4bf8e67
11,2,C3,2,361,0.898,2,0.5618,0.20682,48,192,83b3794d8d609e23
11,2,C3,3,358,0.8905,2,0.55573,0.22678,48,192,98d41eaa3249e25f
11,2,C3,4,358,0.8905,2,0.56741,0.2028,48,192,e32b9c413482a59e
11,2,C3,5,363,0.903,2,0.55002,0.22428,48,192,9a65730c7720948c
11,2,C3,6,346,0.8607,2,0.5627,0.18615,48,192,2ccbf09cf7b29624
11,2,C3,7,360,0.8955,2,0.55258,0.21883,48,192,f3e5d1249f0fd47c
11,2,C3,8,358,0.8905,2,0.57839,0.21157,48,192,72776d723f483865
11,2,C3,9,365,0.908,2,0.56831,0.21167,48,192,e1fdd908d3c28f6f
11,2,C3,10,367,0.9129,2,0.5608,0.23035,48,192,41c5f7fab9dbaefb
11,2,C3,11,353,0.8781,2,0.56375,0.23811,48,192,c7001b4aad60e963
11,2,C3,12,352,0.8756,2,0.54586,0.22111,48,192,814c4b10c2fb9036
11,2,C3,13,353,0.8781,2,0.55488,0.21856,48,192,bf0d556c75cc3e25
11,2,C3,14,367,0.9129,2,0.54305,0.216,48,192,7cba3d361604e49a
