experiment,seed,scenario,scenario_label,round,n_attend,participation_rate,active_clients,auroc_holdout,pr_auc_holdout,ece_holdout,comm_cost_bidir,calibration
cimas_cold,37,C0,No incentive,6,4548,0.4495,23,0.78633,0.84272,0.11286,966,DR_primary
cimas_cold,37,C0,No incentive,7,4592,0.4538,23,0.78732,0.84354,0.11777,966,DR_primary
cimas_cold,37,C0,No incentive,8,4633,0.4579,23,0.78713,0.84342,0.11633,966,DR_primary
cimas_cold,37,C0,No incentive,9,4567,0.4513,23,0.78669,0.84298,0.11319,966,DR_primary
cimas_cold,37,C0,No incentive,10,4572,0.4518,23,0.78648,0.84251,0.11517,966,DR_primary
cimas_cold,37,C0,No incentive,11,4621,0.4567,23,0.78701,0.84329,0.11399,966,DR_primary
cimas_cold,37,C0,No incentive,12,4549,0.4496,23,0.78631,0.84267,0.11379,966,DR_primary
cimas_cold,37,C0,No incentive,13,4619,0.4565,23,0.7867,0.84303,0.11383,966,DR_primary
cimas_cold,37,C0,No incentive,14,4619,0.4565,23,0.78631,0.84259,0.11347,966,DR_primary
cimas_cold,37,C0,No incentive,15,4546,0.4493,23,0.78668,0.84311,0.11697,966,DR_primary
cimas_cold,37,C0,No incentive,16,4554,0.45,23,0.78646,0.8429,0.11349,966,DR_primary
cimas_cold,37,C0,No incentive,17,4536,0.4483,23,0.78659,0.84305,0.1145,966,DR_primary
cimas_cold,37,C0,No incentive,18,4560,0.4506,23,0.78661,0.84323,0.11384,966,DR_primary
cimas_cold,37,C0,No incentive,19,4548,0.4495,23,0.78606,0.84286,0.11337,966,DR_primary
cimas_cold,37,C0,No incentive,20,4586,0.4532,23,0.7869,0.84318,0.11562,966,DR_primary
cimas_cold,37,C0,No incentive,21,4527,0.4474,23,0.78658,0.84313,0.1156,966,DR_primary
cimas_cold,37,C0,No incentive,22,4607,0.4553,23,0.78608,0.84257,0.11294,966,DR_primary
cimas_cold,37,C0,No incentive,23,4498,0.4445,23,0.7869,0.84307,0.11732,966,DR_primary
cimas_cold,37,C0,No incentive,24,4459,0.4407,23,0.78659,0.84336,0.11575,966,DR_primary
cimas_cold,37,C0,No incentive,25,4530,0.4477,23,0.78681,0.84325,0.11673,966,DR_primary
cimas_cold,37,C0,No incentive,26,4654,0.4599,23,0.78687,0.8434,0.11576,966,DR_primary
cimas_cold,37,C0,No incentive,27,4587,0.4533,23,0.78697,0.84297,0.11894,966,DR_primary
cimas_cold,37,C0,No incentive,28,4524,0.4471,23,0.78727,0.84322,0.11578,966,DR_primary
cimas_cold,37,C0,No incentive,29,4591,0.4537,23,0.78672,0.84314,0.11844,966,DR_primary
cimas_cold,37,C0,No incentive,30,4645,0.459,23,0.78651,0.84273,0.11424,966,DR_primary
cimas_cold,37,C1,Random allocation,1,4984,0.4925,23,0.78678,0.84304,0.1151,966,DR_primary
cimas_cold,37,C1,Random allocation,2,5121,0.5061,23,0.78662,0.84287,0.1143,966,DR_primary
cimas_cold,37,C1,Random allocation,3,5145,0.5084,23,0.78662,0.84263,0.11482,966,DR_primary
cimas_cold,37,C1,Random allocation,4,5060,0.5,23,0.7859,0.84224,0.11201,966,DR_primary
cimas_cold,37,C1,Random allocation,5,5010,0.4951,23,0.78716,0.84324,0.11449,966,DR_primary
cimas_cold,37,C1,Random allocation,6,5023,0.4964,23,0.78639,0.84267,0.11394,966,DR_primary
cimas_cold,37,C1,Random allocation,7,5058,0.4999,23,0.78723,0.84334,0.1181,966,DR_primary
cimas_cold,37,C1,Random allocation,8,5122,0.5062,23,0.78689,0.84328,0.11619,966,DR_primary
cimas_cold,37,C1,Random allocation,9,5015,0.4956,23,0.78679,0.84308,0.1136,966,DR_primary
cimas_cold,37,C1,Random allocation,10,5011,0.4952,23,0.78647,0.84259,0.11398,966,DR_primary
cimas_cold,37,C1,Random allocation,11,5074,0.5014,23,0.78682,0.84309,0.11477,966,DR_primary
cimas_cold,37,C1,Random allocation,12,5013,0.4954,23,0.78619,0.84254,0.11492,966,DR_primary
cimas_cold,37,C1,Random allocation,13,5089,0.5029,23,0.78675,0.84324,0.11389,966,DR_primary
cimas_cold,37,C1,Random allocation,14,5065,0.5005,23,0.7865,0.84271,0.11464,966,DR_primary
cimas_cold,37,C1,Random allocation,15,5005,0.4946,23,0.78662,0.84317,0.11663,966,DR_primary
cimas_cold,37,C1,Random allocation,16,5028,0.4969,23,0.78645,0.84285,0.11294,966,DR_primary
cimas_cold,37,C1,Random allocation,17,5005,0.4946,23,0.78673,0.84323,0.11462,966,DR_primary
cimas_cold,37,C1,Random allocation,18,5031,0.4972,23,0.78686,0.8433,0.11385,966,DR_primary
cimas_cold,37,C1,Random allocation,19,5018,0.4959,23,0.78572,0.84267,0.11343,966,DR_primary
cimas_cold,37,C1,Random allocation,20,5034,0.4975,23,0.78675,0.84301,0.11464,966,DR_primary
cimas_cold,37,C1,Random allocation,21,4972,0.4914,23,0.78667,0.8431,0.11556,966,DR_primary
cimas_cold,37,C1,Random allocation,22,5070,0.501,23,0.78627,0.84281,0.11421,966,DR_primary
cimas_cold,37,C1,Random allocation,23,4965,0.4907,23,0.7868,0.8431,0.11744,966,DR_primary
cimas_cold,37,C1,Random allocation,24,4943,0.4885,23,0.78673,0.84349,0.11754,966,DR_primary
cimas_cold,37,C1,Random allocation,25,5009,0.495,23,0.78673,0.84316,0.11659,966,DR_primary
cimas_cold,37,C1,Random allocation,26,5120,0.506,23,0.78674,0.84326,0.11598,966,DR_primary
cimas_cold,37,C1,Random allocation,27,5061,0.5001,23,0.787,0.84291,0.11879,966,DR_primary
cimas_cold,37,C1,Random allocation,28,4959,0.4901,23,0.78723,0.84333,0.11761,966,DR_primary
cimas_cold,37,C1,Random allocation,29,5041,0.4982,23,0.78674,0.84328,0.11917,966,DR_primary
cimas_cold,37,C1,Random allocation,30,5133,0.5073,23,0.78659,0.84273,0.11435,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,1,4970,0.4912,23,0.78688,0.84319,0.11304,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,2,5120,0.506,23,0.78661,0.84293,0.11457,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,3,5142,0.5082,23,0.78651,0.84269,0.1143,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,4,5056,0.4997,23,0.78569,0.84219,0.11123,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,5,5003,0.4944,23,0.78705,0.84322,0.11479,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,6,5017,0.4958,23,0.78651,0.84284,0.11404,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,7,5069,0.5009,23,0.78718,0.84334,0.11804,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,8,5111,0.5051,23,0.78664,0.84303,0.1157,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,9,5017,0.4958,23,0.78651,0.84289,0.11297,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,10,4995,0.4936,23,0.78654,0.84275,0.1141,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,11,5095,0.5035,23,0.78674,0.84287,0.11341,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,12,4987,0.4928,23,0.78615,0.84264,0.11307,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,13,5068,0.5008,23,0.78697,0.84341,0.11522,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,14,5072,0.5012,23,0.78635,0.84261,0.11282,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,15,5016,0.4957,23,0.78646,0.84303,0.11341,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,16,5034,0.4975,23,0.78632,0.84281,0.11476,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,17,5015,0.4956,23,0.78673,0.84325,0.11399,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,18,5009,0.495,23,0.78684,0.84342,0.11259,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,19,5031,0.4972,23,0.78574,0.84269,0.11095,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,20,5038,0.4979,23,0.78678,0.84302,0.11371,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,21,4965,0.4907,23,0.78672,0.84329,0.11745,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,22,5076,0.5016,23,0.78612,0.84271,0.11244,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,23,4979,0.492,23,0.78672,0.84315,0.11799,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,24,4950,0.4892,23,0.7865,0.8434,0.11596,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,25,4994,0.4935,23,0.78667,0.84338,0.11509,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,26,5098,0.5038,23,0.78651,0.84316,0.11497,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,27,5063,0.5003,23,0.7869,0.84311,0.11919,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,28,4974,0.4916,23,0.78704,0.84324,0.11701,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,29,5061,0.5001,23,0.78642,0.84305,0.11654,966,DR_primary
cimas_cold,37,C2,FL nonattendance-risk ranking,30,5110,0.505,23,0.78638,0.84255,0.11263,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,1,4970,0.4912,23,0.78688,0.84319,0.11304,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,2,5120,0.506,23,0.78661,0.84293,0.11457,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,3,5142,0.5082,23,0.78651,0.84269,0.1143,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,4,5056,0.4997,23,0.78569,0.84219,0.11123,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,5,5003,0.4944,23,0.78705,0.84322,0.11479,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,6,5017,0.4958,23,0.78651,0.84284,0.11404,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,7,5069,0.5009,23,0.78718,0.84334,0.11804,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,8,5111,0.5051,23,0.78664,0.84303,0.1157,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,9,5017,0.4958,23,0.78651,0.84289,0.11297,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,10,4995,0.4936,23,0.78654,0.84275,0.1141,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,11,5095,0.5035,23,0.78674,0.84287,0.11341,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,12,4987,0.4928,23,0.78615,0.84264,0.11307,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,13,5068,0.5008,23,0.78697,0.84341,0.11522,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,14,5072,0.5012,23,0.78635,0.84261,0.11282,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,15,5016,0.4957,23,0.78646,0.84303,0.11341,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,16,5034,0.4975,23,0.78632,0.84281,0.11476,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,17,5015,0.4956,23,0.78673,0.84325,0.11399,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,18,5009,0.495,23,0.78684,0.84342,0.11259,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,19,5031,0.4972,23,0.78574,0.84269,0.11095,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,20,5038,0.4979,23,0.78678,0.84302,0.11371,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,21,4965,0.4907,23,0.78672,0.84329,0.11745,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,22,5076,0.5016,23,0.78612,0.84271,0.11244,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,23,4979,0.492,23,0.78672,0.84315,0.11799,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,24,4950,0.4892,23,0.7865,0.8434,0.11596,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,25,4994,0.4935,23,0.78667,0.84338,0.11509,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,26,5098,0.5038,23,0.78651,0.84316,0.11497,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,27,5063,0.5003,23,0.7869,0.84311,0.11919,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,28,4974,0.4916,23,0.78704,0.84324,0.11701,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,29,5061,0.5001,23,0.78642,0.84305,0.11654,966,DR_primary
cimas_cold,37,C3,Cross-fitted DR uplift ranking,30,5110,0.505,23,0.78638,0.84255,0.11263,966,DR_primary
