ratio,prox_norm,data_norm,client,round,step,mu
4.040341286069276e-05,8.438280183284239e-06,0.20885067834191753,CIMAS FIFE AVENUE PHARMACY,6,2,0.001
6.120767614531365e-05,1.2533216106736966e-05,0.20476542969842138,CIMAS FIFE AVENUE PHARMACY,6,3,0.001
8.241001345363379e-05,1.6548763143039923e-05,0.200810101218473,CIMAS FIFE AVENUE PHARMACY,6,4,0.001
0.00010400743639481264,2.048735914510554e-05,0.19697975313356866,CIMAS FIFE AVENUE PHARMACY,6,5,0.001
0.0001259967467564987,2.435134925374861e-05,0.19326966672250692,CIMAS FIFE AVENUE PHARMACY,6,6,0.001
0.00014837453891346255,2.8142990084573913e-05,0.18967533305015313,CIMAS FIFE AVENUE PHARMACY,6,7,0.001
0.00017113720251318905,3.1864453702135484e-05,0.18619244228723314,CIMAS FIFE AVENUE PHARMACY,6,8,0.001
0.00019428092547033623,3.551783139241205e-05,0.18281687358873058,CIMAS FIFE AVENUE PHARMACY,6,9,0.001
0.0002178016972967439,3.9105137244179806e-05,0.17954468550766625,CIMAS FIFE AVENUE PHARMACY,6,10,0.001
4.0415376091299954e-05,9.988049283018642e-06,0.24713488402174555,CIMAS FOURTH STREET PHARMACY,6,2,0.001
6.12427134849926e-05,1.483088406566042e-05,0.2421656915854112,CIMAS FOURTH STREET PHARMACY,6,3,0.001
8.247836999470064e-05,1.9577289349607248e-05,0.23736270916684118,CIMAS FOURTH STREET PHARMACY,6,4,0.001
0.00010411848153244667,2.4230372194576517e-05,0.2327192236954162,CIMAS FOURTH STREET PHARMACY,6,5,0.001
0.00012615896768562767,2.8793114659953827e-05,0.22822883848972716,CIMAS FOURTH STREET PHARMACY,6,6,0.001
0.00014859553743230003,3.3268379746701784e-05,0.2238854565996561,CIMAS FOURTH STREET PHARMACY,6,7,0.001
0.0001714236950426197,3.765891702581945e-05,0.21968326500287264,CIMAS FOURTH STREET PHARMACY,6,8,0.001
0.00019463874620568363,4.1967367969706605e-05,0.21561671962969683,CIMAS FOURTH STREET PHARMACY,6,9,0.001
0.00021823580441309337,4.619627100219592e-05,0.21168053118704616,CIMAS FOURTH STREET PHARMACY,6,10,0.001
4.033779306219274e-05,8.39685881454893e-06,0.20816356516090673,CIMAS HCC  MUTARE PHARMACY,6,2,0.001
6.100863890699623e-05,1.2491434849303502e-05,0.2047486236882927,CIMAS HCC  MUTARE PHARMACY,6,3,0.001
8.20077305549509e-05,1.6519502750127068e-05,0.2014383599977547,CIMAS HCC  MUTARE PHARMACY,6,4,0.001
0.00010333020410810111,2.0483009055448947e-05,0.1982286712026641,CIMAS HCC  MUTARE PHARMACY,6,5,0.001
0.00012497114823036787,2.4383825410693652e-05,0.195115638737233,CIMAS HCC  MUTARE PHARMACY,6,6,0.001
0.00014692561333113288,2.822375197393223e-05,0.19209551918169018,CIMAS HCC  MUTARE PHARMACY,6,7,0.001
0.00016918862045431905,3.2004520648200036e-05,0.18916473556116772,CIMAS HCC  MUTARE PHARMACY,6,8,0.001
0.000191755169873697,3.572779814965379e-05,0.18631986909759224,CIMAS HCC  MUTARE PHARMACY,6,9,0.001
0.0002146202493939364,3.939518892031134e-05,0.18355765139384073,CIMAS HCC  MUTARE PHARMACY,6,10,0.001
4.046323903464663e-05,1.1212956552650367e-05,0.2771146556767064,CIMAS HCC CHINHOYI ST. PHARM,6,2,0.001
6.138930265961818e-05,1.663066883971135e-05,0.27090499678620694,CIMAS HCC CHINHOYI ST. PHARM,6,3,0.001
8.277762832245847e-05,2.192808189831796e-05,0.26490348108184,CIMAS HCC CHINHOYI ST. PHARM,6,4,0.001
0.00010462750802853119,2.7109136575070264e-05,0.25910142644014605,CIMAS HCC CHINHOYI ST. PHARM,6,5,0.001
0.00012693809021693068,3.217760981988189e-05,0.2534905776894233,CIMAS HCC CHINHOYI ST. PHARM,6,6,0.001
0.0001497083809661611,3.7137122738705843e-05,0.24806308437134209,CIMAS HCC CHINHOYI ST. PHARM,6,7,0.001
0.00017293724463601388,4.199114822404548e-05,0.242811479461382,CIMAS HCC CHINHOYI ST. PHARM,6,8,0.001
0.0001966234040404345,4.674301818250265e-05,0.23772865906080137,CIMAS HCC CHINHOYI ST. PHARM,6,9,0.001
0.00022076544023602091,5.1395930378582334e-05,0.23280786305879583,CIMAS HCC CHINHOYI ST. PHARM,6,10,0.001
4.0380660296139654e-05,7.639379724071332e-06,0.189184121013535,CIMAS HCC CHITUNGWIZA PHARMACY,6,2,0.001
6.113878048287636e-05,1.1352834945323322e-05,0.18568958778140826,CIMAS HCC CHITUNGWIZA PHARMACY,6,3,0.001
8.227097379390829e-05,1.4998322607548471e-05,0.18230393923766847,CIMAS HCC CHITUNGWIZA PHARMACY,6,4,0.001
0.00010377367179326545,1.8577883376306043e-05,0.17902308991548743,CIMAS HCC CHITUNGWIZA PHARMACY,6,5,0.001
0.00012564312927168953,2.209348144595306e-05,0.17584313264100834,CIMAS HCC CHITUNGWIZA PHARMACY,6,6,0.001
0.00014787542937051235,2.554700792779117e-05,0.17276032966762406,CIMAS HCC CHITUNGWIZA PHARMACY,6,7,0.001
0.0001704664889500246,2.894028406902044e-05,0.16977110426381117,CIMAS HCC CHITUNGWIZA PHARMACY,6,8,0.001
0.00019341206421445194,3.227506431121286e-05,0.1668720327364214,CIMAS HCC CHITUNGWIZA PHARMACY,6,9,0.001
0.00021670775660111917,3.555303919664359e-05,0.16405983687092435,CIMAS HCC CHITUNGWIZA PHARMACY,6,10,0.001
4.0228514399881206e-05,6.814342013865125e-06,0.16939084416911124,ASHBRITTLE   PHARMACY,7,2,0.001
6.0684561846776085e-05,1.0163752229288144e-05,0.16748497344268296,ASHBRITTLE   PHARMACY,7,3,0.001
8.136699293829136e-05,1.3475529278331714e-05,0.16561419798998275,ASHBRITTLE   PHARMACY,7,4,0.001
0.00010227449524480009,1.6750318906503517e-05,0.16377806476982001,ASHBRITTLE   PHARMACY,7,5,0.001
0.00012340559869578077,1.9988758824253334e-05,0.16197610996183068,ASHBRITTLE   PHARMACY,7,6,0.001
0.00014475868130188986,2.3191478548302163e-05,0.16020786000348425,ASHBRITTLE   PHARMACY,7,7,0.001
0.0001663319751830942,2.6359099259744595e-05,0.15847283260316689,ASHBRITTLE   PHARMACY,7,8,0.001
0.00018812357287207218,2.9492233678401304e-05,0.15677053772764893,ASHBRITTLE   PHARMACY,7,9,0.001
0.0002101314338612085,3.259148595288161e-05,0.15510047856242318,ASHBRITTLE   PHARMACY,7,10,0.001
4.01600354657325e-05,8.463684813341834e-06,0.21074893772351552,BALLANTYNE PARK PHARMACY,7,2,0.001
6.047908237126602e-05,1.2645003124370688e-05,0.20908060487337032,BALLANTYNE PARK PHARMACY,7,3,0.001
8.095604015038539e-05,1.6793231983418345e-05,0.2074364303419848,BALLANTYNE PARK PHARMACY,7,4,0.001
0.00010158973546540034,2.090881214132019e-05,0.2058161884715347,BALLANTYNE PARK PHARMACY,7,5,0.001
0.00012237892603711879,2.4992180787030397e-05,0.20421964464249354,BALLANTYNE PARK PHARMACY,7,6,0.001
0.00014332230451998131,2.904377139648096e-05,0.20264655591294803,BALLANTYNE PARK PHARMACY,7,7,0.001
0.00016441850240673682,3.30640135913475e-05,0.20109667164802464,BALLANTYNE PARK PHARMACY,7,8,0.001
0.00018566609394750577,3.7053333007548185e-05,0.19956973413801898,BALLANTYNE PARK PHARMACY,7,9,0.001
0.00020706360006862219,4.101215117328455e-05,0.19806547920393958,BALLANTYNE PARK PHARMACY,7,10,0.001
4.0127868843120636e-05,6.038638620240193e-06,0.15048490723113578,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,2,0.001
6.038196301344219e-05,9.029153731712262e-06,0.14953395486168938,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,3,0.001
8.076072103543864e-05,1.2000838541195585e-05,0.1485974665323938,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,4,0.001
0.00010126266004257357,1.4953962471735212e-05,0.1476749916054759,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,5,0.001
0.00012188637242640473,1.788878736152237e-05,0.146766098665572,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,6,0.001
0.00014263052257021608,2.0805567760174346e-05,0.1458703746242807,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,7,0.001
0.00016349384367039512,2.370455121187914e-05,0.14498742386696653,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,8,0.001
0.00018447513464804225,2.658597852602487e-05,0.1441168674398743,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,9,0.001
0.00020557325715264924,2.94500840359037e-05,0.14325834227569506,CIMAS BORROWDALE OFFICE PARK PHARMACY,7,10,0.001
4.0431297612994294e-05,1.1160481866340517e-05,0.27603570810830536,CIMAS BULAWAYO PHARMACY,7,2,0.001
6.129249265702558e-05,1.6565513565797234e-05,0.2702698625505881,CIMAS BULAWAYO PHARMACY,7,3,0.001
8.258207255976549e-05,2.1858716473712725e-05,0.2646908196436139,CIMAS BULAWAYO PHARMACY,7,4,0.001
0.00010429841608290325,2.7043631351123842e-05,0.2592909112793025,CIMAS BULAWAYO PHARMACY,7,5,0.001
0.00012643979638037687,3.2123654164007906e-05,0.2540628432156619,CIMAS BULAWAYO PHARMACY,7,6,0.001
0.0001490043834843665,3.7102043138247347e-05,0.24899967551719768,CIMAS BULAWAYO PHARMACY,7,7,0.001
0.00017199024630266057,4.198192544318535e-05,0.2440948038954923,CIMAS BULAWAYO PHARMACY,7,8,0.001
0.0001953953542019091,4.676630352162389e-05,0.23934194194452837,CIMAS BULAWAYO PHARMACY,7,9,0.001
0.00021921757824323434,5.145806108382186e-05,0.23473510425667699,CIMAS BULAWAYO PHARMACY,7,10,0.001
4.0255875737372986e-05,6.448559247242923e-06,0.16018926750750503,CIMAS CLINIC -MASVINGO PHARMACY,7,2,0.001
6.076400416038683e-05,9.612014713535556e-06,0.15818599920052348,CIMAS CLINIC -MASVINGO PHARMACY,7,3,0.001
8.152078000496229e-05,1.2736209979713065e-05,0.15623268053786768,CIMAS CLINIC -MASVINGO PHARMACY,7,4,0.001
0.00010252262085189686,1.5822072386836033e-05,0.15432762306859515,CIMAS CLINIC -MASVINGO PHARMACY,7,5,0.001
0.00012376597190159045,1.8870499067121438e-05,0.15246920277995202,CIMAS CLINIC -MASVINGO PHARMACY,7,6,0.001
0.00014524731046753356,2.188235810092688e-05,0.1506558574509243,CIMAS CLINIC -MASVINGO PHARMACY,7,7,0.001
0.00016696315019056922,2.4858489624448165e-05,0.1488860841214068,CIMAS CLINIC -MASVINGO PHARMACY,7,8,0.001
0.00018891004497667894,2.779970689037805e-05,0.14715843667185585,CIMAS CLINIC -MASVINGO PHARMACY,7,9,0.001
0.00021108459266173937,3.070679728367141e-05,0.145471523508486,CIMAS CLINIC -MASVINGO PHARMACY,7,10,0.001
4.0370940748355106e-05,7.415506586542406e-06,0.18368426519375938,CIMAS FIFE AVENUE PHARMACY,7,2,0.001
6.11096837263824e-05,1.1022678844502528e-05,0.1803753214278835,CIMAS FIFE AVENUE PHARMACY,7,3,0.001
8.221290027409084e-05,1.456543551432617e-05,0.17716727503550225,CIMAS FIFE AVENUE PHARMACY,7,4,0.001
0.00010367707456401264,1.804566510464933e-05,0.17405646504336422,CIMAS FIFE AVENUE PHARMACY,7,5,0.001
0.0001254985069195195,2.1465187643405675e-05,0.17103938660538018,CIMAS FIFE AVENUE PHARMACY,7,6,0.001
0.00014767331749168748,2.482575763904091e-05,0.16811268318962463,CIMAS FIFE AVENUE PHARMACY,7,7,0.001
0.000170197450304751,2.8129066894123644e-05,0.16527313919072517,CIMAS FIFE AVENUE PHARMACY,7,8,0.001
0.00019306667767634184,3.137674717931814e-05,0.16251767294570796,CIMAS FIFE AVENUE PHARMACY,7,9,0.001
0.00021627660501504224,3.4570372775265106e-05,0.1598433301320811,CIMAS FIFE AVENUE PHARMACY,7,10,0.001
4.0384519355513495e-05,8.920697338976249e-06,0.22089398317324163,CIMAS FOURTH STREET PHARMACY,7,2,0.001
6.11496956720564e-05,1.3255786850062494e-05,0.2167760068856728,CIMAS FOURTH STREET PHARMACY,7,3,0.001
8.22914727344215e-05,1.7510829728307325e-05,0.21279033108108128,CIMAS FOURTH STREET PHARMACY,7,4,0.001
0.00010380560615037515,2.1688294501228766e-05,0.20893182271688307,CIMAS FOURTH STREET PHARMACY,7,5,0.001
0.00012568766925679406,2.5790554428297806e-05,0.2051955818800713,CIMAS FOURTH STREET PHARMACY,7,6,0.001
0.00014793305930682098,2.981989187686357e-05,0.20157692956930973,CIMAS FOURTH STREET PHARMACY,7,7,0.001
0.00017053700395069902,3.3778502468840665e-05,0.19807139615637775,CIMAS FOURTH STREET PHARMACY,7,8,0.001
0.00019349456801747537,3.766849901088326e-05,0.19467471049358476,CIMAS FOURTH STREET PHARMACY,7,9,0.001
0.00021680066059971687,4.149191522011923e-05,0.191382789634237,CIMAS FOURTH STREET PHARMACY,7,10,0.001
4.029852473560252e-05,7.46756079347649e-06,0.18530605878182752,CIMAS HCC  MUTARE PHARMACY,7,2,0.001
6.089103691880946e-05,1.1119479398612453e-05,0.18261274501596814,CIMAS HCC  MUTARE PHARMACY,7,3,0.001
8.177298864197513e-05,1.4718809311266585e-05,0.17999598101653863,CIMAS HCC  MUTARE PHARMACY,7,4,0.001
0.00010293982863936697,1.8266971617750412e-05,0.1774529048590686,CIMAS HCC  MUTARE PHARMACY,7,5,0.001
0.00012438700926154704,2.1765335638410124e-05,0.1749807778772494,CIMAS HCC  MUTARE PHARMACY,7,6,0.001
0.0001461099931612507,2.5215221177385375e-05,0.17257697869821412,CIMAS HCC  MUTARE PHARMACY,7,7,0.001
0.00016810425968945275,2.8617900660835142e-05,0.17023899759412636,CIMAS HCC  MUTARE PHARMACY,7,8,0.001
0.00019036531100045874,3.197460116966338e-05,0.16796443113307724,CIMAS HCC  MUTARE PHARMACY,7,9,0.001
0.0002128886778651327,3.528650637244665e-05,0.1657509771130292,CIMAS HCC  MUTARE PHARMACY,7,10,0.001
4.044003187918954e-05,1.0075705453400995e-05,0.24915176831465255,CIMAS HCC CHINHOYI ST. PHARM,7,2,0.001
6.131936898237496e-05,1.4952170502219006e-05,0.24384090623171142,CIMAS HCC CHINHOYI ST. PHARM,7,3,0.001
8.263715202044516e-05,1.972559715927816e-05,0.23870131868046318,CIMAS HCC CHINHOYI ST. PHARM,7,4,0.001
0.00010439238928534929,2.4399227905264425e-05,0.23372611808482363,CIMAS HCC CHINHOYI ST. PHARM,7,5,0.001
0.00012658395647424217,2.897617518940594e-05,0.22890874954838478,CIMAS HCC CHINHOYI ST. PHARM,7,6,0.001
0.00014921059619646393,3.34594276967567e-05,0.22424297301715118,CIMAS HCC CHINHOYI ST. PHARM,7,7,0.001
0.00017227091722944385,3.7851856279800755e-05,0.21972284636638173,CIMAS HCC CHINHOYI ST. PHARM,7,8,0.001
0.00019576339358296562,4.21562195721177e-05,0.21534270938275116,CIMAS HCC CHINHOYI ST. PHARM,7,9,0.001
0.00021968636342537508,4.637516930120663e-05,0.2110971686094651,CIMAS HCC CHINHOYI ST. PHARM,7,10,0.001
4.034068490679886e-05,6.648968557002123e-06,0.16482041820468774,CIMAS HCC CHITUNGWIZA PHARMACY,7,2,0.001
6.101825271046112e-05,9.890481003094138e-06,0.16209053133700252,CIMAS HCC CHITUNGWIZA PHARMACY,7,3,0.001
8.202875891028079e-05,1.3078785655646405e-05,0.15944146698539433,CIMAS HCC CHITUNGWIZA PHARMACY,7,4,0.001
0.00010336812248717525,1.6215391810718147e-05,0.15687033314095428,CIMAS HCC CHITUNGWIZA PHARMACY,7,5,0.001
0.00012503213210990347,1.9301755026815036e-05,0.1543743572240195,CIMAS HCC CHITUNGWIZA PHARMACY,7,6,0.001
0.0001470164525684371,2.233927939025125e-05,0.1519508803264871,CIMAS HCC CHITUNGWIZA PHARMACY,7,7,0.001
0.00016931663142496215,2.5329319670454527e-05,0.1495973517621037,CIMAS HCC CHITUNGWIZA PHARMACY,7,8,0.001
0.00019192810587041677,2.8273183371054935e-05,0.1473113239086724,CIMAS HCC CHITUNGWIZA PHARMACY,7,9,0.001
0.00021484620977215953,3.117213268228948e-05,0.14509044732670384,CIMAS HCC CHITUNGWIZA PHARMACY,7,10,0.001
4.0251499369248695e-05,7.271408183457941e-06,0.18064937449294485,ASHBRITTLE   PHARMACY,8,2,0.001
6.0754296227794615e-05,1.0839347960405005e-05,0.17841286350785,ASHBRITTLE   PHARMACY,8,3,0.001
8.15079551962383e-05,1.4363141880028592e-05,0.176217669127485,ASHBRITTLE   PHARMACY,8,4,0.001
0.00010251181005730155,1.7843554007604578e-05,0.17406339813559507,ASHBRITTLE   PHARMACY,8,5,0.001
0.00012376496707727777,2.128134101822821e-05,0.171949635836289,ASHBRITTLE   PHARMACY,8,6,0.001
0.00014526630897229373,2.4677251866363456e-05,0.16987594743024748,ASHBRITTLE   PHARMACY,8,7,0.001
0.0001670144995006421,2.8032027479411296e-05,0.1678418793770868,ASHBRITTLE   PHARMACY,8,8,0.001
0.0001890079886589007,3.1346400474796e-05,0.16584696074072447,ASHBRITTLE   PHARMACY,8,9,0.001
0.00021124501845616229,3.462109490002482e-05,0.16389070451481164,ASHBRITTLE   PHARMACY,8,10,0.001
4.017756161569454e-05,8.723891835621906e-06,0.2171334318161831,BALLANTYNE PARK PHARMACY,8,2,0.001
6.0531554042493145e-05,1.3028132129398815e-05,0.21522877341383087,BALLANTYNE PARK PHARMACY,8,3,0.001
8.106072612185371e-05,1.7294633304839042e-05,0.2133540387837269,BALLANTYNE PARK PHARMACY,8,4,0.001
0.00010176371142195665,2.1523939422265524e-05,0.21150898607675483,BALLANTYNE PARK PHARMACY,8,5,0.001
0.0001226390335395284,2.571659068082445e-05,0.20969335731543912,BALLANTYNE PARK PHARMACY,8,6,0.001
0.00014368511159462179,2.987312316019169e-05,0.2079068793465019,BALLANTYNE PARK PHARMACY,8,7,0.001
0.00016490026588978984,3.3994068577098766e-05,0.20614926479147408,BALLANTYNE PARK PHARMACY,8,8,0.001
0.00018628272370495148,3.807995405655543e-05,0.20442021299231866,BALLANTYNE PARK PHARMACY,8,9,0.001
0.00020783062519931863,4.213130191760748e-05,0.20271941094918866,BALLANTYNE PARK PHARMACY,8,10,0.001
4.010805539955577e-05,5.737271299767707e-06,0.14304536190082284,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,2,0.001
6.032381590597746e-05,8.582682589324704e-06,0.14227685136334767,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,3,0.001
8.064694626122544e-05,1.141280153445936e-05,0.14151560677191524,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,4,0.001
0.00010107712536632345,1.4227768185391508e-05,0.14076150398843723,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,5,0.001
0.00012161404544826161,1.7027720372366533e-05,0.140014422755229,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,6,0.001
0.00014225741126774609,1.9812793767145606e-05,0.13927424652663944,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,7,0.001
0.00016300693936619273,2.2583121942096886e-05,0.13854086230871576,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,8,0.001
0.00018386235735040225,2.5338836426994225e-05,0.1378141605065132,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,9,0.001
0.00020482340321339206,2.808006676362496e-05,0.13709403477868287,CIMAS BORROWDALE OFFICE PARK PHARMACY,8,10,0.001
4.0413298771569924e-05,1.0281440728863275e-05,0.2544073619670982,CIMAS BULAWAYO PHARMACY,8,2,0.001
6.123838017898394e-05,1.5267283168071038e-05,0.24930906277156123,CIMAS BULAWAYO PHARMACY,8,3,0.001
8.247362955323483e-05,2.0154124200562768e-05,0.2443705255818012,CIMAS BULAWAYO PHARMACY,8,4,0.001
0.00010411733550973613,2.494499236602481e-05,0.23958538934846424,CIMAS BULAWAYO PHARMACY,8,5,0.001
0.0001261676913689702,2.9642796073782254e-05,0.23494759832843093,CIMAS BULAWAYO PHARMACY,8,6,0.001
0.00014862279624342962,3.425032935883895e-05,0.23045138582065333,CIMAS BULAWAYO PHARMACY,8,7,0.001
0.00017148065584742108,3.877027733098842e-05,0.2260912587451565,CIMAS BULAWAYO PHARMACY,8,8,0.001
0.0001947391830803045,4.320522133324303e-05,0.22186198303721194,CIMAS BULAWAYO PHARMACY,8,9,0.001
0.0002183961984284107,4.755764382521031e-05,0.2177585698260196,CIMAS BULAWAYO PHARMACY,8,10,0.001
4.022046760322998e-05,5.924494720869372e-06,0.1473004933536276,CIMAS CLINIC -MASVINGO PHARMACY,8,2,0.001
6.065852212728098e-05,8.838441634216553e-06,0.14570815978125343,CIMAS CLINIC -MASVINGO PHARMACY,8,3,0.001
8.131133126682745e-05,1.1721087728973405e-05,0.14415072962598574,CIMAS CLINIC -MASVINGO PHARMACY,8,4,0.001
0.00010217611316906085,1.4573081900733366e-05,0.14262709207406146,CIMAS CLINIC -MASVINGO PHARMACY,8,5,0.001
0.0001232501382913669,1.739505337857275e-05,0.1411361773684208,CIMAS CLINIC -MASVINGO PHARMACY,8,6,0.001
0.00014453073104911027,2.0187612442964017e-05,0.1396769551805868,CIMAS CLINIC -MASVINGO PHARMACY,8,7,0.001
0.00016601527126156084,2.2951351114396043e-05,0.13824843305069007,CIMAS CLINIC -MASVINGO PHARMACY,8,8,0.001
0.0001877011954041211,2.5686843813995356e-05,0.13684965489266876,CIMAS CLINIC -MASVINGO PHARMACY,8,9,0.001
0.00020958599767510806,2.8394647997382775e-05,0.13547969956179534,CIMAS CLINIC -MASVINGO PHARMACY,8,10,0.001
4.0343335220673285e-05,6.638093978174051e-06,0.16454003968349318,CIMAS FIFE AVENUE PHARMACY,8,2,0.001
6.102645380478646e-05,9.873650683354305e-06,0.16179296137603671,CIMAS FIFE AVENUE PHARMACY,8,3,0.001
8.204563726483864e-05,1.3055650744212049e-05,0.15912669069860658,CIMAS FIFE AVENUE PHARMACY,8,4,0.001
0.00010339700472164991,1.618560276638347e-05,0.15653841046900682,CIMAS FIFE AVENUE PHARMACY,8,5,0.001
0.00012507651750565745,1.9264962876440537e-05,0.1540254178852489,CIMAS FIFE AVENUE PHARMACY,8,6,0.001
0.0001470799841173182,2.229513689431537e-05,0.15158511899574098,CIMAS FIFE AVENUE PHARMACY,8,7,0.001
0.00016940306554007103,2.5277482400828636e-05,0.1492150234722254,CIMAS FIFE AVENUE PHARMACY,8,8,0.001
0.00019204128089653048,2.821331070596563e-05,0.14691273966854357,CIMAS FIFE AVENUE PHARMACY,8,9,0.001
0.00021499001343597109,3.1103888723227724e-05,0.14467596994913984,CIMAS FIFE AVENUE PHARMACY,8,10,0.001
4.035882216184885e-05,8.10594195435569e-06,0.20084684141298423,CIMAS FOURTH STREET PHARMACY,8,2,0.001
6.107231303307864e-05,1.2052516093557395e-05,0.1973482826338898,CIMAS FOURTH STREET PHARMACY,8,3,0.001
8.213615358130935e-05,1.5930987335025842e-05,0.19395828317252792,CIMAS FOURTH STREET PHARMACY,8,4,0.001
0.00010354586542472547,1.9743377570798612e-05,0.19067277568075777,CIMAS FOURTH STREET PHARMACY,8,5,0.001
0.00012529681735995365,2.3491633467985328e-05,0.18748787050590748,CIMAS FOURTH STREET PHARMACY,8,6,0.001
0.00014738423218463873,2.7177629803858917e-05,0.18439984658475245,CIMAS FOURTH STREET PHARMACY,8,7,0.001
0.00016980319380805486,3.080317262989133e-05,0.18140514285444573,CIMAS FOURTH STREET PHARMACY,8,8,0.001
0.00019254865463946282,3.437000227434433e-05,0.17850035015149987,CIMAS FOURTH STREET PHARMACY,8,9,0.001
0.00021561544324063604,3.787979619248344e-05,0.17568220357114203,CIMAS FOURTH STREET PHARMACY,8,10,0.001
4.026672568829391e-05,6.775689391213368e-06,0.16827018525579182,CIMAS HCC  MUTARE PHARMACY,8,2,0.001
6.079602222801045e-05,1.0097000573318414e-05,0.16607995397216035,CIMAS HCC  MUTARE PHARMACY,8,3,0.001
8.158376006438565e-05,1.337544818353627e-05,0.16394743479560647,CIMAS HCC  MUTARE PHARMACY,8,4,0.001
0.0001026258400068338,1.6612102585144426e-05,0.16187056382718265,CIMAS HCC  MUTARE PHARMACY,8,5,0.001
0.00012391819803465895,1.9807997124260447e-05,0.15984736252152656,CIMAS HCC  MUTARE PHARMACY,8,6,0.001
0.00014545680982778523,2.2964129667399108e-05,0.15787593371934716,CIMAS HCC  MUTARE PHARMACY,8,7,0.001
0.0001672376950243928,2.608146406563975e-05,0.1559544578860381,CIMAS HCC  MUTARE PHARMACY,8,8,0.001
0.0001892569212078688,2.9160931549308316e-05,0.15408118954487082,CIMAS HCC  MUTARE PHARMACY,8,9,0.001
0.0002115106076260201,3.220343205685692e-05,0.152254453893854,CIMAS HCC  MUTARE PHARMACY,8,10,0.001
4.042118877395794e-05,9.198851616479004e-06,0.22757498964022368,CIMAS HCC CHINHOYI ST. PHARM,8,2,0.001
6.126262519609849e-05,1.3657052481946436e-05,0.22292633458378447,CIMAS HCC CHINHOYI ST. PHARM,8,3,0.001
8.252324271898746e-05,1.8024952569333958e-05,0.21842273734581039,CIMAS HCC CHINHOYI ST. PHARM,8,4,0.001
0.00010420184849133306,2.2305297662192174e-05,0.21405856023799238,CIMAS HCC CHINHOYI ST. PHARM,8,5,0.001
0.00012629712230177384,2.650072707464307e-05,0.20982843149285968,CIMAS HCC CHINHOYI ST. PHARM,8,6,0.001
0.00014880761539829877,3.061377866249948e-05,0.2057272309656907,CIMAS HCC CHINHOYI ST. PHARM,8,7,0.001
0.0001717317492281948,3.464689356623595e-05,0.2017500766279253,CIMAS HCC CHINHOYI ST. PHARM,8,8,0.001
0.00019506781413920003,3.8602420700765675e-05,0.19789231181531083,CIMAS HCC CHINHOYI ST. PHARM,8,9,0.001
0.00021881396807877613,4.2482621006246566e-05,0.19414949319392727,CIMAS HCC CHINHOYI ST. PHARM,8,10,0.001
4.030575875654612e-05,5.91227746689058e-06,0.14668567592541248,CIMAS HCC CHITUNGWIZA PHARMACY,8,2,0.001
6.091314498409922e-05,8.802043467130763e-06,0.14450154345877972,CIMAS HCC CHITUNGWIZA PHARMACY,8,3,0.001
8.181792956291717e-05,1.1649158582364516e-05,0.14237904386723,CIMAS HCC CHITUNGWIZA PHARMACY,8,4,0.001
0.00010301579240182241,1.4454769703814237e-05,0.14031605608033476,CIMAS HCC CHITUNGWIZA PHARMACY,8,5,0.001
0.00012450232943080937,1.721998466257545e-05,0.13831054198986087,CIMAS HCC CHITUNGWIZA PHARMACY,8,6,0.001
0.00014627305970433898,1.9945873796691334e-05,0.13636054265226852,CIMAS HCC CHITUNGWIZA PHARMACY,8,7,0.001
0.00016832343259513206,2.263347144524394e-05,0.1344641746920892,CIMAS HCC CHITUNGWIZA PHARMACY,8,8,0.001
0.00019064883505745815,2.528377737327696e-05,0.13261962689495,CIMAS HCC CHITUNGWIZA PHARMACY,8,9,0.001
0.00021324459893832062,2.7897758131154298e-05,0.13082515697958433,CIMAS HCC CHITUNGWIZA PHARMACY,8,10,0.001
0.0004052661491732536,0.00014136681886571287,0.3488246406814445,ASHBRITTLE   PHARMACY,1,2,0.01
0.000615865164690936,0.00020930594981942102,0.339856776806752,ASHBRITTLE   PHARMACY,1,3,0.01
0.0008318555604981026,0.0002754916122510346,0.3311772203410822,ASHBRITTLE   PHARMACY,1,4,0.01
0.0010532876202862481,0.00033997908030039396,0.322778957762742,ASHBRITTLE   PHARMACY,1,5,0.01
0.001280203372590275,0.0004028221869859977,0.3146548397001604,ASHBRITTLE   PHARMACY,1,6,0.01
0.001512636568653303,0.00046407330983831236,0.3067976270410253,ASHBRITTLE   PHARMACY,1,7,0.01
0.0017506126640087476,0.0005237833645236838,0.2992000316759199,ASHBRITTLE   PHARMACY,1,8,0.01
