seed,condition,round,client_id,n_train,n_test,prevalence,auroc
11,cold_local,25,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,25,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,25,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7817327235772358
11,cold_local,25,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,25,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8676923076923078
11,cold_local,25,WATERSHED PHARMACY,97,25,0.36,0.5416666666666666
11,cold_local,26,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.6339285714285714
11,cold_local,26,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7946428571428572
11,cold_local,26,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7404761904761905
11,cold_local,26,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7970700416088766
11,cold_local,26,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.760845383759733
11,cold_local,26,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7695993031358885
11,cold_local,26,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7946024563671623
11,cold_local,26,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7622061482820975
11,cold_local,26,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8376111111111111
11,cold_local,26,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8062319979052108
11,cold_local,26,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8391148325358851
11,cold_local,26,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7923900462962963
11,cold_local,26,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9372549019607843
11,cold_local,26,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7385416666666667
11,cold_local,26,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,26,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7692307692307693
11,cold_local,26,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6865079365079365
11,cold_local,26,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,26,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,26,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7816310975609755
11,cold_local,26,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,26,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8676923076923078
11,cold_local,26,WATERSHED PHARMACY,97,25,0.36,0.5416666666666666
11,cold_local,27,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.6160714285714286
11,cold_local,27,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7946428571428571
11,cold_local,27,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7416666666666667
11,cold_local,27,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7974167822468793
11,cold_local,27,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7597330367074527
11,cold_local,27,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7687282229965157
11,cold_local,27,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7947034583063995
11,cold_local,27,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7628089210367691
11,cold_local,27,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8376111111111111
11,cold_local,27,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8062319979052108
11,cold_local,27,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8385167464114833
11,cold_local,27,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7925347222222222
11,cold_local,27,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9372549019607843
11,cold_local,27,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7390625000000001
11,cold_local,27,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,27,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7692307692307693
11,cold_local,27,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6878306878306879
11,cold_local,27,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,27,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,27,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7813770325203251
11,cold_local,27,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,27,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,27,WATERSHED PHARMACY,97,25,0.36,0.5416666666666666
11,cold_local,28,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.6160714285714286
11,cold_local,28,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,28,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7380952380952381
11,cold_local,28,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7975901525658807
11,cold_local,28,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.757508342602892
11,cold_local,28,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7687282229965157
11,cold_local,28,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.794683257918552
11,cold_local,28,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7634116937914406
11,cold_local,28,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8377222222222223
11,cold_local,28,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8057083006022518
11,cold_local,28,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8391148325358853
11,cold_local,28,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7928240740740741
11,cold_local,28,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862745
11,cold_local,28,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7380208333333333
11,cold_local,28,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,28,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7692307692307693
11,cold_local,28,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6865079365079365
11,cold_local,28,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,28,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,28,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7815548780487805
11,cold_local,28,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,28,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,28,WATERSHED PHARMACY,97,25,0.36,0.5416666666666666
11,cold_local,29,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.6160714285714286
11,cold_local,29,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,29,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7392857142857143
11,cold_local,29,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7977635228848821
11,cold_local,29,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.757508342602892
11,cold_local,29,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7678571428571428
11,cold_local,29,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7947034583063994
11,cold_local,29,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7631103074141048
11,cold_local,29,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8378333333333333
11,cold_local,29,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8059701492537313
11,cold_local,29,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8397129186602871
11,cold_local,29,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7925347222222222
11,cold_local,29,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862745
11,cold_local,29,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7369791666666666
11,cold_local,29,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,29,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7788461538461539
11,cold_local,29,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6851851851851851
11,cold_local,29,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,29,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,29,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7821900406504064
11,cold_local,29,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,29,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,29,WATERSHED PHARMACY,97,25,0.36,0.5416666666666666
11,cold_local,30,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.6160714285714286
11,cold_local,30,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,30,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7380952380952381
11,cold_local,30,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7979368932038835
11,cold_local,30,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.757508342602892
11,cold_local,30,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7682926829268293
11,cold_local,30,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.794683257918552
11,cold_local,30,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7628089210367691
11,cold_local,30,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8378888888888889
11,cold_local,30,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.805184603299293
11,cold_local,30,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8403110047846889
11,cold_local,30,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7934027777777777
11,cold_local,30,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9388235294117647
11,cold_local,30,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7395833333333334
11,cold_local,30,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,30,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7788461538461539
11,cold_local,30,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6851851851851851
11,cold_local,30,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,30,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,30,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7822662601626017
11,cold_local,30,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,30,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,30,WATERSHED PHARMACY,97,25,0.36,0.5486111111111112
11,cold_local,31,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.6071428571428571
11,cold_local,31,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,31,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.736904761904762
11,cold_local,31,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7978502080443828
11,cold_local,31,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.757508342602892
11,cold_local,31,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7682926829268293
11,cold_local,31,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7947034583063995
11,cold_local,31,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7632610006027727
11,cold_local,31,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.838
11,cold_local,31,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8057083006022518
11,cold_local,31,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.839712918660287
11,cold_local,31,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7932581018518519
11,cold_local,31,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9388235294117647
11,cold_local,31,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.740625
11,cold_local,31,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,31,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7884615384615385
11,cold_local,31,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.683862433862434
11,cold_local,31,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,31,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,31,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7820884146341462
11,cold_local,31,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,31,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,31,WATERSHED PHARMACY,97,25,0.36,0.5486111111111112
11,cold_local,32,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5982142857142857
11,cold_local,32,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,32,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7333333333333333
11,cold_local,32,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7976768377253814
11,cold_local,32,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7563959955506118
11,cold_local,32,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.769163763066202
11,cold_local,32,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7949660633484164
11,cold_local,32,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7632610006027727
11,cold_local,32,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8380555555555556
11,cold_local,32,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8036135113904164
11,cold_local,32,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.839712918660287
11,cold_local,32,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7935474537037037
11,cold_local,32,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862745
11,cold_local,32,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7421875
11,cold_local,32,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,32,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7884615384615385
11,cold_local,32,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6825396825396826
11,cold_local,32,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6923076923076923
11,cold_local,32,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,32,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7823424796747968
11,cold_local,32,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,32,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,32,WATERSHED PHARMACY,97,25,0.36,0.5486111111111112
11,cold_local,33,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5982142857142857
11,cold_local,33,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,33,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7285714285714286
11,cold_local,33,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7977635228848821
11,cold_local,33,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7552836484983315
11,cold_local,33,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.769163763066202
11,cold_local,33,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7949660633484164
11,cold_local,33,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7634116937914406
11,cold_local,33,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8382777777777777
11,cold_local,33,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8030898140874574
11,cold_local,33,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8397129186602871
11,cold_local,33,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7941261574074074
11,cold_local,33,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862746
11,cold_local,33,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7432291666666666
11,cold_local,33,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7142857142857142
11,cold_local,33,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7884615384615385
11,cold_local,33,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6812169312169313
11,cold_local,33,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6923076923076923
11,cold_local,33,MEDICINE CHEST,94,24,0.3333333333333333,0.78125
11,cold_local,33,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.782494918699187
11,cold_local,33,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,33,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,33,WATERSHED PHARMACY,97,25,0.36,0.5486111111111112
11,cold_local,34,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5982142857142857
11,cold_local,34,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,34,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7261904761904763
11,cold_local,34,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7979368932038835
11,cold_local,34,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7541713014460513
11,cold_local,34,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7687282229965157
11,cold_local,34,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7953296703296704
11,cold_local,34,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7628089210367691
11,cold_local,34,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8386666666666667
11,cold_local,34,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8030898140874575
11,cold_local,34,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8409090909090908
11,cold_local,34,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7945601851851851
11,cold_local,34,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862746
11,cold_local,34,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.74375
11,cold_local,34,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7214285714285713
11,cold_local,34,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7884615384615385
11,cold_local,34,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.67989417989418
11,cold_local,34,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6923076923076923
11,cold_local,34,MEDICINE CHEST,94,24,0.3333333333333333,0.7734375
11,cold_local,34,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7823424796747968
11,cold_local,34,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,34,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,34,WATERSHED PHARMACY,97,25,0.36,0.5486111111111112
11,cold_local,35,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5892857142857143
11,cold_local,35,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,35,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7226190476190476
11,cold_local,35,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7985436893203883
11,cold_local,35,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7541713014460513
11,cold_local,35,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7687282229965157
11,cold_local,35,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7956528765352294
11,cold_local,35,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7626582278481012
11,cold_local,35,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8389444444444445
11,cold_local,35,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8030898140874575
11,cold_local,35,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8409090909090908
11,cold_local,35,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.794849537037037
11,cold_local,35,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862746
11,cold_local,35,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7432291666666667
11,cold_local,35,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7214285714285713
11,cold_local,35,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.778846153846154
11,cold_local,35,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.67989417989418
11,cold_local,35,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6923076923076923
11,cold_local,35,MEDICINE CHEST,94,24,0.3333333333333333,0.7734375
11,cold_local,35,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.782520325203252
11,cold_local,35,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,35,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,35,WATERSHED PHARMACY,97,25,0.36,0.5486111111111112
11,cold_local,36,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5803571428571428
11,cold_local,36,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7857142857142857
11,cold_local,36,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7202380952380952
11,cold_local,36,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7984570041608876
11,cold_local,36,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7541713014460513
11,cold_local,36,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7695993031358885
11,cold_local,36,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.796036683904331
11,cold_local,36,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7625075346594333
11,cold_local,36,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8388888888888888
11,cold_local,36,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.802827965435978
11,cold_local,36,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8409090909090909
11,cold_local,36,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7947048611111112
11,cold_local,36,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862745
11,cold_local,36,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7432291666666667
11,cold_local,36,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7214285714285713
11,cold_local,36,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.7884615384615385
11,cold_local,36,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.6812169312169312
11,cold_local,36,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.6965811965811965
11,cold_local,36,MEDICINE CHEST,94,24,0.3333333333333333,0.7734375
11,cold_local,36,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.782520325203252
11,cold_local,36,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.7884615384615384
11,cold_local,36,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.8646153846153846
11,cold_local,36,WATERSHED PHARMACY,97,25,0.36,0.5486111111111112
11,cold_local,37,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5714285714285714
11,cold_local,37,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.7946428571428571
11,cold_local,37,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7166666666666667
11,cold_local,37,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.7985436893203883
11,cold_local,37,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7552836484983315
11,cold_local,37,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7700348432055749
11,cold_local,37,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7962992889463478
11,cold_local,37,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7625075346594333
11,cold_local,37,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8393333333333333
11,cold_local,37,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8020424194815398
11,cold_local,37,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.8403110047846891
11,cold_local,37,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.7944155092592593
11,cold_local,37,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.9380392156862745
11,cold_local,37,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7421875
11,cold_local,37,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7214285714285713
