seed,condition,round,client_id,n_train,n_test,prevalence,auroc
23,cold_fed,13,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7385984427141268
23,cold_fed,13,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7147212543554007
23,cold_fed,13,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7889867485455722
23,cold_fed,13,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7917420132610006
23,cold_fed,13,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8540555555555556
23,cold_fed,13,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8384393820371826
23,cold_fed,13,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7948564593301436
23,cold_fed,13,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8051215277777778
23,cold_fed,13,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8870588235294117
23,cold_fed,13,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7348958333333333
23,cold_fed,13,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7571428571428571
23,cold_fed,13,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6826923076923077
23,cold_fed,13,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7685185185185186
23,cold_fed,13,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,13,MEDICINE CHEST,94,24,0.3333333333333333,0.8515625
23,cold_fed,13,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7697408536585365
23,cold_fed,13,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,13,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7261538461538461
23,cold_fed,13,WATERSHED PHARMACY,97,25,0.36,0.4652777777777778
23,cold_fed,14,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5535714285714286
23,cold_fed,14,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,14,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7428571428571429
23,cold_fed,14,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8414528432732317
23,cold_fed,14,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7408231368186875
23,cold_fed,14,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7155923344947734
23,cold_fed,14,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7893301551389788
23,cold_fed,14,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7920433996383364
23,cold_fed,14,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8541666666666667
23,cold_fed,14,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8397486252945798
23,cold_fed,14,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7948564593301435
23,cold_fed,14,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8059895833333334
23,cold_fed,14,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8870588235294117
23,cold_fed,14,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7375
23,cold_fed,14,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7571428571428571
23,cold_fed,14,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6826923076923077
23,cold_fed,14,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7685185185185186
23,cold_fed,14,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,14,MEDICINE CHEST,94,24,0.3333333333333333,0.8515625
23,cold_fed,14,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7703760162601625
23,cold_fed,14,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,14,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7261538461538461
23,cold_fed,14,WATERSHED PHARMACY,97,25,0.36,0.4652777777777778
23,cold_fed,15,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5535714285714286
23,cold_fed,15,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,15,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7440476190476191
23,cold_fed,15,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8417995839112343
23,cold_fed,15,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7408231368186875
23,cold_fed,15,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7155923344947736
23,cold_fed,15,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7896331609566903
23,cold_fed,15,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7933996383363472
23,cold_fed,15,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8543888888888889
23,cold_fed,15,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8407960199004976
23,cold_fed,15,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7948564593301435
23,cold_fed,15,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8065682870370371
23,cold_fed,15,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8878431372549018
23,cold_fed,15,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7380208333333333
23,cold_fed,15,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7571428571428571
23,cold_fed,15,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6826923076923077
23,cold_fed,15,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7671957671957672
23,cold_fed,15,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,15,MEDICINE CHEST,94,24,0.3333333333333333,0.8515625
23,cold_fed,15,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7707317073170732
23,cold_fed,15,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,15,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7292307692307692
23,cold_fed,15,WATERSHED PHARMACY,97,25,0.36,0.4652777777777778
23,cold_fed,16,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5535714285714286
23,cold_fed,16,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,16,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7440476190476191
23,cold_fed,16,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8417995839112344
23,cold_fed,16,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7408231368186875
23,cold_fed,16,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7168989547038327
23,cold_fed,16,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7900775694893342
23,cold_fed,16,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7941531042796866
23,cold_fed,16,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.855111111111111
23,cold_fed,16,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8421052631578947
23,cold_fed,16,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7954545454545454
23,cold_fed,16,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8065682870370371
23,cold_fed,16,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.888627450980392
23,cold_fed,16,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7390625
23,cold_fed,16,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7571428571428571
23,cold_fed,16,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6826923076923077
23,cold_fed,16,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7685185185185186
23,cold_fed,16,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,16,MEDICINE CHEST,94,24,0.3333333333333333,0.8515625
23,cold_fed,16,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7711382113821138
23,cold_fed,16,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,16,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7292307692307692
23,cold_fed,16,WATERSHED PHARMACY,97,25,0.36,0.4652777777777778
23,cold_fed,17,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5535714285714286
23,cold_fed,17,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,17,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7428571428571429
23,cold_fed,17,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8417128987517337
23,cold_fed,17,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7430478309232481
23,cold_fed,17,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7173344947735192
23,cold_fed,17,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7904613768584356
23,cold_fed,17,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7947558770343581
23,cold_fed,17,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8551666666666666
23,cold_fed,17,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8434145064152919
23,cold_fed,17,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7954545454545454
23,cold_fed,17,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8071469907407407
23,cold_fed,17,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8886274509803922
23,cold_fed,17,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7395833333333333
23,cold_fed,17,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7571428571428571
23,cold_fed,17,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6826923076923077
23,cold_fed,17,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7671957671957672
23,cold_fed,17,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,17,MEDICINE CHEST,94,24,0.3333333333333333,0.8515625
23,cold_fed,17,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7713668699186993
23,cold_fed,17,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,17,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7292307692307692
23,cold_fed,17,WATERSHED PHARMACY,97,25,0.36,0.4652777777777778
23,cold_fed,18,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5535714285714286
23,cold_fed,18,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,18,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7440476190476191
23,cold_fed,18,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8419729542302359
23,cold_fed,18,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7419354838709677
23,cold_fed,18,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7160278745644599
23,cold_fed,18,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7903603749191984
23,cold_fed,18,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7959614225437011
23,cold_fed,18,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8555
23,cold_fed,18,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.845247446975648
23,cold_fed,18,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7960526315789473
23,cold_fed,18,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8080150462962964
23,cold_fed,18,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8901960784313725
23,cold_fed,18,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7411458333333333
23,cold_fed,18,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7571428571428571
23,cold_fed,18,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6826923076923077
23,cold_fed,18,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7711640211640212
23,cold_fed,18,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,18,MEDICINE CHEST,94,24,0.3333333333333333,0.859375
23,cold_fed,18,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7716717479674797
23,cold_fed,18,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,18,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7292307692307692
23,cold_fed,18,WATERSHED PHARMACY,97,25,0.36,0.4722222222222222
23,cold_fed,19,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5535714285714286
23,cold_fed,19,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,19,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7440476190476191
23,cold_fed,19,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8421463245492371
23,cold_fed,19,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7419354838709677
23,cold_fed,19,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7155923344947736
23,cold_fed,19,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7907643826761475
23,cold_fed,19,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7974683544303798
23,cold_fed,19,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8555555555555556
23,cold_fed,19,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8455092956271275
23,cold_fed,19,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7972488038277512
23,cold_fed,19,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8081597222222222
23,cold_fed,19,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8909803921568628
23,cold_fed,19,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7416666666666666
23,cold_fed,19,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7642857142857142
23,cold_fed,19,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6826923076923077
23,cold_fed,19,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7711640211640212
23,cold_fed,19,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,19,MEDICINE CHEST,94,24,0.3333333333333333,0.859375
23,cold_fed,19,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7722815040650408
23,cold_fed,19,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,19,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7292307692307692
23,cold_fed,19,WATERSHED PHARMACY,97,25,0.36,0.4722222222222222
23,cold_fed,20,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5535714285714286
23,cold_fed,20,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,20,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7440476190476191
23,cold_fed,20,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.841626213592233
23,cold_fed,20,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7408231368186874
23,cold_fed,20,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7160278745644599
23,cold_fed,20,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7911279896574014
23,cold_fed,20,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7985232067510548
23,cold_fed,20,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.856
23,cold_fed,20,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8465566902330454
23,cold_fed,20,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.798444976076555
23,cold_fed,20,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8084490740740741
23,cold_fed,20,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8925490196078432
23,cold_fed,20,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7421875
23,cold_fed,20,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7642857142857142
23,cold_fed,20,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6730769230769231
23,cold_fed,20,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7685185185185186
23,cold_fed,20,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,20,MEDICINE CHEST,94,24,0.3333333333333333,0.859375
23,cold_fed,20,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7726117886178862
23,cold_fed,20,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,20,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7323076923076923
23,cold_fed,20,WATERSHED PHARMACY,97,25,0.36,0.4722222222222222
23,cold_fed,21,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5625
23,cold_fed,21,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,21,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7476190476190476
23,cold_fed,21,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8415395284327324
23,cold_fed,21,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.739710789766407
23,cold_fed,21,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7168989547038328
23,cold_fed,21,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7912491919844862
23,cold_fed,21,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.7992766726943943
23,cold_fed,21,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8562777777777777
23,cold_fed,21,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8465566902330454
23,cold_fed,21,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7984449760765551
23,cold_fed,21,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.80859375
23,cold_fed,21,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8941176470588235
23,cold_fed,21,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7416666666666666
23,cold_fed,21,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7642857142857142
23,cold_fed,21,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6730769230769231
23,cold_fed,21,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7671957671957672
23,cold_fed,21,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8376068376068376
23,cold_fed,21,MEDICINE CHEST,94,24,0.3333333333333333,0.8671875
23,cold_fed,21,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7727134146341463
23,cold_fed,21,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.6025641025641025
23,cold_fed,21,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7384615384615385
23,cold_fed,21,WATERSHED PHARMACY,97,25,0.36,0.4722222222222222
23,cold_fed,22,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5625
23,cold_fed,22,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,22,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7464285714285714
23,cold_fed,22,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8411927877947295
23,cold_fed,22,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7408231368186875
23,cold_fed,22,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7164634146341464
23,cold_fed,22,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7915723981900452
23,cold_fed,22,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.8001808318264014
23,cold_fed,22,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8567222222222223
23,cold_fed,22,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.8460329929300864
23,cold_fed,22,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7978468899521531
23,cold_fed,22,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8091724537037037
23,cold_fed,22,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.895686274509804
23,cold_fed,22,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.740625
23,cold_fed,22,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7714285714285714
23,cold_fed,22,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6730769230769231
23,cold_fed,22,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7671957671957672
23,cold_fed,22,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8418803418803419
23,cold_fed,22,MEDICINE CHEST,94,24,0.3333333333333333,0.8671875
23,cold_fed,22,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.773145325203252
23,cold_fed,22,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.608974358974359
23,cold_fed,22,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7384615384615385
23,cold_fed,22,WATERSHED PHARMACY,97,25,0.36,0.4722222222222222
23,cold_fed,23,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5625
23,cold_fed,23,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,23,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7476190476190476
23,cold_fed,23,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8411927877947296
23,cold_fed,23,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7385984427141268
23,cold_fed,23,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7164634146341464
23,cold_fed,23,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7915723981900453
23,cold_fed,23,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.8009342977697408
23,cold_fed,23,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8567222222222223
23,cold_fed,23,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.845771144278607
23,cold_fed,23,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.7978468899521531
23,cold_fed,23,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8097511574074073
23,cold_fed,23,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8941176470588235
23,cold_fed,23,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.740625
23,cold_fed,23,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7714285714285714
23,cold_fed,23,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6634615384615384
23,cold_fed,23,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7685185185185186
23,cold_fed,23,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8418803418803419
23,cold_fed,23,MEDICINE CHEST,94,24,0.3333333333333333,0.8671875
23,cold_fed,23,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7736026422764228
23,cold_fed,23,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.608974358974359
23,cold_fed,23,TRINITY PHARMACY -AVENUES,150,38,0.34210526315789475,0.7384615384615385
23,cold_fed,23,WATERSHED PHARMACY,97,25,0.36,0.4722222222222222
23,cold_fed,24,ASHBRITTLE   PHARMACY,88,22,0.36363636363636365,0.5625
23,cold_fed,24,BALLANTYNE PARK PHARMACY,91,23,0.30434782608695654,0.4375
23,cold_fed,24,CIMAS BORROWDALE OFFICE PARK PHARMACY,230,58,0.5172413793103449,0.7476190476190476
23,cold_fed,24,CIMAS BULAWAYO PHARMACY,858,215,0.5209302325581395,0.8416262135922331
23,cold_fed,24,CIMAS CLINIC -MASVINGO PHARMACY,236,60,0.48333333333333334,0.7385984427141268
23,cold_fed,24,CIMAS FIFE AVENUE PHARMACY,387,97,0.422680412371134,0.7164634146341464
23,cold_fed,24,CIMAS FOURTH STREET PHARMACY,1812,454,0.4008810572687225,0.7917744020685197
23,cold_fed,24,CIMAS HCC  MUTARE PHARMACY,650,163,0.5153374233128835,0.801838456901748
23,cold_fed,24,CIMAS HCC CHINHOYI ST. PHARM,1077,270,0.4444444444444444,0.8567222222222222
23,cold_fed,24,CIMAS HCC CHITUNGWIZA PHARMACY,495,124,0.5403225806451613,0.845771144278607
23,cold_fed,24,CIMAS HCC GWERU PHARMACY,324,82,0.5365853658536586,0.798444976076555
23,cold_fed,24,CIMAS HIGH GLEN PHARMACY,671,168,0.42857142857142855,0.8098958333333334
23,cold_fed,24,CIMAS KWEKWE CLINIC- PHARMACY,302,76,0.32894736842105265,0.8941176470588235
23,cold_fed,24,CIMAS MANRESA - PHARRMACY,351,88,0.45454545454545453,0.7421875
23,cold_fed,24,CLIQUE PHARMACY,94,24,0.4166666666666667,0.7714285714285714
23,cold_fed,24,FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY,82,21,0.38095238095238093,0.6634615384615384
23,cold_fed,24,HEALTHLINK PHARMACY,218,55,0.509090909090909,0.7671957671957672
23,cold_fed,24,KENLINK KENSINGTON PHARMACY,122,31,0.41935483870967744,0.8418803418803419
23,cold_fed,24,MEDICINE CHEST,94,24,0.3333333333333333,0.8671875
23,cold_fed,24,ROWLAND SQUARE PHARMACY,1584,397,0.4836272040302267,0.7740599593495935
23,cold_fed,24,SOMMERDRIFT INV T/A KENLINK THE BRIDGE,96,25,0.48,0.608974358974359
