seed,condition,round,n_providers,mean_auroc,min_auroc,max_auroc,var_auroc,iqr_auroc,q25_auroc,q75_auroc
7,cold_local,8,23,0.7928477926042491,0.5892857142857142,0.9484126984126984,0.008947669725656622,0.11753828504310404,0.736192277157853,0.853730562200957
7,cold_local,9,23,0.792256575085273,0.5803571428571428,0.9497354497354498,0.009167125594581316,0.12051301182235952,0.7364183169408548,0.8569313287632143
7,cold_local,10,23,0.792784744425678,0.5803571428571428,0.9497354497354498,0.009208458214573471,0.11959233103599443,0.7375990532057219,0.8571913842417164
7,cold_local,11,23,0.7931169470430808,0.5803571428571428,0.951058201058201,0.009217393965365686,0.12016148196282095,0.7377580161425483,0.8579194981053693
7,cold_local,12,23,0.7940612778464654,0.5803571428571428,0.951058201058201,0.009140360262613225,0.11924185831254719,0.7387209823725724,0.8579628406851196
7,cold_local,13,23,0.7940003403250719,0.5803571428571428,0.9537037037037036,0.009308638670909137,0.11903849565987912,0.739097715344242,0.8581362110041211
7,cold_local,14,23,0.7928051201063748,0.5803571428571428,0.9523809523809524,0.009273269513662336,0.11723593900418494,0.7403455284552846,0.8575814674594695
7,cold_local,15,23,0.7929132407569214,0.5803571428571428,0.9523809523809524,0.009272040834592848,0.11732855059670955,0.7406386450844616,0.8579671956811712
7,cold_local,16,23,0.7924494952943987,0.5803571428571428,0.9523809523809524,0.009436755547089866,0.11699743711329491,0.7412331480909745,0.8582305852042694
7,cold_local,17,23,0.7928300644950866,0.5803571428571428,0.9523809523809524,0.00964237893899264,0.11692775172439662,0.7416852276569782,0.8586129793813748
7,cold_local,18,23,0.7927566108329495,0.5803571428571428,0.9523809523809524,0.00948746351671461,0.11742446196560108,0.7414042093630702,0.8588286713286712
7,cold_local,19,23,0.792226290411526,0.5803571428571428,0.951058201058201,0.009652634418658006,0.12442460850641801,0.7345351115129597,0.8589597200193777
7,cold_local,20,23,0.7924963261742001,0.5803571428571428,0.951058201058201,0.00943004130457802,0.12497935205106958,0.7345351115129597,0.8595144635640293
7,cold_local,21,23,0.7926991576196067,0.5803571428571428,0.951058201058201,0.009413089825246706,0.12370080326252753,0.7355146172393008,0.8592154205018283
7,cold_local,22,23,0.7925573343365288,0.5714285714285714,0.9497354497354498,0.009564186750378088,0.12442891712618054,0.7355146172393008,0.8599435343654813
7,cold_local,23,23,0.7923615794821801,0.5714285714285714,0.9497354497354498,0.009568673775120327,0.12381714912147701,0.7357406570223026,0.8595578061437796
7,cold_local,24,23,0.7921465227558985,0.5625,0.9497354497354498,0.009739049872114457,0.11999321437305344,0.7394389190275266,0.85943213340058
7,cold_local,25,23,0.7918065557678144,0.5625,0.9484126984126984,0.009611326194585832,0.11896371413206475,0.7397403054048624,0.8587040195369271
7,cold_local,26,23,0.7915599337477073,0.5625,0.9484126984126984,0.009646095082296045,0.12298532285064379,0.7363167828106852,0.859302105661329
7,cold_local,27,23,0.7919869603877696,0.5714285714285714,0.9470899470899472,0.009267325781536244,0.1220329696839132,0.7369700929152149,0.8590030625991281
7,cold_local,28,23,0.7916371795211383,0.5714285714285714,0.9457671957671958,0.009152476416925119,0.12233742487825705,0.7367523228803716,0.8590897477586287
7,cold_local,29,23,0.7919989950164773,0.5714285714285714,0.9457671957671958,0.009123885284649915,0.12490710578173347,0.7334978706929927,0.8584049764747261
7,cold_local,30,23,0.791871638339703,0.5714285714285714,0.9457671957671958,0.009115119053048152,0.125766304520729,0.7332801006581494,0.8590464051788784
