experiment,scenario,scenario_label,round,n_total,n_attend,n_incentivized,participation_rate,incentive_util,active_clients,local_sample_counts,cumulative_records,auroc,pr_auc,ece,brier,comm_cost_params,model_hash,policy_hash,alloc_hash,attend_hash,agg_hash,chain_hash
cimas,C0,No incentive,3,12649,5692,0,0.45,0.0,23,"{""ASHBRITTLE   PHARMACY"": 46, ""BALLANTYNE PARK PHARMACY"": 32, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 136, ""CIMAS BULAWAYO PHARMACY"": 547, ""CIMAS CLINIC -MASVINGO PHARMACY"": 130, ""CIMAS FIFE AVENUE PHARMACY"": 205, ""CIMAS FOURTH STREET PHARMACY"": 910, ""CIMAS HCC  MUTARE PHARMACY"": 420, ""CIMAS HCC CHINHOYI ST. PHARM"": 557, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 354, ""CIMAS HCC GWERU PHARMACY"": 218, ""CIMAS HIGH GLEN PHARMACY"": 354, ""CIMAS KWEKWE CLINIC- PHARMACY"": 126, ""CIMAS MANRESA - PHARRMACY"": 173, ""CLIQUE PHARMACY"": 48, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 37, ""HEALTHLINK PHARMACY"": 139, ""KENLINK KENSINGTON PHARMACY"": 69, ""MEDICINE CHEST"": 41, ""ROWLAND SQUARE PHARMACY"": 976, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 63, ""TRINITY PHARMACY -AVENUES"": 63, ""WATERSHED PHARMACY"": 48}",17193,0.7854,0.8396,0.1165,0.20414,483,91f6d4f60a624722,91f6d4f60a624722,c5a6bfa0da863230,03b131fb287592be,43310638dea0bbfa,be52fba242c66049
cimas,C0,No incentive,4,12649,5732,0,0.4532,0.0,23,"{""ASHBRITTLE   PHARMACY"": 38, ""BALLANTYNE PARK PHARMACY"": 36, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 144, ""CIMAS BULAWAYO PHARMACY"": 562, ""CIMAS CLINIC -MASVINGO PHARMACY"": 147, ""CIMAS FIFE AVENUE PHARMACY"": 202, ""CIMAS FOURTH STREET PHARMACY"": 925, ""CIMAS HCC  MUTARE PHARMACY"": 406, ""CIMAS HCC CHINHOYI ST. PHARM"": 621, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 322, ""CIMAS HCC GWERU PHARMACY"": 208, ""CIMAS HIGH GLEN PHARMACY"": 347, ""CIMAS KWEKWE CLINIC- PHARMACY"": 119, ""CIMAS MANRESA - PHARRMACY"": 192, ""CLIQUE PHARMACY"": 42, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 52, ""HEALTHLINK PHARMACY"": 159, ""KENLINK KENSINGTON PHARMACY"": 67, ""MEDICINE CHEST"": 35, ""ROWLAND SQUARE PHARMACY"": 940, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 65, ""TRINITY PHARMACY -AVENUES"": 62, ""WATERSHED PHARMACY"": 41}",22925,0.78396,0.83829,0.11224,0.20355,483,e3530a3a8c7f7791,e3530a3a8c7f7791,c5a6bfa0da863230,906490fd928fdee0,ef5059e37322c3e1,358731507a8cd042
cimas,C0,No incentive,5,12649,5669,0,0.4482,0.0,23,"{""ASHBRITTLE   PHARMACY"": 35, ""BALLANTYNE PARK PHARMACY"": 30, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 134, ""CIMAS BULAWAYO PHARMACY"": 563, ""CIMAS CLINIC -MASVINGO PHARMACY"": 147, ""CIMAS FIFE AVENUE PHARMACY"": 206, ""CIMAS FOURTH STREET PHARMACY"": 892, ""CIMAS HCC  MUTARE PHARMACY"": 431, ""CIMAS HCC CHINHOYI ST. PHARM"": 581, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 345, ""CIMAS HCC GWERU PHARMACY"": 222, ""CIMAS HIGH GLEN PHARMACY"": 338, ""CIMAS KWEKWE CLINIC- PHARMACY"": 118, ""CIMAS MANRESA - PHARRMACY"": 190, ""CLIQUE PHARMACY"": 52, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 39, ""HEALTHLINK PHARMACY"": 137, ""KENLINK KENSINGTON PHARMACY"": 58, ""MEDICINE CHEST"": 34, ""ROWLAND SQUARE PHARMACY"": 959, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 62, ""TRINITY PHARMACY -AVENUES"": 60, ""WATERSHED PHARMACY"": 36}",28594,0.78397,0.83774,0.11151,0.20346,483,a1cbc3661d3ce84e,a1cbc3661d3ce84e,c5a6bfa0da863230,5c1327bae6e877bf,df8b21a137acb3c6,a1b3479fd87284f4
cimas,C0,No incentive,6,12649,5725,0,0.4526,0.0,23,"{""ASHBRITTLE   PHARMACY"": 43, ""BALLANTYNE PARK PHARMACY"": 39, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 153, ""CIMAS BULAWAYO PHARMACY"": 533, ""CIMAS CLINIC -MASVINGO PHARMACY"": 142, ""CIMAS FIFE AVENUE PHARMACY"": 189, ""CIMAS FOURTH STREET PHARMACY"": 910, ""CIMAS HCC  MUTARE PHARMACY"": 433, ""CIMAS HCC CHINHOYI ST. PHARM"": 607, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 315, ""CIMAS HCC GWERU PHARMACY"": 209, ""CIMAS HIGH GLEN PHARMACY"": 364, ""CIMAS KWEKWE CLINIC- PHARMACY"": 132, ""CIMAS MANRESA - PHARRMACY"": 205, ""CLIQUE PHARMACY"": 45, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 34, ""HEALTHLINK PHARMACY"": 134, ""KENLINK KENSINGTON PHARMACY"": 53, ""MEDICINE CHEST"": 37, ""ROWLAND SQUARE PHARMACY"": 988, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 53, ""TRINITY PHARMACY -AVENUES"": 69, ""WATERSHED PHARMACY"": 38}",34319,0.78434,0.83887,0.11062,0.2029,483,979b33121d1b1cb6,979b33121d1b1cb6,c5a6bfa0da863230,296549b5553508e4,fd6134571922a060,4a345b8bfb1a3786
cimas,C0,No incentive,7,12649,5865,0,0.4637,0.0,23,"{""ASHBRITTLE   PHARMACY"": 42, ""BALLANTYNE PARK PHARMACY"": 34, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 150, ""CIMAS BULAWAYO PHARMACY"": 560, ""CIMAS CLINIC -MASVINGO PHARMACY"": 137, ""CIMAS FIFE AVENUE PHARMACY"": 206, ""CIMAS FOURTH STREET PHARMACY"": 964, ""CIMAS HCC  MUTARE PHARMACY"": 417, ""CIMAS HCC CHINHOYI ST. PHARM"": 614, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 347, ""CIMAS HCC GWERU PHARMACY"": 203, ""CIMAS HIGH GLEN PHARMACY"": 365, ""CIMAS KWEKWE CLINIC- PHARMACY"": 139, ""CIMAS MANRESA - PHARRMACY"": 197, ""CLIQUE PHARMACY"": 57, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 43, ""HEALTHLINK PHARMACY"": 146, ""KENLINK KENSINGTON PHARMACY"": 69, ""MEDICINE CHEST"": 42, ""ROWLAND SQUARE PHARMACY"": 962, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 56, ""TRINITY PHARMACY -AVENUES"": 63, ""WATERSHED PHARMACY"": 52}",40184,0.78613,0.83999,0.11664,0.20399,483,1640e0ca07a46271,1640e0ca07a46271,c5a6bfa0da863230,c998dcf52b422da8,4f858b71a9c847b3,f400554bdf123d5e
cimas,C0,No incentive,8,12649,5679,0,0.449,0.0,23,"{""ASHBRITTLE   PHARMACY"": 36, ""BALLANTYNE PARK PHARMACY"": 31, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 161, ""CIMAS BULAWAYO PHARMACY"": 565, ""CIMAS CLINIC -MASVINGO PHARMACY"": 140, ""CIMAS FIFE AVENUE PHARMACY"": 194, ""CIMAS FOURTH STREET PHARMACY"": 916, ""CIMAS HCC  MUTARE PHARMACY"": 424, ""CIMAS HCC CHINHOYI ST. PHARM"": 566, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 314, ""CIMAS HCC GWERU PHARMACY"": 200, ""CIMAS HIGH GLEN PHARMACY"": 375, ""CIMAS KWEKWE CLINIC- PHARMACY"": 125, ""CIMAS MANRESA - PHARRMACY"": 201, ""CLIQUE PHARMACY"": 45, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 40, ""HEALTHLINK PHARMACY"": 135, ""KENLINK KENSINGTON PHARMACY"": 69, ""MEDICINE CHEST"": 49, ""ROWLAND SQUARE PHARMACY"": 942, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 57, ""TRINITY PHARMACY -AVENUES"": 59, ""WATERSHED PHARMACY"": 35}",45863,0.78467,0.83843,0.11551,0.20399,483,673152380387c212,673152380387c212,c5a6bfa0da863230,daffce0bf2e0bf30,e1a2fbb363f3e823,61e67708866f510f
cimas,C0,No incentive,9,12649,5733,0,0.4532,0.0,23,"{""ASHBRITTLE   PHARMACY"": 41, ""BALLANTYNE PARK PHARMACY"": 37, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 138, ""CIMAS BULAWAYO PHARMACY"": 544, ""CIMAS CLINIC -MASVINGO PHARMACY"": 139, ""CIMAS FIFE AVENUE PHARMACY"": 214, ""CIMAS FOURTH STREET PHARMACY"": 928, ""CIMAS HCC  MUTARE PHARMACY"": 408, ""CIMAS HCC CHINHOYI ST. PHARM"": 621, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 314, ""CIMAS HCC GWERU PHARMACY"": 218, ""CIMAS HIGH GLEN PHARMACY"": 349, ""CIMAS KWEKWE CLINIC- PHARMACY"": 120, ""CIMAS MANRESA - PHARRMACY"": 201, ""CLIQUE PHARMACY"": 43, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 35, ""HEALTHLINK PHARMACY"": 148, ""KENLINK KENSINGTON PHARMACY"": 71, ""MEDICINE CHEST"": 37, ""ROWLAND SQUARE PHARMACY"": 962, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 61, ""TRINITY PHARMACY -AVENUES"": 59, ""WATERSHED PHARMACY"": 45}",51596,0.78471,0.83888,0.1136,0.20354,483,c13b712c048b8f37,c13b712c048b8f37,c5a6bfa0da863230,3445c13dc7523b0f,c594fabaacde26d4,0e13d24be82261a9
cimas,C0,No incentive,10,12649,5757,0,0.4551,0.0,23,"{""ASHBRITTLE   PHARMACY"": 42, ""BALLANTYNE PARK PHARMACY"": 36, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 142, ""CIMAS BULAWAYO PHARMACY"": 569, ""CIMAS CLINIC -MASVINGO PHARMACY"": 141, ""CIMAS FIFE AVENUE PHARMACY"": 218, ""CIMAS FOURTH STREET PHARMACY"": 883, ""CIMAS HCC  MUTARE PHARMACY"": 414, ""CIMAS HCC CHINHOYI ST. PHARM"": 604, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 348, ""CIMAS HCC GWERU PHARMACY"": 219, ""CIMAS HIGH GLEN PHARMACY"": 362, ""CIMAS KWEKWE CLINIC- PHARMACY"": 131, ""CIMAS MANRESA - PHARRMACY"": 216, ""CLIQUE PHARMACY"": 52, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 32, ""HEALTHLINK PHARMACY"": 123, ""KENLINK KENSINGTON PHARMACY"": 68, ""MEDICINE CHEST"": 41, ""ROWLAND SQUARE PHARMACY"": 948, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 68, ""TRINITY PHARMACY -AVENUES"": 59, ""WATERSHED PHARMACY"": 41}",57353,0.7842,0.83873,0.11266,0.20343,483,8d8f3fd567a39df5,8d8f3fd567a39df5,c5a6bfa0da863230,3bfb5998ffea916a,fa1c961e3e1e1128,f1a816b06bed65f6
cimas,C0,No incentive,11,12649,5733,0,0.4532,0.0,23,"{""ASHBRITTLE   PHARMACY"": 42, ""BALLANTYNE PARK PHARMACY"": 40, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 158, ""CIMAS BULAWAYO PHARMACY"": 572, ""CIMAS CLINIC -MASVINGO PHARMACY"": 142, ""CIMAS FIFE AVENUE PHARMACY"": 204, ""CIMAS FOURTH STREET PHARMACY"": 904, ""CIMAS HCC  MUTARE PHARMACY"": 402, ""CIMAS HCC CHINHOYI ST. PHARM"": 658, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 340, ""CIMAS HCC GWERU PHARMACY"": 191, ""CIMAS HIGH GLEN PHARMACY"": 366, ""CIMAS KWEKWE CLINIC- PHARMACY"": 113, ""CIMAS MANRESA - PHARRMACY"": 187, ""CLIQUE PHARMACY"": 42, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 40, ""HEALTHLINK PHARMACY"": 134, ""KENLINK KENSINGTON PHARMACY"": 68, ""MEDICINE CHEST"": 38, ""ROWLAND SQUARE PHARMACY"": 943, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 52, ""TRINITY PHARMACY -AVENUES"": 60, ""WATERSHED PHARMACY"": 37}",63086,0.78505,0.83912,0.11346,0.2033,483,d3a84c89290bf5bc,d3a84c89290bf5bc,c5a6bfa0da863230,cb18f786273d3fd1,89c82bdf1a4161b1,0f581f0c38984097
cimas,C0,No incentive,12,12649,5700,0,0.4506,0.0,23,"{""ASHBRITTLE   PHARMACY"": 35, ""BALLANTYNE PARK PHARMACY"": 37, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 155, ""CIMAS BULAWAYO PHARMACY"": 564, ""CIMAS CLINIC -MASVINGO PHARMACY"": 145, ""CIMAS FIFE AVENUE PHARMACY"": 212, ""CIMAS FOURTH STREET PHARMACY"": 868, ""CIMAS HCC  MUTARE PHARMACY"": 394, ""CIMAS HCC CHINHOYI ST. PHARM"": 602, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 344, ""CIMAS HCC GWERU PHARMACY"": 219, ""CIMAS HIGH GLEN PHARMACY"": 363, ""CIMAS KWEKWE CLINIC- PHARMACY"": 130, ""CIMAS MANRESA - PHARRMACY"": 189, ""CLIQUE PHARMACY"": 40, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 44, ""HEALTHLINK PHARMACY"": 147, ""KENLINK KENSINGTON PHARMACY"": 65, ""MEDICINE CHEST"": 42, ""ROWLAND SQUARE PHARMACY"": 946, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 59, ""TRINITY PHARMACY -AVENUES"": 59, ""WATERSHED PHARMACY"": 41}",68786,0.78491,0.83945,0.11614,0.20422,483,c2ef92d51bb9039b,c2ef92d51bb9039b,c5a6bfa0da863230,04c33867317af550,2991e937adabeded,962ed3c153c8591b
cimas,C0,No incentive,13,12649,5687,0,0.4496,0.0,23,"{""ASHBRITTLE   PHARMACY"": 46, ""BALLANTYNE PARK PHARMACY"": 34, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 157, ""CIMAS BULAWAYO PHARMACY"": 552, ""CIMAS CLINIC -MASVINGO PHARMACY"": 156, ""CIMAS FIFE AVENUE PHARMACY"": 207, ""CIMAS FOURTH STREET PHARMACY"": 886, ""CIMAS HCC  MUTARE PHARMACY"": 407, ""CIMAS HCC CHINHOYI ST. PHARM"": 594, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 340, ""CIMAS HCC GWERU PHARMACY"": 234, ""CIMAS HIGH GLEN PHARMACY"": 336, ""CIMAS KWEKWE CLINIC- PHARMACY"": 127, ""CIMAS MANRESA - PHARRMACY"": 204, ""CLIQUE PHARMACY"": 50, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 34, ""HEALTHLINK PHARMACY"": 145, ""KENLINK KENSINGTON PHARMACY"": 60, ""MEDICINE CHEST"": 39, ""ROWLAND SQUARE PHARMACY"": 922, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 55, ""TRINITY PHARMACY -AVENUES"": 62, ""WATERSHED PHARMACY"": 40}",74473,0.78477,0.83919,0.11343,0.20366,483,8d8f3c38d139214b,8d8f3c38d139214b,c5a6bfa0da863230,02835687261d635e,6271de4d5bc3e986,1a35efd48b1ee608
cimas,C0,No incentive,14,12649,5675,0,0.4487,0.0,23,"{""ASHBRITTLE   PHARMACY"": 43, ""BALLANTYNE PARK PHARMACY"": 36, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 134, ""CIMAS BULAWAYO PHARMACY"": 570, ""CIMAS CLINIC -MASVINGO PHARMACY"": 136, ""CIMAS FIFE AVENUE PHARMACY"": 222, ""CIMAS FOURTH STREET PHARMACY"": 882, ""CIMAS HCC  MUTARE PHARMACY"": 427, ""CIMAS HCC CHINHOYI ST. PHARM"": 585, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 324, ""CIMAS HCC GWERU PHARMACY"": 220, ""CIMAS HIGH GLEN PHARMACY"": 356, ""CIMAS KWEKWE CLINIC- PHARMACY"": 122, ""CIMAS MANRESA - PHARRMACY"": 193, ""CLIQUE PHARMACY"": 42, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 38, ""HEALTHLINK PHARMACY"": 134, ""KENLINK KENSINGTON PHARMACY"": 60, ""MEDICINE CHEST"": 42, ""ROWLAND SQUARE PHARMACY"": 952, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 64, ""TRINITY PHARMACY -AVENUES"": 54, ""WATERSHED PHARMACY"": 39}",80148,0.78476,0.83894,0.11422,0.20366,483,6ad46c6647655e0c,6ad46c6647655e0c,c5a6bfa0da863230,91502148c6570066,46f3fb1719f833d0,c7804b3d7ba53836
cimas,C0,No incentive,15,12649,5749,0,0.4545,0.0,23,"{""ASHBRITTLE   PHARMACY"": 45, ""BALLANTYNE PARK PHARMACY"": 30, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 148, ""CIMAS BULAWAYO PHARMACY"": 593, ""CIMAS CLINIC -MASVINGO PHARMACY"": 145, ""CIMAS FIFE AVENUE PHARMACY"": 200, ""CIMAS FOURTH STREET PHARMACY"": 893, ""CIMAS HCC  MUTARE PHARMACY"": 432, ""CIMAS HCC CHINHOYI ST. PHARM"": 590, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 330, ""CIMAS HCC GWERU PHARMACY"": 229, ""CIMAS HIGH GLEN PHARMACY"": 360, ""CIMAS KWEKWE CLINIC- PHARMACY"": 129, ""CIMAS MANRESA - PHARRMACY"": 180, ""CLIQUE PHARMACY"": 53, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 41, ""HEALTHLINK PHARMACY"": 142, ""KENLINK KENSINGTON PHARMACY"": 66, ""MEDICINE CHEST"": 32, ""ROWLAND SQUARE PHARMACY"": 963, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 60, ""TRINITY PHARMACY -AVENUES"": 54, ""WATERSHED PHARMACY"": 34}",85897,0.78497,0.83877,0.1121,0.2033,483,ffa8f5ca251859ca,ffa8f5ca251859ca,c5a6bfa0da863230,b0c086f7c55739ed,a862f4e82f44f45d,26b236a7ef90da90
cimas,C0,No incentive,16,12649,5784,0,0.4573,0.0,23,"{""ASHBRITTLE   PHARMACY"": 43, ""BALLANTYNE PARK PHARMACY"": 34, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 159, ""CIMAS BULAWAYO PHARMACY"": 533, ""CIMAS CLINIC -MASVINGO PHARMACY"": 146, ""CIMAS FIFE AVENUE PHARMACY"": 200, ""CIMAS FOURTH STREET PHARMACY"": 906, ""CIMAS HCC  MUTARE PHARMACY"": 415, ""CIMAS HCC CHINHOYI ST. PHARM"": 614, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 345, ""CIMAS HCC GWERU PHARMACY"": 218, ""CIMAS HIGH GLEN PHARMACY"": 380, ""CIMAS KWEKWE CLINIC- PHARMACY"": 119, ""CIMAS MANRESA - PHARRMACY"": 199, ""CLIQUE PHARMACY"": 50, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 46, ""HEALTHLINK PHARMACY"": 137, ""KENLINK KENSINGTON PHARMACY"": 70, ""MEDICINE CHEST"": 32, ""ROWLAND SQUARE PHARMACY"": 967, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 59, ""TRINITY PHARMACY -AVENUES"": 71, ""WATERSHED PHARMACY"": 41}",91681,0.78478,0.83903,0.11424,0.20364,483,974471f107077ca2,974471f107077ca2,c5a6bfa0da863230,023f2e28f2b51a14,538ad2ac746a4003,00b39f6095db687c
cimas,C0,No incentive,17,12649,5731,0,0.4531,0.0,23,"{""ASHBRITTLE   PHARMACY"": 45, ""BALLANTYNE PARK PHARMACY"": 28, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 143, ""CIMAS BULAWAYO PHARMACY"": 562, ""CIMAS CLINIC -MASVINGO PHARMACY"": 165, ""CIMAS FIFE AVENUE PHARMACY"": 204, ""CIMAS FOURTH STREET PHARMACY"": 915, ""CIMAS HCC  MUTARE PHARMACY"": 426, ""CIMAS HCC CHINHOYI ST. PHARM"": 623, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 332, ""CIMAS HCC GWERU PHARMACY"": 211, ""CIMAS HIGH GLEN PHARMACY"": 342, ""CIMAS KWEKWE CLINIC- PHARMACY"": 116, ""CIMAS MANRESA - PHARRMACY"": 197, ""CLIQUE PHARMACY"": 45, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 33, ""HEALTHLINK PHARMACY"": 129, ""KENLINK KENSINGTON PHARMACY"": 59, ""MEDICINE CHEST"": 47, ""ROWLAND SQUARE PHARMACY"": 948, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 59, ""TRINITY PHARMACY -AVENUES"": 59, ""WATERSHED PHARMACY"": 43}",97412,0.78524,0.83898,0.11564,0.20392,483,52c09b6c86807d0b,52c09b6c86807d0b,c5a6bfa0da863230,cf2bb771f093691f,ecca168340437faf,77231bc7af6bbdd0
cimas,C0,No incentive,18,12649,5803,0,0.4588,0.0,23,"{""ASHBRITTLE   PHARMACY"": 35, ""BALLANTYNE PARK PHARMACY"": 36, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 149, ""CIMAS BULAWAYO PHARMACY"": 552, ""CIMAS CLINIC -MASVINGO PHARMACY"": 141, ""CIMAS FIFE AVENUE PHARMACY"": 199, ""CIMAS FOURTH STREET PHARMACY"": 909, ""CIMAS HCC  MUTARE PHARMACY"": 446, ""CIMAS HCC CHINHOYI ST. PHARM"": 617, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 344, ""CIMAS HCC GWERU PHARMACY"": 231, ""CIMAS HIGH GLEN PHARMACY"": 373, ""CIMAS KWEKWE CLINIC- PHARMACY"": 124, ""CIMAS MANRESA - PHARRMACY"": 198, ""CLIQUE PHARMACY"": 49, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 43, ""HEALTHLINK PHARMACY"": 143, ""KENLINK KENSINGTON PHARMACY"": 67, ""MEDICINE CHEST"": 35, ""ROWLAND SQUARE PHARMACY"": 947, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 61, ""TRINITY PHARMACY -AVENUES"": 59, ""WATERSHED PHARMACY"": 45}",103215,0.78513,0.83896,0.11219,0.20287,483,2e666a88390fa508,2e666a88390fa508,c5a6bfa0da863230,b58b6238578585a5,dc4a9127aa8f99a6,b051ec43623a93e6
cimas,C0,No incentive,19,12649,5741,0,0.4539,0.0,23,"{""ASHBRITTLE   PHARMACY"": 42, ""BALLANTYNE PARK PHARMACY"": 37, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 149, ""CIMAS BULAWAYO PHARMACY"": 587, ""CIMAS CLINIC -MASVINGO PHARMACY"": 131, ""CIMAS FIFE AVENUE PHARMACY"": 199, ""CIMAS FOURTH STREET PHARMACY"": 934, ""CIMAS HCC  MUTARE PHARMACY"": 429, ""CIMAS HCC CHINHOYI ST. PHARM"": 606, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 326, ""CIMAS HCC GWERU PHARMACY"": 204, ""CIMAS HIGH GLEN PHARMACY"": 364, ""CIMAS KWEKWE CLINIC- PHARMACY"": 134, ""CIMAS MANRESA - PHARRMACY"": 196, ""CLIQUE PHARMACY"": 39, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 45, ""HEALTHLINK PHARMACY"": 126, ""KENLINK KENSINGTON PHARMACY"": 64, ""MEDICINE CHEST"": 33, ""ROWLAND SQUARE PHARMACY"": 925, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 58, ""TRINITY PHARMACY -AVENUES"": 70, ""WATERSHED PHARMACY"": 43}",108956,0.78542,0.83975,0.11654,0.2042,483,b7e4bef43402e37c,b7e4bef43402e37c,c5a6bfa0da863230,0df72659684fc4aa,8bd7417ea9f207c9,076516257d08b261
cimas,C0,No incentive,20,12649,5744,0,0.4541,0.0,23,"{""ASHBRITTLE   PHARMACY"": 36, ""BALLANTYNE PARK PHARMACY"": 34, ""CIMAS BORROWDALE OFFICE PARK PHARMACY"": 166, ""CIMAS BULAWAYO PHARMACY"": 567, ""CIMAS CLINIC -MASVINGO PHARMACY"": 140, ""CIMAS FIFE AVENUE PHARMACY"": 201, ""CIMAS FOURTH STREET PHARMACY"": 912, ""CIMAS HCC  MUTARE PHARMACY"": 422, ""CIMAS HCC CHINHOYI ST. PHARM"": 569, ""CIMAS HCC CHITUNGWIZA PHARMACY"": 341, ""CIMAS HCC GWERU PHARMACY"": 211, ""CIMAS HIGH GLEN PHARMACY"": 335, ""CIMAS KWEKWE CLINIC- PHARMACY"": 127, ""CIMAS MANRESA - PHARRMACY"": 218, ""CLIQUE PHARMACY"": 47, ""FAREPLAN ENTERPRISE P/L T/A CHINHOYI TOWN PHARMACY"": 36, ""HEALTHLINK PHARMACY"": 131, ""KENLINK KENSINGTON PHARMACY"": 60, ""MEDICINE CHEST"": 38, ""ROWLAND SQUARE PHARMACY"": 974, ""SOMMERDRIFT INV T/A KENLINK THE BRIDGE"": 64, ""TRINITY PHARMACY -AVENUES"": 68, ""WATERSHED PHARMACY"": 47}",114700,0.78496,0.83884,0.11569,0.20406,483,a9437b5a35e71cf1,a9437b5a35e71cf1,c5a6bfa0da863230,00a55776880b7adf,d01ac07570d956f6,821a5a0e0dc7cf48
