dataset,attack,f,f_pct,defense,krum_applicable,auroc_mean,auroc_lo95,auroc_hi95,degradation_mean,degradation_lo95,degradation_hi95,bsr_mean,bsr_lo95,bsr_hi95,conv_fail_rate,comm_params_round
cimas,scaled_poison,2,8.7,clipping,True,0.7919959999999999,0.791598,0.7925735,0.0008560000000000123,0.0005080000000000417,0.0013879999999999893,,,,0.0,966
cimas,scaled_poison,2,8.7,coord_median,True,0.790292,0.7898733,0.7907925,0.00010999999999996568,-4.20000000000087e-05,0.0002590499999999323,,,,0.0,966
cimas,scaled_poison,2,8.7,fedavg,True,0.7919959999999999,0.791598,0.7925735,0.0008560000000000123,0.0005080000000000417,0.0013879999999999893,,,,0.0,966
cimas,scaled_poison,2,8.7,krum,True,0.7914420000000001,0.79025265,0.7923247999999999,-0.0005300000000000082,-0.0015900000000000248,0.0,,,,0.0,966
cimas,scaled_poison,2,8.7,trimmed_mean,True,0.792018,0.7916839999999999,0.7923560000000001,4.199999999998649e-05,-0.0002500000000000391,0.0002839999999999859,,,,0.0,966
cimas,scaled_poison,5,21.7,clipping,True,0.7928379999999999,0.792494,0.79317915,0.0016979999999999994,0.001499999999999968,0.0019460000000000254,,,,0.0,966
cimas,scaled_poison,5,21.7,coord_median,True,0.790686,0.790262,0.79111,0.0005039999999999934,0.00023600000000001398,0.0007559999999999789,,,,0.0,966
cimas,scaled_poison,5,21.7,fedavg,True,0.7928379999999999,0.792494,0.79317915,0.0016979999999999994,0.001499999999999968,0.0019460000000000254,,,,0.0,966
cimas,scaled_poison,5,21.7,krum,True,0.7919720000000001,0.7916866499999999,0.79239335,0.0,0.0,0.0,,,,0.0,966
cimas,scaled_poison,5,21.7,trimmed_mean,True,0.79149,0.7909099,0.7920241,-0.00048600000000000867,-0.0009139999999999926,-4.40000000000218e-05,,,,0.0,966
cimas,scaled_poison,7,30.4,clipping,True,0.7929579999999999,0.7925419999999999,0.7933789,0.0018179999999999863,0.001503999999999972,0.002203150000000011,,,,0.0,966
cimas,scaled_poison,7,30.4,coord_median,True,0.791064,0.7906320000000001,0.7915319999999999,0.0008820000000000272,0.0004960000000000297,0.0012540000000000218,,,,0.0,966
cimas,scaled_poison,7,30.4,fedavg,True,0.7929579999999999,0.7925419999999999,0.7933789,0.0018179999999999863,0.001503999999999972,0.002203150000000011,,,,0.0,966
cimas,scaled_poison,7,30.4,krum,True,0.791132,0.789862,0.792126,-0.0008399999999999963,-0.001988000000000012,0.0,,,,0.0,966
cimas,scaled_poison,7,30.4,trimmed_mean,True,0.791256,0.7908519999999999,0.79166,-0.0007200000000000095,-0.0010660000000000114,-0.0003337000000000348,,,,0.0,966
cimas,sign_flip,2,8.7,clipping,True,0.790138,0.7894220000000001,0.79085,-0.0010019999999999918,-0.0017240000000000367,-0.000522349999999962,,,,0.0,966
cimas,sign_flip,2,8.7,coord_median,True,0.790318,0.7899838,0.79064,0.0001359999999999806,-8.32500000000441e-05,0.00035925000000000903,,,,0.0,966
cimas,sign_flip,2,8.7,fedavg,True,0.790138,0.7894220000000001,0.79085,-0.0010019999999999918,-0.0017240000000000367,-0.000522349999999962,,,,0.0,966
cimas,sign_flip,2,8.7,krum,True,0.7914420000000001,0.79025265,0.7923247999999999,-0.0005300000000000082,-0.0015900000000000248,0.0,,,,0.0,966
cimas,sign_flip,2,8.7,trimmed_mean,True,0.79155,0.791114,0.7920419999999999,-0.00042600000000001523,-0.0007661000000000112,-3.20000000000098e-05,,,,0.0,966
cimas,sign_flip,5,21.7,clipping,True,0.7893399999999999,0.7889480000000001,0.7897320000000001,-0.0018000000000000238,-0.002057250000000031,-0.0014940000000000174,,,,0.0,966
cimas,sign_flip,5,21.7,coord_median,True,0.79079,0.789986,0.791516,0.0006079999999999864,-0.00032200000000004447,0.0014680000000000248,,,,0.0,966
cimas,sign_flip,5,21.7,fedavg,True,0.7893399999999999,0.7889480000000001,0.7897320000000001,-0.0018000000000000238,-0.002057250000000031,-0.0014940000000000174,,,,0.0,966
cimas,sign_flip,5,21.7,krum,True,0.7919720000000001,0.7916866499999999,0.79239335,0.0,0.0,0.0,,,,0.0,966
cimas,sign_flip,5,21.7,trimmed_mean,True,0.7907799999999999,0.789624,0.79175445,-0.001195999999999997,-0.002322000000000024,-0.00018799999999998817,,,,0.0,966
cimas,sign_flip,7,30.4,clipping,True,0.7888780000000001,0.7887558,0.7890400000000001,-0.0022620000000000084,-0.0025359999999999606,-0.0020340000000000024,,,,0.0,966
cimas,sign_flip,7,30.4,coord_median,True,0.7910860000000001,0.7904515,0.7916860000000001,0.0009040000000000159,0.0001109999999999673,0.0016760000000000553,,,,0.0,966
cimas,sign_flip,7,30.4,fedavg,True,0.7888780000000001,0.7887558,0.7890400000000001,-0.0022620000000000084,-0.0025359999999999606,-0.0020340000000000024,,,,0.0,966
cimas,sign_flip,7,30.4,krum,True,0.791048,0.7897779999999999,0.792126,-0.0009239999999999915,-0.002072000000000007,0.0,,,,0.0,966
cimas,sign_flip,7,30.4,trimmed_mean,True,0.7908299999999999,0.7899894,0.791654,-0.0011460000000000025,-0.0020740000000000203,-0.0002539999999999987,,,,0.0,966
eicu,alie,1,12.5,clipping,True,0.8892199999999999,0.8870312,0.8919779999999999,-0.0011519999999999974,-0.002740000000000009,0.0012720000000000064,,,,0.0,976
eicu,alie,1,12.5,coord_median,True,0.8926599999999999,0.8911900000000001,0.89413,0.0008520000000000083,-0.0010159999999999503,0.0019433499999999707,,,,0.0,976
eicu,alie,1,12.5,fedavg,True,0.8892199999999999,0.8870312,0.8919779999999999,-0.0011519999999999974,-0.002740000000000009,0.0012720000000000064,,,,0.0,976
eicu,alie,1,12.5,krum,True,0.88127,0.879366,0.883892,-0.002537999999999996,-0.008999999999999985,0.003923999999999994,,,,0.0,976
eicu,alie,1,12.5,trimmed_mean,True,0.8927080000000001,0.89117,0.894612,-0.0013060000000000294,-0.003180400000000016,0.0008119999999999239,,,,0.0,976
eicu,alie,2,25.0,clipping,True,0.889738,0.886232,0.89364025,-0.000633999999999979,-0.0031879999999999465,0.0029446499999999944,,,,0.0,976
eicu,alie,2,25.0,coord_median,True,0.89007,0.88738,0.8934871,-0.0017380000000000173,-0.0041779999999999925,0.0014059999999999518,,,,0.0,976
eicu,alie,2,25.0,fedavg,True,0.889738,0.886232,0.89364025,-0.000633999999999979,-0.0031879999999999465,0.0029446499999999944,,,,0.0,976
eicu,alie,2,25.0,krum,True,0.8851100000000001,0.8816179999999999,0.8897854000000001,0.0013020000000000475,-0.007467999999999919,0.008182000000000045,,,,0.0,976
eicu,alie,2,25.0,trimmed_mean,True,0.8911560000000002,0.889086,0.8938538500000001,-0.002858000000000005,-0.004528000000000021,-0.0003220000000000001,,,,0.0,976
eicu,alie,3,37.5,clipping,True,0.886198,0.88106555,0.8923099999999999,-0.0041739999999999885,-0.009035999999999956,0.0017739999999999644,,,,0.0,976
eicu,alie,3,37.5,coord_median,True,0.8785299999999999,0.8720141499999999,0.88648,-0.01327799999999999,-0.019791999999999966,-0.005678000000000005,,,,0.0,976
eicu,alie,3,37.5,fedavg,True,0.886198,0.88106555,0.8923099999999999,-0.0041739999999999885,-0.009035999999999956,0.0017739999999999644,,,,0.0,976
eicu,alie,3,37.5,krum,False,0.886198,0.88106555,0.8923099999999999,0.0023900000000000254,-0.00382199999999997,0.008602000000000021,,,,0.0,976
eicu,alie,3,37.5,trimmed_mean,True,0.8785299999999999,0.8720141499999999,0.88648,-0.015484000000000008,-0.022248,-0.007768000000000041,,,,0.0,976
eicu,backdoor,1,12.5,clipping,True,0.890938,0.8894086,0.8923765,0.0005660000000000442,-0.00010944999999996927,0.0012860000000000538,0.895636,0.886506,0.9031779999999999,0.0,976
eicu,backdoor,1,12.5,coord_median,True,0.892976,0.8915219999999999,0.8942119999999999,0.0011680000000000134,0.000670000000000015,0.0016584000000000039,0.8837299999999999,0.880556,0.886904,0.0,976
eicu,backdoor,1,12.5,fedavg,True,0.890938,0.8894086,0.8923765,0.0005660000000000442,-0.00010944999999996927,0.0012860000000000538,0.895636,0.886506,0.9031779999999999,0.0,976
eicu,backdoor,1,12.5,krum,True,0.892474,0.8851939999999999,0.8990225000000001,0.008666000000000017,-0.0009219999999999562,0.019389999999999973,0.85754,0.80568555,0.9029879000000001,0.0,976
eicu,backdoor,1,12.5,trimmed_mean,True,0.89391,0.8923656,0.8954934000000001,-0.00010399999999999299,-0.0009219999999999784,0.0007223999999999888,0.8912719999999998,0.884924,0.8980159999999999,0.0,976
eicu,backdoor,2,25.0,clipping,True,0.8905879999999999,0.8897539999999999,0.8913992,0.00021599999999999397,-0.0004559999999999897,0.0008039999999999825,0.912698,0.9111079999999999,0.9146839999999999,0.0,976
eicu,backdoor,2,25.0,coord_median,True,0.89229,0.8907680000000001,0.8938051999999999,0.00048200000000000467,-0.0010420000000000095,0.0019359999999999822,0.8972239999999999,0.89008,0.9043679999999998,0.0,976
eicu,backdoor,2,25.0,fedavg,True,0.8905879999999999,0.8897539999999999,0.8913992,0.00021599999999999397,-0.0004559999999999897,0.0008039999999999825,0.912698,0.9111079999999999,0.9146839999999999,0.0,976
eicu,backdoor,2,25.0,krum,True,0.897418,0.893692,0.9011440000000001,0.013610000000000034,0.0064120000000000175,0.020499250000000024,0.880954,0.856746,0.90344445,0.0,976
eicu,backdoor,2,25.0,trimmed_mean,True,0.893178,0.89160395,0.8943383999999999,-0.0008360000000000367,-0.001415999999999995,-0.000172000000000061,0.9003979999999998,0.894446,0.9063500000000001,0.0,976
eicu,backdoor,3,37.5,clipping,True,0.891322,0.8894052499999999,0.8924920000000001,0.0009500000000000064,-0.00023340000000002183,0.002104000000000017,0.921826,0.91905,0.9246040000000001,0.0,976
eicu,backdoor,3,37.5,coord_median,True,0.892294,0.890526,0.893862,0.00048600000000003084,-0.0008519999999999639,0.0015540000000000109,0.9071440000000001,0.8990001000000001,0.915874,0.0,976
eicu,backdoor,3,37.5,fedavg,True,0.891322,0.8894052499999999,0.8924920000000001,0.0009500000000000064,-0.00023340000000002183,0.002104000000000017,0.921826,0.91905,0.9246040000000001,0.0,976
eicu,backdoor,3,37.5,krum,False,0.891322,0.8894052499999999,0.8924920000000001,0.007514000000000021,0.00021600000000001617,0.014812000000000025,0.921826,0.91905,0.9246040000000001,0.0,976
eicu,backdoor,3,37.5,trimmed_mean,True,0.892294,0.890526,0.893862,-0.0017199999999999882,-0.0032199999999999785,-0.0002880000000000216,0.9071440000000001,0.8990001000000001,0.915874,0.0,976
eicu,label_flip,1,12.5,clipping,True,0.887302,0.8799199999999999,0.8931979999999999,-0.003069999999999995,-0.010580250000000008,0.0029440000000000134,,,,0.0,976
eicu,label_flip,1,12.5,coord_median,True,0.8947799999999999,0.8928240000000001,0.896604,0.0029719999999999747,0.0019160000000000067,0.004663999999999979,,,,0.0,976
eicu,label_flip,1,12.5,fedavg,True,0.887302,0.8799199999999999,0.8931979999999999,-0.003069999999999995,-0.010580250000000008,0.0029440000000000134,,,,0.0,976
eicu,label_flip,1,12.5,krum,True,0.8868960000000001,0.8783735500000001,0.8940024,0.003088000000000024,-0.0043139999999999516,0.014926349999999986,,,,0.0,976
eicu,label_flip,1,12.5,trimmed_mean,True,0.8914399999999999,0.8892875499999999,0.8933439999999999,-0.0025740000000000094,-0.004276000000000013,-0.0008720000000000061,,,,0.0,976
eicu,label_flip,2,25.0,clipping,True,0.8604099999999999,0.846984,0.8738360000000001,-0.029962,-0.042737999999999964,-0.017186000000000035,,,,0.0,976
eicu,label_flip,2,25.0,coord_median,True,0.894098,0.892376,0.89591725,0.002289999999999992,-0.0002180000000000293,0.004798000000000013,,,,0.0,976
eicu,label_flip,2,25.0,fedavg,True,0.8604099999999999,0.846984,0.8738360000000001,-0.029962,-0.042737999999999964,-0.017186000000000035,,,,0.0,976
eicu,label_flip,2,25.0,krum,True,0.893764,0.8873833499999999,0.8991579999999999,0.00995600000000001,0.003594000000000008,0.017134000000000003,,,,0.0,976
eicu,label_flip,2,25.0,trimmed_mean,True,0.8908380000000001,0.8888159999999999,0.89316,-0.0031760000000000234,-0.004978000000000015,-0.0011240000000000583,,,,0.0,976
