dataset,attack,f,f_pct,defense,krum_applicable,seed,auroc,pr_auc,bal_acc,mcc,auc_lc,bsr,convergence_fail,runtime_s,comm_params_per_round,run_id
cimas,random_gauss,7,30.4,coord_median,True,7,0.78991,0.70205,0.72918,0.45975,0.78757,,0,0.37,966,w09
cimas,random_gauss,7,30.4,coord_median,True,11,0.79053,0.70205,0.7286,0.45886,0.7892107142857142,,0,0.359,966,w09
cimas,random_gauss,7,30.4,coord_median,True,19,0.79072,0.70266,0.73295,0.46866,0.7875721428571428,,0,0.36,966,w09
cimas,random_gauss,7,30.4,coord_median,True,23,0.79048,0.70254,0.73266,0.46824,0.7883989285714286,,0,0.35,966,w09
cimas,random_gauss,7,30.4,coord_median,True,37,0.79132,0.70206,0.73121,0.46495,0.7887378571428572,,0,0.354,966,w09
cimas,random_gauss,7,30.4,trimmed_mean,True,7,0.7905,0.7031,0.72852,0.45862,0.7880492857142858,,0,0.365,966,w09
cimas,random_gauss,7,30.4,trimmed_mean,True,11,0.79116,0.70327,0.7307,0.46322,0.7895289285714285,,0,0.384,966,w09
cimas,random_gauss,7,30.4,trimmed_mean,True,19,0.79142,0.70404,0.73274,0.46849,0.7881192857142858,,0,0.399,966,w09
cimas,random_gauss,7,30.4,trimmed_mean,True,23,0.79102,0.70348,0.73201,0.46715,0.7887585714285715,,0,0.36,966,w09
cimas,random_gauss,7,30.4,trimmed_mean,True,37,0.7922,0.70381,0.7315,0.46596,0.7894342857142856,,0,0.355,966,w09
cimas,random_gauss,7,30.4,krum,True,7,0.79047,0.70162,0.73041,0.46334,0.7889439285714285,,0,0.373,966,w09
cimas,random_gauss,7,30.4,krum,True,11,0.7928,0.70599,0.73106,0.4634,0.7908153571428571,,0,0.389,966,w09
cimas,random_gauss,7,30.4,krum,True,19,0.79173,0.70378,0.73078,0.46402,0.7883753571428571,,0,0.367,966,w09
cimas,random_gauss,7,30.4,krum,True,23,0.78909,0.69941,0.72738,0.45867,0.787047142857143,,0,0.363,966,w09
cimas,random_gauss,7,30.4,krum,True,37,0.79157,0.70114,0.73042,0.46394,0.7882425,,0,0.371,966,w09
cimas,random_gauss,7,30.4,clipping,True,7,0.78801,0.70006,0.72817,0.45964,0.7812407142857143,,0,0.36,966,w09
cimas,random_gauss,7,30.4,clipping,True,11,0.77858,0.68485,0.72577,0.45266,0.7548692857142856,,0,0.361,966,w09
cimas,random_gauss,7,30.4,clipping,True,19,0.78526,0.6832,0.72971,0.46617,0.7776810714285715,,0,0.367,966,w09
cimas,random_gauss,7,30.4,clipping,True,23,0.79333,0.7096,0.72738,0.45803,0.7900332142857144,,0,0.351,966,w09
cimas,random_gauss,7,30.4,clipping,True,37,0.77347,0.65991,0.72155,0.44251,0.7694217857142858,,0,0.352,966,w09
cimas,backdoor,2,8.7,fedavg,True,7,0.79123,0.70567,0.73135,0.46488,0.7889928571428572,0.41779,0,0.365,966,w09
cimas,backdoor,2,8.7,fedavg,True,11,0.79175,0.70517,0.72969,0.46143,0.7900921428571428,0.39565,0,0.367,966,w09
cimas,backdoor,2,8.7,fedavg,True,19,0.79111,0.70392,0.72991,0.46275,0.7879760714285714,0.39249,0,0.353,966,w09
cimas,backdoor,2,8.7,fedavg,True,23,0.79143,0.70626,0.72933,0.46192,0.7891560714285714,0.43043,0,0.386,966,w09
cimas,backdoor,2,8.7,fedavg,True,37,0.79111,0.70367,0.73028,0.4647,0.7881803571428572,0.40395,0,0.365,966,w09
cimas,backdoor,2,8.7,coord_median,True,7,0.7901,0.70168,0.72896,0.45905,0.788105,0.38221,0,0.369,966,w09
cimas,backdoor,2,8.7,coord_median,True,11,0.79081,0.70271,0.72946,0.4602,0.7894664285714285,0.38182,0,0.349,966,w09
cimas,backdoor,2,8.7,coord_median,True,19,0.79004,0.70192,0.72969,0.46143,0.7872642857142855,0.38024,0,0.357,966,w09
cimas,backdoor,2,8.7,coord_median,True,23,0.79045,0.70208,0.73034,0.46309,0.7879582142857143,0.37312,0,0.373,966,w09
cimas,backdoor,2,8.7,coord_median,True,37,0.79,0.70024,0.73129,0.4658,0.7872310714285715,0.37826,0,0.405,966,w09
cimas,backdoor,2,8.7,trimmed_mean,True,7,0.79192,0.70547,0.72983,0.46138,0.7895532142857142,0.3751,0,0.489,966,w09
cimas,backdoor,2,8.7,trimmed_mean,True,11,0.79228,0.70537,0.73201,0.46599,0.7905260714285715,0.37431,0,0.448,966,w09
cimas,backdoor,2,8.7,trimmed_mean,True,19,0.79165,0.70443,0.73223,0.46731,0.7883350000000001,0.37036,0,0.432,966,w09
cimas,backdoor,2,8.7,trimmed_mean,True,23,0.79189,0.70507,0.73382,0.47052,0.7891732142857143,0.36561,0,0.449,966,w09
cimas,backdoor,2,8.7,trimmed_mean,True,37,0.79216,0.70498,0.73412,0.47155,0.7891828571428573,0.36798,0,0.454,966,w09
cimas,backdoor,2,8.7,krum,True,7,0.7918,0.70364,0.72722,0.45587,0.7892164285714286,0.37866,0,0.409,966,w09
cimas,backdoor,2,8.7,krum,True,11,0.7928,0.70599,0.73106,0.4634,0.7908153571428571,0.38063,0,0.366,966,w09
cimas,backdoor,2,8.7,krum,True,19,0.79173,0.70378,0.73078,0.46402,0.7883753571428571,0.37984,0,0.362,966,w09
cimas,backdoor,2,8.7,krum,True,23,0.78931,0.69957,0.72825,0.4599,0.7876339285714286,0.3664,0,0.383,966,w09
cimas,backdoor,2,8.7,krum,True,37,0.79157,0.70114,0.73042,0.46394,0.7882425,0.36917,0,0.397,966,w09
cimas,backdoor,2,8.7,clipping,True,7,0.79123,0.70567,0.73135,0.46488,0.7889928571428572,0.41779,0,0.377,966,w09
cimas,backdoor,2,8.7,clipping,True,11,0.79175,0.70517,0.72969,0.46143,0.7900921428571428,0.39565,0,0.357,966,w09
cimas,backdoor,2,8.7,clipping,True,19,0.79111,0.70392,0.72991,0.46275,0.7879760714285714,0.39249,0,0.353,966,w09
cimas,backdoor,2,8.7,clipping,True,23,0.79143,0.70626,0.72933,0.46192,0.7891560714285714,0.43043,0,0.372,966,w09
cimas,backdoor,2,8.7,clipping,True,37,0.79111,0.70367,0.73028,0.4647,0.7881803571428572,0.40395,0,0.368,966,w09
cimas,backdoor,5,21.7,fedavg,True,7,0.79093,0.70626,0.73179,0.4658,0.7889892857142857,0.4502,0,0.387,966,w09
cimas,backdoor,5,21.7,fedavg,True,11,0.79093,0.70662,0.72628,0.45483,0.7898128571428572,0.48063,0,0.382,966,w09
cimas,backdoor,5,21.7,fedavg,True,19,0.79035,0.70464,0.73042,0.46394,0.7877089285714284,0.45375,0,0.393,966,w09
cimas,backdoor,5,21.7,fedavg,True,23,0.79157,0.70563,0.73129,0.4658,0.7889775,0.39565,0,0.364,966,w09
cimas,backdoor,5,21.7,fedavg,True,37,0.78935,0.70401,0.72412,0.45197,0.7875889285714287,0.51739,0,0.393,966,w09
cimas,backdoor,5,21.7,coord_median,True,7,0.79038,0.70245,0.72896,0.45905,0.7881671428571428,0.38538,0,0.376,966,w09
cimas,backdoor,5,21.7,coord_median,True,11,0.79075,0.70256,0.72997,0.46135,0.7894946428571428,0.38063,0,0.394,966,w09
cimas,backdoor,5,21.7,coord_median,True,19,0.79048,0.70221,0.7302,0.4626,0.7875996428571428,0.38696,0,0.397,966,w09
cimas,backdoor,5,21.7,coord_median,True,23,0.7903,0.70202,0.72954,0.46149,0.7878746428571427,0.37233,0,0.36,966,w09
cimas,backdoor,5,21.7,coord_median,True,37,0.79023,0.70011,0.73093,0.46513,0.7873478571428573,0.37747,0,0.396,966,w09
cimas,backdoor,5,21.7,trimmed_mean,True,7,0.79143,0.70505,0.72961,0.46067,0.7891596428571429,0.38379,0,0.391,966,w09
cimas,backdoor,5,21.7,trimmed_mean,True,11,0.79152,0.70395,0.73012,0.46182,0.7898942857142857,0.38024,0,0.378,966,w09
cimas,backdoor,5,21.7,trimmed_mean,True,19,0.79098,0.70326,0.73085,0.46427,0.7879907142857142,0.38617,0,0.41,966,w09
cimas,backdoor,5,21.7,trimmed_mean,True,23,0.79114,0.70367,0.73034,0.46309,0.7885910714285715,0.37036,0,0.365,966,w09
cimas,backdoor,5,21.7,trimmed_mean,True,37,0.79143,0.70286,0.73259,0.4686,0.7884746428571429,0.37431,0,0.387,966,w09
cimas,backdoor,5,21.7,krum,True,7,0.7918,0.70364,0.72722,0.45587,0.7892164285714286,0.37866,0,0.391,966,w09
cimas,backdoor,5,21.7,krum,True,11,0.7928,0.70599,0.73106,0.4634,0.7908153571428571,0.38063,0,0.386,966,w09
cimas,backdoor,5,21.7,krum,True,19,0.79173,0.70378,0.73078,0.46402,0.7883753571428571,0.37984,0,0.419,966,w09
cimas,backdoor,5,21.7,krum,True,23,0.79196,0.70389,0.72976,0.46167,0.7889867857142858,0.37115,0,0.38,966,w09
cimas,backdoor,5,21.7,krum,True,37,0.79157,0.70114,0.73042,0.46394,0.7882425,0.36917,0,0.412,966,w09
cimas,backdoor,5,21.7,clipping,True,7,0.79093,0.70626,0.73179,0.4658,0.7889892857142857,0.4502,0,0.375,966,w09
cimas,backdoor,5,21.7,clipping,True,11,0.79093,0.70662,0.72628,0.45483,0.7898128571428572,0.48063,0,0.377,966,w09
cimas,backdoor,5,21.7,clipping,True,19,0.79035,0.70464,0.73042,0.46394,0.7877089285714284,0.45375,0,0.39,966,w09
cimas,backdoor,5,21.7,clipping,True,23,0.79157,0.70563,0.73129,0.4658,0.7889775,0.39565,0,0.374,966,w09
cimas,backdoor,5,21.7,clipping,True,37,0.78935,0.70401,0.72412,0.45197,0.7875889285714287,0.51739,0,0.395,966,w09
cimas,backdoor,7,30.4,fedavg,True,7,0.79113,0.70603,0.73288,0.46784,0.7890175,0.42964,0,0.362,966,w09
cimas,backdoor,7,30.4,fedavg,True,11,0.79076,0.70641,0.72701,0.45619,0.7897085714285714,0.48656,0,0.398,966,w09
cimas,backdoor,7,30.4,fedavg,True,19,0.79012,0.70436,0.72926,0.46166,0.7875732142857143,0.46047,0,0.377,966,w09
cimas,backdoor,7,30.4,fedavg,True,23,0.79144,0.70652,0.72969,0.46259,0.7891628571428572,0.43043,0,0.378,966,w09
cimas,backdoor,7,30.4,fedavg,True,37,0.78913,0.70373,0.72368,0.45104,0.7874814285714286,0.52292,0,0.453,966,w09
cimas,backdoor,7,30.4,coord_median,True,7,0.79059,0.70259,0.72939,0.45997,0.7883646428571429,0.38419,0,0.366,966,w09
cimas,backdoor,7,30.4,coord_median,True,11,0.79118,0.70329,0.73027,0.4623,0.7896625,0.38577,0,0.396,966,w09
cimas,backdoor,7,30.4,coord_median,True,19,0.79017,0.70134,0.73129,0.4652,0.7873607142857141,0.38656,0,0.383,966,w09
cimas,backdoor,7,30.4,coord_median,True,23,0.79058,0.70254,0.73027,0.46343,0.7882499999999998,0.37708,0,0.381,966,w09
cimas,backdoor,7,30.4,coord_median,True,37,0.7902,0.69971,0.72991,0.46275,0.7873710714285715,0.38024,0,0.434,966,w09
cimas,backdoor,7,30.4,trimmed_mean,True,7,0.79098,0.70355,0.72838,0.45815,0.788717857142857,0.38379,0,0.362,966,w09
cimas,backdoor,7,30.4,trimmed_mean,True,11,0.79117,0.70318,0.72976,0.46114,0.7896639285714286,0.38656,0,0.395,966,w09
cimas,backdoor,7,30.4,trimmed_mean,True,19,0.79037,0.70191,0.7315,0.46537,0.7874357142857142,0.3913,0,0.381,966,w09
cimas,backdoor,7,30.4,trimmed_mean,True,23,0.7912,0.70398,0.73041,0.46334,0.7886053571428572,0.37747,0,0.378,966,w09
cimas,backdoor,7,30.4,trimmed_mean,True,37,0.79098,0.70203,0.73122,0.46554,0.7880671428571429,0.37945,0,0.418,966,w09
cimas,backdoor,7,30.4,krum,True,7,0.78973,0.70058,0.73092,0.46452,0.7883596428571428,0.38261,0,0.406,966,w09
cimas,backdoor,7,30.4,krum,True,11,0.7928,0.70599,0.73106,0.4634,0.7908153571428571,0.38063,0,0.412,966,w09
cimas,backdoor,7,30.4,krum,True,19,0.79173,0.70378,0.73078,0.46402,0.7883753571428571,0.37984,0,0.398,966,w09
cimas,backdoor,7,30.4,krum,True,23,0.78914,0.69953,0.72694,0.45773,0.7872475000000001,0.37549,0,0.391,966,w09
cimas,backdoor,7,30.4,krum,True,37,0.79157,0.70114,0.73042,0.46394,0.7882425,0.36917,0,0.42,966,w09
cimas,backdoor,7,30.4,clipping,True,7,0.79113,0.70603,0.73288,0.46784,0.7890175,0.42964,0,0.38,966,w09
cimas,backdoor,7,30.4,clipping,True,11,0.79076,0.70641,0.72701,0.45619,0.7897085714285714,0.48656,0,0.387,966,w09
cimas,backdoor,7,30.4,clipping,True,19,0.79012,0.70436,0.72926,0.46166,0.7875732142857143,0.46047,0,0.379,966,w09
cimas,backdoor,7,30.4,clipping,True,23,0.79144,0.70652,0.72969,0.46259,0.7891628571428572,0.43043,0,0.378,966,w09
cimas,backdoor,7,30.4,clipping,True,37,0.78913,0.70373,0.72368,0.45104,0.7874814285714286,0.52292,0,0.411,966,w09
