label,n,adh_n_pos,adh_prevalence,adh_pr_auc,adh_pr_lift,adh_auroc,adh_brier,adh_ece,adh_mcc,adh_balanced_acc,adh_cal_slope,adh_cal_intercept,adh_precision_25pct,adh_recall_25pct,adh_lift_25pct,adh_precision_50pct,adh_recall_50pct,adh_lift_50pct,adh_precision_66pct,adh_recall_66pct,adh_lift_66pct,risk_n_pos,risk_prevalence,risk_pr_auc,risk_pr_lift,risk_auroc,risk_brier,risk_ece,risk_mcc,risk_balanced_acc,risk_cal_slope,risk_cal_intercept,risk_precision_25pct,risk_recall_25pct,risk_lift_25pct,risk_precision_50pct,risk_recall_50pct,risk_lift_50pct,risk_precision_66pct,risk_recall_66pct,risk_lift_66pct,auroc,mode,test_client,seed,fl_method
CentralLOCO_CIMAS FOURTH STREET PHARMACY_s19,2266,906,0.39982347749338043,0.6928594436000455,1.732913354522851,0.817159297493832,0.1701788576447274,0.035750601340297866,0.4975391481166984,0.7519721464744837,1.0833555724227133,-0.20273251537711165,0.7173144876325088,0.4481236203090508,1.794077956926341,0.6434245366284201,0.804635761589404,1.609271523178808,0.5698996655518395,0.9403973509933775,1.4253781922080222,1360,0.6001765225066196,0.8857012030374503,1.4757345044726928,0.817159297493832,0.1701788576447274,0.035750601340297845,0.4975391481166984,0.7519721464744837,1.0833555724227133,0.20273251537711168,0.9664310954063604,0.4022058823529412,1.6102447516108918,0.8437775816416593,0.7029411764705882,1.4058823529411766,0.7424749163879598,0.8161764705882353,1.237094235687586,0.817159297493832,central_loco,CIMAS FOURTH STREET PHARMACY,19,
CentralLOCO_CIMAS FOURTH STREET PHARMACY_s23,2266,906,0.39982347749338043,0.6928594436000455,1.732913354522851,0.817159297493832,0.1701788576447274,0.035750601340297866,0.4975391481166984,0.7519721464744837,1.0833555724227133,-0.20273251537711165,0.7173144876325088,0.4481236203090508,1.794077956926341,0.6434245366284201,0.804635761589404,1.609271523178808,0.5698996655518395,0.9403973509933775,1.4253781922080222,1360,0.6001765225066196,0.8857012030374503,1.4757345044726928,0.817159297493832,0.1701788576447274,0.035750601340297845,0.4975391481166984,0.7519721464744837,1.0833555724227133,0.20273251537711168,0.9664310954063604,0.4022058823529412,1.6102447516108918,0.8437775816416593,0.7029411764705882,1.4058823529411766,0.7424749163879598,0.8161764705882353,1.237094235687586,0.817159297493832,central_loco,CIMAS FOURTH STREET PHARMACY,23,
CentralLOCO_CIMAS FOURTH STREET PHARMACY_s37,2266,906,0.39982347749338043,0.6928594436000455,1.732913354522851,0.817159297493832,0.1701788576447274,0.035750601340297866,0.4975391481166984,0.7519721464744837,1.0833555724227133,-0.20273251537711165,0.7173144876325088,0.4481236203090508,1.794077956926341,0.6434245366284201,0.804635761589404,1.609271523178808,0.5698996655518395,0.9403973509933775,1.4253781922080222,1360,0.6001765225066196,0.8857012030374503,1.4757345044726928,0.817159297493832,0.1701788576447274,0.035750601340297845,0.4975391481166984,0.7519721464744837,1.0833555724227133,0.20273251537711168,0.9664310954063604,0.4022058823529412,1.6102447516108918,0.8437775816416593,0.7029411764705882,1.4058823529411766,0.7424749163879598,0.8161764705882353,1.237094235687586,0.817159297493832,central_loco,CIMAS FOURTH STREET PHARMACY,37,
CentralLOCO_CIMAS HCC  MUTARE PHARMACY_s7,813,419,0.5153751537515375,0.7401250976306254,1.4360899865720727,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,-0.2578961569663474,0.7389162561576355,0.35799522673031026,1.4337444302056268,0.7142857142857143,0.6921241050119332,1.3859529491987725,0.6921641791044776,0.8854415274463007,1.3430297795034374,394,0.48462484624846247,0.8169332653587889,1.6857023978088714,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,0.2578961569663474,0.9064039408866995,0.467005076142132,1.8703208221849916,0.6847290640394089,0.7055837563451777,1.4129054037158362,0.6044776119402985,0.8223350253807107,1.2473104023032047,0.7826526779981342,central_loco,CIMAS HCC  MUTARE PHARMACY,7,
CentralLOCO_CIMAS HCC  MUTARE PHARMACY_s11,813,419,0.5153751537515375,0.7401250976306254,1.4360899865720727,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,-0.2578961569663474,0.7389162561576355,0.35799522673031026,1.4337444302056268,0.7142857142857143,0.6921241050119332,1.3859529491987725,0.6921641791044776,0.8854415274463007,1.3430297795034374,394,0.48462484624846247,0.8169332653587889,1.6857023978088714,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,0.2578961569663474,0.9064039408866995,0.467005076142132,1.8703208221849916,0.6847290640394089,0.7055837563451777,1.4129054037158362,0.6044776119402985,0.8223350253807107,1.2473104023032047,0.7826526779981342,central_loco,CIMAS HCC  MUTARE PHARMACY,11,
CentralLOCO_CIMAS HCC  MUTARE PHARMACY_s19,813,419,0.5153751537515375,0.7401250976306254,1.4360899865720727,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,-0.2578961569663474,0.7389162561576355,0.35799522673031026,1.4337444302056268,0.7142857142857143,0.6921241050119332,1.3859529491987725,0.6921641791044776,0.8854415274463007,1.3430297795034374,394,0.48462484624846247,0.8169332653587889,1.6857023978088714,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,0.2578961569663474,0.9064039408866995,0.467005076142132,1.8703208221849916,0.6847290640394089,0.7055837563451777,1.4129054037158362,0.6044776119402985,0.8223350253807107,1.2473104023032047,0.7826526779981342,central_loco,CIMAS HCC  MUTARE PHARMACY,19,
CentralLOCO_CIMAS HCC  MUTARE PHARMACY_s23,813,419,0.5153751537515375,0.7401250976306254,1.4360899865720727,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,-0.2578961569663474,0.7389162561576355,0.35799522673031026,1.4337444302056268,0.7142857142857143,0.6921241050119332,1.3859529491987725,0.6921641791044776,0.8854415274463007,1.3430297795034374,394,0.48462484624846247,0.8169332653587889,1.6857023978088714,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,0.2578961569663474,0.9064039408866995,0.467005076142132,1.8703208221849916,0.6847290640394089,0.7055837563451777,1.4129054037158362,0.6044776119402985,0.8223350253807107,1.2473104023032047,0.7826526779981342,central_loco,CIMAS HCC  MUTARE PHARMACY,23,
CentralLOCO_CIMAS HCC  MUTARE PHARMACY_s37,813,419,0.5153751537515375,0.7401250976306254,1.4360899865720727,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,-0.2578961569663474,0.7389162561576355,0.35799522673031026,1.4337444302056268,0.7142857142857143,0.6921241050119332,1.3859529491987725,0.6921641791044776,0.8854415274463007,1.3430297795034374,394,0.48462484624846247,0.8169332653587889,1.6857023978088714,0.7826526779981342,0.1812893924349481,0.048491222475773164,0.4907138474827556,0.733481337000109,1.074031939228148,0.2578961569663474,0.9064039408866995,0.467005076142132,1.8703208221849916,0.6847290640394089,0.7055837563451777,1.4129054037158362,0.6044776119402985,0.8223350253807107,1.2473104023032047,0.7826526779981342,central_loco,CIMAS HCC  MUTARE PHARMACY,37,
CentralLOCO_CIMAS HCC CHINHOYI ST. PHARM_s7,1347,598,0.44394951744617667,0.7253676608864451,1.633896721093715,0.8223718581296802,0.1675817676302656,0.038553588515869666,0.5194545004606137,0.7598559506320579,1.0537395495107171,-0.13286402273202388,0.7559523809523809,0.42474916387959866,1.7027890587673196,0.6939078751857355,0.7809364548494984,1.5630332907611801,0.6344206974128234,0.9431438127090301,1.4290379254432661,749,0.5560504825538233,0.8711339784633776,1.5666454859681838,0.8223718581296803,0.1675817676302656,0.038553588515869666,0.5194545004606137,0.7598559506320579,1.0537395495107171,0.1328640227320239,0.9613095238095238,0.43124165554072097,1.7288169940873548,0.8053491827637445,0.7236315086782377,1.4483382499102322,0.7052868391451068,0.8371161548731643,1.268386344897809,0.8223718581296802,central_loco,CIMAS HCC CHINHOYI ST. PHARM,7,
CentralLOCO_CIMAS HCC CHINHOYI ST. PHARM_s11,1347,598,0.44394951744617667,0.7253676608864451,1.633896721093715,0.8223718581296802,0.1675817676302656,0.038553588515869666,0.5194545004606137,0.7598559506320579,1.0537395495107171,-0.13286402273202388,0.7559523809523809,0.42474916387959866,1.7027890587673196,0.6939078751857355,0.7809364548494984,1.5630332907611801,0.6344206974128234,0.9431438127090301,1.4290379254432661,749,0.5560504825538233,0.8711339784633776,1.5666454859681838,0.8223718581296803,0.1675817676302656,0.038553588515869666,0.5194545004606137,0.7598559506320579,1.0537395495107171,0.1328640227320239,0.9613095238095238,0.43124165554072097,1.7288169940873548,0.8053491827637445,0.7236315086782377,1.4483382499102322,0.7052868391451068,0.8371161548731643,1.268386344897809,0.8223718581296802,central_loco,CIMAS HCC CHINHOYI ST. PHARM,11,
CentralLOCO_CIMAS HCC CHINHOYI ST. PHARM_s19,1347,598,0.44394951744617667,0.7253676608864451,1.633896721093715,0.8223718581296802,0.1675817676302656,0.038553588515869666,0.5194545004606137,0.7598559506320579,1.0537395495107171,-0.13286402273202388,0.7559523809523809,0.42474916387959866,1.7027890587673196,0.6939078751857355,0.7809364548494984,1.5630332907611801,0.6344206974128234,0.9431438127090301,1.4290379254432661,749,0.5560504825538233,0.8711339784633776,1.5666454859681838,0.8223718581296803,0.1675817676302656,0.038553588515869666,0.5194545004606137,0.7598559506320579,1.0537395495107171,0.1328640227320239,0.9613095238095238,0.43124165554072097,1.7288169940873548,0.8053491827637445,0.7236315086782377,1.4483382499102322,0.7052868391451068,0.8371161548731643,1.268386344897809,0.8223718581296802,central_loco,CIMAS HCC CHINHOYI ST. PHARM,19,
