pr_auc,auroc,mcc,bal_acc,sens,spec,brier,ece,model,outcome,site_test,seed,fold,n_test,n_pos_test
0.1574655621199232,0.5068181818181818,0.0,0.5,0.0,1.0,0.13211715589448178,0.13376500682095302,FL-FedAvg,Y6-base,A,11,0,63,8
0.4784090909090909,0.6428571428571428,0.0,0.5,0.0,1.0,0.1704848725690461,0.1379455855289946,FL-FedAvg,Y6-base,B,11,0,18,4
0.2505676071618408,0.5579710144927535,0.0,0.5,0.0,1.0,0.14089274656536965,0.12161178685969332,FL-FedProx,Y6-base,all,11,0,81,12
0.1574655621199232,0.5068181818181818,0.0,0.5,0.0,1.0,0.1323962553650925,0.13493295030624683,FL-FedProx,Y6-base,A,11,0,63,8
0.4784090909090909,0.6428571428571428,0.0,0.5,0.0,1.0,0.17063046576633958,0.13890814201536422,FL-FedProx,Y6-base,B,11,0,18,4
0.17753122659352222,0.4625603864734299,0.0,0.5,0.0,1.0,0.15383112910946192,0.14461450411187857,FL-FedAvg-E,Y6-base,all,11,0,81,12
0.17424883524846302,0.46590909090909094,0.0,0.5,0.0,1.0,0.14914112794837317,0.18162017123335572,FL-FedAvg-E,Y6-base,A,11,0,63,8
0.44734848484848483,0.5535714285714286,0.0,0.5,0.0,1.0,0.17024613317327247,0.03255957661594037,FL-FedAvg-E,Y6-base,B,11,0,18,4
0.1569470253126412,0.487012987012987,-0.03531357254851617,0.4746753246753247,0.36363636363636365,0.5857142857142857,0.2627146211460675,0.295906730236754,LR-local-A,Y6-base,all,11,1,81,11
0.13560360029404678,0.41363636363636364,-0.12603755744009754,0.4068181818181818,0.25,0.5636363636363636,0.2822980900252175,0.33097773147053017,LR-local-A,Y6-base,A,11,1,63,8
0.3611111111111111,0.6888888888888889,0.2548235957188128,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.19417248006904236,0.2183951396863042,LR-local-A,Y6-base,B,11,1,18,3
0.2174442286596423,0.5337662337662338,-0.03531357254851617,0.4746753246753247,0.36363636363636365,0.5857142857142857,0.24031917237593498,0.3242573633269671,EN-compact,Y6-base,all,11,1,81,11
0.2400656951589028,0.48863636363636365,-0.055271767544800184,0.46136363636363636,0.25,0.6727272727272727,0.22031939458647104,0.30629709943301586,EN-compact,Y6-base,A,11,1,63,8
0.2777777777777778,0.6,-0.05547001962252291,0.4666666666666667,0.6666666666666666,0.26666666666666666,0.3103183946390587,0.4086818707295016,EN-compact,Y6-base,B,11,1,18,3
0.1608715146131498,0.4974025974025974,-0.03531357254851617,0.4746753246753247,0.36363636363636365,0.5857142857142857,0.2435150524009736,0.32095854686786823,EN-full,Y6-base,all,11,1,81,11
0.14937613714787626,0.44772727272727275,-0.055271767544800184,0.46136363636363636,0.25,0.6727272727272727,0.22651190063698004,0.3008179969036335,EN-full,Y6-base,A,11,1,63,8
0.22883597883597884,0.5333333333333333,-0.05547001962252291,0.4666666666666667,0.6666666666666666,0.26666666666666666,0.30302608357495103,0.3914504717426902,EN-full,Y6-base,B,11,1,18,3
0.17114333204530524,0.474025974025974,0.0759768009261234,0.5240259740259741,0.09090909090909091,0.9571428571428572,0.1489598129122264,0.15415031034008617,GBM-full,Y6-base,all,11,1,81,11
